step,eta,mse,coherence,S,r_norm
0,0.9446607633499449,6.358507392924038e-06,0.12536988641913552,3.2810423998163962,0.16608504634252946
1,0.7803077219971849,1.0754006961857859e-07,0.12554918381817787,3.2779223299423026,0.16273346384829007
2,0.7134603254713201,9.28082927081759e-09,0.12351654968562523,3.285032049550952,0.16152606394977534
3,0.6751720268535154,7.292909719398228e-09,0.12360181927528185,3.288617489564653,0.16299471020950157
4,0.6264074373204093,6.714972428740664e-09,0.12156124114460998,3.2901404212082817,0.1636533325683837
5,0.5907232858655287,6.953843969841073e-09,0.12131652020982622,3.286676564021861,0.16441480242027837
6,0.5663727367207909,7.268265815569617e-09,0.12118632629946235,3.293923064017611,0.16574683335595372
7,0.5411832803110861,7.870977244398166e-09,0.12110867580117539,3.28410684925071,0.16615373283051013
8,0.5242598099210033,8.60478961348146e-09,0.12177891910557961,3.2842068860280325,0.16618244859132358
9,0.5087787477822865,9.154391869728076e-09,0.12098533382413942,3.2807394735434654,0.16580984407048233
10,0.4984013852116064,9.667635249692915e-09,0.12049021919530487,3.2771332057092124,0.16534989163743458
11,0.4846610948388796,1.0357203083626474e-08,0.12066411048703496,3.2823568797556,0.16501290569187219
12,0.4737730026701477,1.0781799301621801e-08,0.12003317629808055,3.2831426069915164,0.1643509349197146
13,0.4638756707017575,1.1334065668983899e-08,0.11979817233482262,3.287416370408047,0.1649255362597071
14,0.45854447929296027,1.1843947591490442e-08,0.1193951259880726,3.286671347674228,0.1649992884665488
15,0.45323732093211205,1.2202518659705763e-08,0.11968992546638708,3.285539115349053,0.16511806394344386
16,0.44704753562964905,1.2630427292896583e-08,0.11895900104468456,3.2844441436059464,0.1647120472739235
17,0.43935697578888144,1.3035135317429025e-08,0.11935291561319039,3.2904848506327298,0.16502309513660207
18,0.4339887626616564,1.3559292492344461e-08,0.11925642485265048,3.292355218241173,0.16483780562949962
19,0.4273017867863255,1.398264630058095e-08,0.11794815824049057,3.2922730645683806,0.1645638470446398
20,0.4199877637946313,1.4437898636173764e-08,0.11745358180698282,3.292728558115553,0.16434984568353622
21,0.41128107395521957,1.5071268357222496e-08,0.1167391102838979,3.2892936481511645,0.16310630594563774
22,0.40123945693221696,1.5499045073433283e-08,0.1154502772196587,3.292049126963634,0.16287200935504834
23,0.3982974577380151,1.5550776529427306e-08,0.11613072920078192,3.292751711686804,0.16264390283811095
24,0.3982966201106523,1.568005707966098e-08,0.11572067851096385,3.290893269054783,0.16290990278924564
25,0.3962086629923015,1.5823080378665614e-08,0.11588677332272329,3.290707099189385,0.16291302998612
