step,chi,peak,width,norm
0.0,0.003319952933742153,0.998655932946888,4.300768434266859,3.2606922417497253
1.0,0.0019080166884474796,0.9799241508848233,4.3726993538831165,3.2168916928392783
2.0,0.00378797375559678,0.9645487011585256,4.424345375024299,3.1732183178770565
3.0,0.0039875929522107745,0.94850513760616,4.478101858894645,3.134830320550174
4.0,0.0009514130519134718,0.9302038035895871,4.548148168234659,3.0994737036876128
5.0,0.0016327115177945661,0.9123203682853394,4.629467828216396,3.0626924520715297
6.0,0.0031342324233256495,0.8976053061736734,4.668143486555005,3.0240519840750335
7.0,0.0026679452780392385,0.8874192058218854,4.729029626865146,2.989384704453656
8.0,0.0029823587846204967,0.8719987476413862,4.782123951605062,2.9567938586549407
9.0,0.002104303876047741,0.8582018119484328,4.817130616740183,2.9230066570529485
10.0,0.00392336787360597,0.847811333846083,4.908457251039653,2.889745026256735
11.0,0.003816681532200396,0.8388216403299291,4.915611886987104,2.8625924351758574
12.0,0.0030693322324392767,0.8264833490940484,4.923756243807142,2.832800968472437
13.0,0.004183603267316435,0.8149900143353822,4.93475434295604,2.8033964895340633
14.0,0.003490884809364648,0.8090568818104549,4.98796411931779,2.778723764252884
15.0,0.0020977429139726,0.7992653330466921,5.042202726681239,2.748149776852313
16.0,0.0033871883232866238,0.7904258237795412,5.096622368382206,2.719304481028532
17.0,0.001993173269129551,0.7830064884389699,5.227383128683136,2.694048225693429
18.0,0.003922372816372636,0.7734393329132256,5.2561933087825174,2.6674629142884316
19.0,0.0029475777934644346,0.7643016147387228,5.281315140311645,2.6443738530202854
20.0,0.0028058945182774767,0.7527508809466118,5.348796431491546,2.618871116841769
21.0,0.002285023978375862,0.7436609317127187,5.405726717489101,2.5922781583621046
22.0,0.0042836684056077315,0.7340785145867429,5.471279777310737,2.568139738899888
23.0,0.002837744043827758,0.7292877929593716,5.537965181523948,2.545737595427177
24.0,0.0025502557867287377,0.7182515868088658,5.537428477373952,2.5257660476470343
25.0,0.0026302597719873593,0.7150520294789141,5.55599551239971,2.5073347996093958
26.0,0.0035589246448310165,0.7057018858169967,5.5583432156295665,2.485745798429793
27.0,0.0033837162675822824,0.6975308903967355,5.664209878672504,2.4682688777839585
28.0,0.003433369242175788,0.6916286870414785,5.7487083114172,2.4478668096725897
29.0,0.003452362053158277,0.6867369732179897,5.761287567255175,2.4299075316940097
30.0,0.005248729980913984,0.680667131879202,5.724054418050885,2.4111722466697576
31.0,0.002573264232796154,0.6742047338120523,5.712691945628368,2.393478482669251
32.0,0.002462145134474886,0.6693684308994952,5.702976992718776,2.3764525428454446
33.0,0.0021455386353397285,0.6622489548973283,5.763901106891342,2.3557005041891297
34.0,0.0036467783937042704,0.6536418742571266,5.690675957263219,2.3375399708991385
35.0,0.004185420907356937,0.6478977724888233,5.760912088860594,2.3232922578668145
36.0,0.002880355169462381,0.6426311385841825,5.751113794884753,2.308583548616573
37.0,0.0021178356991893455,0.6356184351989229,5.791780982053718,2.2968208217356993
38.0,0.0021342947235241986,0.6305148565964005,5.843681862434844,2.2781949684135046
39.0,0.0036831224272159363,0.6281755369484979,5.838878248554188,2.2593750740932976
40.0,0.0037804168797636144,0.6260574354667312,5.818711065954345,2.2438129866277023
41.0,0.003570311981720455,0.6211155260043402,5.917516546660973,2.227002187337719
42.0,0.002301214807346871,0.6128157275331417,6.013390939671417,2.2124403629445117
43.0,0.0032437693892200556,0.6064062308870417,6.068737446760852,2.1944356650498387
44.0,0.0031225200995977647,0.6015771101680168,6.127210412615884,2.178412877192511
45.0,0.003229623026565464,0.5960523546981144,6.161268841064501,2.1612694800549472
46.0,0.0039150002168456,0.589238273130345,6.216375382501271,2.1454629793330193
47.0,0.003234775326213416,0.5842046329667786,6.273063136359031,2.129902752524846
48.0,0.0037128592412254894,0.5819950039776773,6.3053961045277775,2.114684062546068
49.0,0.0030709580229633365,0.5789641685999511,6.276264433414331,2.102968537711279
50.0,0.0033035753686244834,0.5728570525266743,6.2553887111422375,2.0890800069692617
51.0,0.003662852637130467,0.5722516484502983,6.286486840157258,2.074997392928689
52.0,0.0014699863891515503,0.567031410019203,6.359085565678,2.061355178295726
53.0,0.0026643452228248335,0.562097322203241,6.320709866504343,2.046843313666048
54.0,0.0025061087129925647,0.5548705756743737,6.350552471748791,2.030322504035475
55.0,0.002329178259344491,0.5506034471240122,6.432028533780391,2.0161001361493587
56.0,0.0027111006362119825,0.5468330563476181,6.520898939017561,2.0032104188151414
57.0,0.004569688376796116,0.5431924195240889,6.6360707059231165,1.9893700507635164
58.0,0.0020908773285220946,0.5383796359345652,6.637576728343743,1.9811918063691036
59.0,0.004016692272321054,0.5366465075684863,6.774068066632697,1.9726110657530387
60.0,0.001232986739803405,0.5321836870552407,6.889879982988728,1.962035461292683
61.0,0.0026483707185149365,0.5237064944871701,6.96600125193866,1.9506848838469393
62.0,0.003170890718360256,0.5194134240742162,7.030377374971375,1.9374918724614216
63.0,0.003615533447927242,0.5148244992877314,7.016861898473405,1.9273680365730856
64.0,0.0037467879087824977,0.5130953635870457,7.055582048268464,1.9161015748217725
65.0,0.0038330145969599216,0.5101777450355032,6.983717632209299,1.9057571683137258
66.0,0.0026338386741391407,0.5044050828121261,6.994632085171934,1.8907603885217323
67.0,0.0025145306177022046,0.502780060227711,6.926460641634742,1.8780669659189166
68.0,0.0039008746753200116,0.49919194353204127,6.893710476398578,1.864921345667838
69.0,0.0027991304588743044,0.4970819831105522,7.051946758578465,1.8587090380984885
70.0,0.001660529360495182,0.49181438902046015,7.135414332342819,1.8501504696598225
71.0,0.0018100484252963453,0.48895837133202225,7.121511961499559,1.839175961050511
72.0,0.002034575099698308,0.48456583708788065,7.236380073757311,1.8243398652053788
73.0,0.003522018781256453,0.4830451782545527,7.263079132649562,1.816264736422448
74.0,0.0031495470228740936,0.47855048285204216,7.265666978753988,1.803970459444442
75.0,0.0037250096217711567,0.4721580553389873,7.210491386542406,1.7929807555326072
76.0,0.002551384721346639,0.4727255833785277,7.162230317277182,1.7866653962677377
77.0,0.00316646667563055,0.4711158597528,7.177101272895091,1.7785714704589828
78.0,0.003656869913665704,0.4674510324087269,7.297538635122914,1.7723711245646425
79.0,0.00267518613329375,0.46407420864443216,7.315102445239306,1.7612686891255813
80.0,0.0034796139994352823,0.4607237948379371,7.443724209702492,1.7519624757547947
81.0,0.0023049777618800163,0.456105890038667,7.483741129494608,1.742115529631043
82.0,0.0026187934611066744,0.45444728930690925,7.465192508668152,1.735102367940082
83.0,0.0025991752113017543,0.4479790650608529,7.382934795718792,1.7258136435478648
84.0,0.0017443683721315082,0.44608477913647915,7.322411462428264,1.7168898459146351
85.0,0.0035113211048248606,0.44402293137076565,7.251811358775417,1.7051362566214312
86.0,0.00250712754278714,0.4410881657291087,7.491217424032402,1.695509200575409
87.0,0.0030131188246640722,0.4391520993562316,7.62321363273342,1.6871851581263606
88.0,0.0035047839918512045,0.4375145204434899,7.702639092252622,1.678435920377307
89.0,0.0034688577348314415,0.43703309137142127,7.6317038006943,1.6697859346236867
90.0,0.0036986543644214258,0.4300984420844702,7.612461323964621,1.6596786307206794
91.0,0.0028965902412651052,0.42914090598329707,7.76762208229322,1.6503116609171975
92.0,0.0025555367723536383,0.42945435571699275,7.791882696193566,1.6438252513046387
93.0,0.002916295878548281,0.42818215273234633,7.848615675855876,1.6324716125015175
94.0,0.0012282988443440687,0.4271569771128957,7.8697992989617465,1.6250427103796443
95.0,0.0014805319039557583,0.4229706434814224,7.8741700367959515,1.6122701644850397
96.0,0.0016111654070278777,0.4187152444519332,8.03083921068165,1.6009785826139642
97.0,0.001952890831018444,0.4179470425752146,7.976461742989047,1.5939031774032115
98.0,0.0034197629380596085,0.41534599569708663,7.938948198705553,1.585487176765841
99.0,0.0020492469918719364,0.4143354847926602,7.820355535830702,1.5760529905475527
100.0,0.002602929318258641,0.4129025634697545,7.766893810199572,1.5642736081423325
101.0,0.004364189712675369,0.4121452617068123,7.6839244617773685,1.5595061913098727
102.0,0.0026259228303855027,0.4095100917271852,7.648790936074067,1.5513804201149892
103.0,0.0037743913468904406,0.4091465103336179,7.68044008373319,1.5436229788907143
104.0,0.0020197014359896294,0.40493987266484366,7.615175220641031,1.5340262801321083
105.0,0.0027842905642389885,0.4007320527749896,7.683327098988042,1.5238010978254506
106.0,0.00200247684234389,0.39863127837956913,7.769814072725555,1.5152382391574493
107.0,0.0026440152703044095,0.39893418926419566,7.710696681183342,1.5104785507243372
108.0,0.003882323544330265,0.39881295761883984,7.836776579092058,1.5065947295199134
109.0,0.001186313555648034,0.39912903113653625,7.808310493428842,1.500137949791159
110.0,0.0034561448257231504,0.3969155378440166,7.90752975698415,1.493390159361865
111.0,0.003249622382448892,0.39454457742178306,8.075380049120236,1.4862269505248271
112.0,0.002376142546518366,0.38907677463188317,8.171379797681565,1.4763020846869304
113.0,0.0014816392528921227,0.3841531178190176,8.191778705636416,1.467484902478659
114.0,0.003075735983099563,0.38448139406517756,8.248042082379335,1.4633526628043552
115.0,0.0024440326554830078,0.3847189355029989,8.331671606364994,1.455271278639916
116.0,0.003244310021922439,0.3795497027876618,8.387872411360009,1.4470851331779464
117.0,0.003022944752799615,0.3806368739053647,8.419862590435246,1.4403751758120977
118.0,0.004681867835886961,0.3799143397355629,8.408400790364084,1.434870694397282
119.0,0.002748676591153325,0.37868517674554397,8.473605102663289,1.4270276289970034
120.0,0.0019253276327470417,0.3749212780349132,8.653873966502303,1.4187936443541451
121.0,0.003188239416704132,0.37352359988454226,8.79139939963711,1.4132260458937396
122.0,0.0032309965181703533,0.3738871331521286,8.535063168490796,1.4069357555600663
123.0,0.0044271469540024585,0.3682295888071841,8.575293129249129,1.4019696423919807
124.0,0.0038768668082103074,0.36419635017520713,8.479226223785266,1.3948996644668434
125.0,0.0033747146121069853,0.3641700847098733,8.395491361938088,1.388676169189562
126.0,0.00453646803578054,0.3613057217864052,8.409917200406447,1.3825501233400657
127.0,0.001751798792961007,0.360276728490223,8.353047923306477,1.3785804737663852
128.0,0.002328260890612765,0.35544304365835133,8.432918796368039,1.3738816865572485
129.0,0.002027095261524199,0.35637239433962964,8.662638812720743,1.3690400201908117
130.0,0.002590699706686444,0.3531982983909641,8.736953146619642,1.3600511677383624
131.0,0.0015544795450658758,0.3501696546857023,8.672066418117918,1.356307109223528
132.0,0.0036669084941551243,0.34955799975543794,8.961651972339991,1.3486933690948286
133.0,0.002766666168046288,0.34689623760663,8.917845683643899,1.3424071543188791
134.0,0.0014556533907722092,0.34669520591955694,9.007718164771456,1.3390478226940714
135.0,0.0019336419647320816,0.34830965471203595,9.048290608038247,1.3317851434034509
136.0,0.003329189539822705,0.3467600962966732,9.213232372924821,1.3296440249632804
137.0,0.0038800328962890996,0.34135626704735433,9.08328913466493,1.321191988065991
138.0,0.005096567436276375,0.3415281910092565,9.144616355528996,1.3137779482829886
139.0,0.006059555589307697,0.3396941186161055,9.332146894634171,1.3066433779113888
140.0,0.003435129904939796,0.33486504763982294,9.410902828975683,1.302069776603388
141.0,0.0019609849739665427,0.33273499893317743,9.312101674334212,1.291392747336312
142.0,0.0007613514052321255,0.3292368868820267,9.246899164851904,1.2841719927388389
143.0,0.0032810970354610275,0.32816415107115404,9.33082952543953,1.2775000364469773
144.0,0.002146411849924158,0.32545707677199087,9.4809770259092,1.2722736902108212
145.0,0.002563874876811331,0.3261119274753391,9.615318357149423,1.270447203564527
146.0,0.0023572983609872014,0.32747375407251794,9.517868164835196,1.2628825737886413
147.0,0.0028521695692627956,0.3229568180011083,9.451398832448714,1.254049468504841
148.0,0.004119279242327026,0.3200798217968364,9.349466172444236,1.2497450273322517
149.0,0.0031649009958176115,0.3184170419579363,9.403093996244113,1.24284942259782
150.0,0.0028334334211093776,0.3154729362565464,9.567506373429435,1.2355386099606152
151.0,0.001912563559532898,0.3092223173779397,9.696838981540974,1.2272755986934332
152.0,0.0012415829080604252,0.3073452682997865,9.770266415756959,1.2196787234834952
153.0,0.0024893766954730027,0.3059576545672096,10.011023703074695,1.2151567709612494
154.0,0.0029435283216407634,0.306862880368021,10.233582484214732,1.2084968792073594
155.0,0.004856326409258877,0.3070162305878857,10.075105876893355,1.202881201939799
