step,eta,mse,coherence,S,r_norm
0,0.9462347676998231,5.5622833910029296e-06,0.1466731279665183,3.2924013199296973,0.16706821389665832
1,0.7833540962524547,1.9870156385178592e-07,0.1403402838667785,3.2852788561140667,0.166906303974803
2,0.7019470062713045,8.93312888378649e-09,0.1297533805853392,3.2912176886187705,0.16391239496900387
3,0.6637835536846675,6.07660039427289e-09,0.12699749577368258,3.3027276488282813,0.16544797628874663
4,0.6249025852821943,4.916184197988312e-09,0.12721250870451353,3.301313760075595,0.1649208494199416
5,0.5966788441847799,4.8907577772194835e-09,0.12729343375285437,3.2986085217952783,0.16475935376844106
6,0.5799344635797149,5.0854924033028465e-09,0.12796625334061307,3.2953756571284645,0.1652119038720385
7,0.5675759506209958,5.337603451647174e-09,0.12865919004924242,3.2923759424633277,0.16442003362799826
8,0.5599363351042623,5.525836066179712e-09,0.12888721760727823,3.2910972199533104,0.16481084605338348
9,0.5511715358416707,5.7948565481371724e-09,0.13024240518779273,3.291865763702816,0.1647364514071177
10,0.5491281021608979,5.86090256314191e-09,0.1292994329176136,3.2888459027572727,0.1644341001905281
11,0.5416786676816475,6.073075296498119e-09,0.13049630401320134,3.288451987973167,0.16479420316359697
12,0.536525662041593,6.247739272293427e-09,0.12995081977802989,3.2910695753354338,0.1649233690892805
13,0.5335275730189839,6.3911811025988946e-09,0.13012111513319857,3.2936932668029684,0.16483280920678198
14,0.5325577535430177,6.46350734566089e-09,0.12992039591057009,3.2920175850382916,0.1643368867612467
15,0.5291044503528767,6.575645955942799e-09,0.13002583829860748,3.3039689039020566,0.16481197614136972
16,0.524701746194898,6.746146472546635e-09,0.12915402009712684,3.301628883449917,0.16470448546794733
17,0.5201913772867278,6.880983990052374e-09,0.12873078892232837,3.2981264059116313,0.164357337806995
18,0.516186241370535,7.004465019832572e-09,0.1276560052506986,3.3000549097988445,0.16330703852238526
19,0.512286251837501,7.13654276296674e-09,0.12934385384659808,3.295759668541581,0.1636423491651187
20,0.5058921333804762,7.425465554332584e-09,0.13035033340903995,3.2906913605394217,0.16381211144251565
21,0.5041677645184602,7.44731975775576e-09,0.1309518732236722,3.29165248434529,0.16449189276659304
22,0.5005051545709363,7.64429305849234e-09,0.13059169898415432,3.2907973764063625,0.16441052357987773
23,0.49210765859234407,8.0557852560173e-09,0.12993928241593883,3.290317186710177,0.16408177591440573
24,0.4905255384727948,8.109601372253302e-09,0.130644559941809,3.2899465855252137,0.1639930944955884
25,0.48419678182838677,8.391633024891511e-09,0.12960126142031725,3.2905624718811612,0.163392126648569
26,0.4913936395634211,8.037942816961544e-09,0.13099259622566845,3.292764878253287,0.16414251349747275
27,0.49539772416518324,7.962384117161232e-09,0.1313142181828745,3.2922447626097058,0.16387040587457558
28,0.4913963279105108,8.119089058670935e-09,0.13116326745030965,3.2878802870736923,0.16435558195677416
29,0.49266304381315607,8.020006916759363e-09,0.13070634053529845,3.2884062211705767,0.164081248911935
30,0.4880174260500869,8.366478993997292e-09,0.13029327286102022,3.2866739968528127,0.1632603975853298
31,0.4815870803968255,8.584584781250695e-09,0.1303190736946283,3.2843955214892633,0.16381992073970858
32,0.4794410128664878,8.653195958407662e-09,0.13132880673439276,3.285251988225704,0.16413521704098985
33,0.48049850116167603,8.652588992725479e-09,0.13003232990803137,3.283912191226171,0.16328907515261298
34,0.4793753980994089,8.719497907751402e-09,0.12983121662528188,3.285464851081053,0.16293414736597747
35,0.4807510475403465,8.578350204566039e-09,0.13083866176334596,3.2872569125455144,0.16326647653165638
36,0.4738752137131095,8.957806179958695e-09,0.13024431162546737,3.2815221395616256,0.1633937196066637
37,0.47756043268634957,8.67051070635145e-09,0.13105009317105856,3.2882574358918024,0.16356302151338845
38,0.4743722370727188,8.830280816984826e-09,0.13063750690330972,3.2849642832609214,0.16388777991067377
39,0.47181621722265066,8.9687128441541e-09,0.13004546397319292,3.2834548129260543,0.16411828059312672
40,0.475243094026237,8.797664570616264e-09,0.13037774665351398,3.293231442547259,0.16398864911169342
41,0.47280830706240806,8.839260494254821e-09,0.12946645060663364,3.291409116928877,0.16389828311220295
42,0.4719238007165216,8.796179579417949e-09,0.1286496911758208,3.2883913325189407,0.16307845895768247
43,0.47571374786382753,8.654156282890488e-09,0.1289095381009043,3.288431262969972,0.16348839022384612
44,0.4741415958958145,8.672094907438645e-09,0.12833145149594846,3.2876054563786186,0.1633423641160403
