symbol_index,p0,p1,decoded_bit
0,7.350439138769541,0.047288067400365924,0
1,0.4580303012524827,0.20293060506134675,0
2,0.9071037654848301,0.4727195598921573,0
3,2.1082226589284248,420849.89285769337,1
4,303100.84089996945,465.031406393306,0
5,465.1344442475806,385687.6312120257,1
6,290735.7901040934,337.72359022273963,0
7,378.1673591867783,381422.5801591374,1
8,291028.8706123668,292.9596217924528,0
9,338.8545229144401,381079.20397634694,1
10,292453.40778562165,301.3349595577914,0
11,343.25910369719725,382508.4999461284,1
12,294249.72257359733,252.1726063686361,0
13,332.5111825016674,382036.6329186768,1
14,295574.281334469,248.5205210574685,0
15,372.50948757756777,382825.55037022795,1
16,292269.42404992937,262.19401395179034,0
17,381.5021142066118,375267.7377389193,1
18,284667.1552842357,273.7829636464819,0
19,361.80494875980304,365714.3290826425,1
20,8.297583034540637,364178.80465104914,1
21,274874.6803041613,381.3557874161668,0
22,286040.51995332557,102.02499960329723,0
23,338.8275556036382,348912.055177731,1
24,23.776928611855542,353722.08031505335,1
25,269195.96397642803,329.6643337116398,0
26,318.09431854327914,350202.4071805328,1
27,266251.08429939917,258.8656102405994,0
28,356.3184619328351,345512.58267743926,1
29,258450.92977185326,262.7618971864714,0
30,331.37728765037326,337103.9053249919,1
31,0.27541152775124056,333244.18616067705,1
32,15.026166539307445,335267.37463321013,1
33,247082.216103663,396.6456744412116,0
34,347.4419085485786,317470.74275036884,1
35,7.2243939008241504,320787.8666328996,1
36,238802.25322608562,364.2902623002692,0
37,244.9708127713805,309982.34030432935,1
38,236521.69985619694,244.44523496569448,0
39,213.55853240753717,306650.5605365768,1
40,12.07573100571085,306564.54218117584,1
41,5.6039525876059795,308743.6645842598,1
42,230224.6420185787,434.6464576787241,0
43,275.6433032566838,301411.4418862392,1
44,226392.10458255385,301.27683533105017,0
45,276.8482729519189,291197.16939424246,1
46,3.1544528641127245,291787.57427178853,1
47,4.518877167855132,294771.8643057113,1
48,0.661524285759631,289986.9183897831,1
49,0.015085439105353333,288978.91433749936,1
50,0.21821992347300365,287828.9806922696,1
51,0.05747391304179997,286821.357522393,1
52,218794.39675654026,233.25981573944597,0
53,339.557147487518,276323.66467526386,1
54,218750.796438351,192.15099444658694,0
55,293.6627413954166,272090.2547222372,1
56,219067.51543651402,163.33689697155677,0
57,242.08144243507948,271936.39347855176,1
58,216877.46995549742,146.5764347521008,0
