t,C,sigma,norm
533,3.019838256150356e-06,0.0,0.07018021335854976
534,3.1064425123733057e-06,0.0,0.07007857555410237
535,3.19528630715548e-06,0.0,0.06997721086516873
536,3.2864209495873357e-06,0.0,0.0698761180560279
537,3.3798987633523715e-06,0.0,0.06977529589897154
538,3.475773103310718e-06,0.0,0.06967474317423641
539,3.574098372288317e-06,0.0,0.06957445866993786
540,3.6749300380732257e-06,0.0,0.06947444118200374
541,3.7783246506204933e-06,0.0,0.06937468951410926
542,3.884339859467161e-06,0.0,0.06927520247761218
543,3.993034431358818e-06,0.0,0.06917597889148906
544,4.104468268089258e-06,0.0,0.06907701758227178
545,4.218702424554644e-06,0.0,0.06897831738398494
546,4.335799127023741e-06,0.0,0.06887987713808387
547,4.455821791625623e-06,0.0,0.06878169569339312
548,4.578835043056349e-06,0.0,0.06868377190604587
549,4.7049047335060765e-06,0.0,0.06858610463942356
550,4.834097961808054e-06,0.0,0.06848869276409643
551,4.966483092810943e-06,0.0,0.06839153515776462
552,5.10212977697594e-06,0.0,0.06829463070519971
553,5.24110897020011e-06,0.0,0.06819797829818702
554,5.383492953867369e-06,0.0,0.06810157683546834
555,5.529355355128575e-06,0.0,0.0680054252226853
556,5.6787711674120916e-06,0.0,0.06790952237232345
557,5.8318167711663045e-06,0.0,0.06781386720365652
558,5.988569954835432e-06,0.0,0.06771845864269169
559,6.149109936070094e-06,0.0,0.06762329562211504
560,6.313517383173966e-06,0.0,0.06752837708123775
561,6.481874436787977e-06,0.0,0.06743370196594271
562,6.654264731813353e-06,0.0,0.06733926922863179
563,6.830773419574933e-06,0.0,0.06724507782817343
564,7.011487190226098e-06,0.0,0.06715112672985099
565,7.1964942953966475e-06,0.0,0.06705741490531142
566,7.385884571084997e-06,0.0,0.06696394133251447
567,7.579749460796036e-06,0.0,0.06687070499568248
568,7.77818203892593e-06,0.0,0.06677770488525055
569,7.981277034395209e-06,0.0,0.06668493999781726
570,8.189130854531472e-06,0.0,0.06659240933609589
571,8.40184160920297e-06,0.0,0.06650011190886602
572,8.619509135204367e-06,0.0,0.06640804673092575
573,8.842235020895958e-06,0.0,0.06631621282304413
574,9.070122631097625e-06,0.0,0.06622460921191438
575,9.303277132238741e-06,0.0,0.06613323493010728
576,9.541805517765338e-06,0.0,0.06604208901602521
577,9.785816633805699e-06,0.0,0.0659511705138564
578,1.0035421205095673e-05,0.0,0.06586047847352994
579,1.0290731861164848e-05,0.0,0.06577001195067086
580,1.0551863162784833e-05,0.0,0.06567977000655598
581,1.0818931628680849e-05,0.0,0.06558975170806984
582,1.1092055762507747e-05,0.0,0.06549995612766141
583,1.1371356080091658e-05,0.0,0.06541038234330095
584,1.1656955136938445e-05,0.0,0.06532102943843733
585,1.1948977556010052e-05,0.0,0.0652318965019558
586,1.2247550055769875e-05,0.0,0.06514298262813618
587,1.2552801478498355e-05,0.0,0.06505428691661137
588,1.2864862818879741e-05,0.0,0.06496580847232633
589,1.3183867252861279e-05,0.0,0.06487754640549732
590,1.3509950166785735e-05,0.0,0.06478949983157169
591,1.3843249186798485e-05,0.0,0.06470166787118793
592,1.4183904208530029e-05,0.0,0.06461404965013616
593,1.4532057427055127e-05,0.0,0.06452664429931886
594,1.488785336712945e-05,0.0,0.06443945095471217
595,1.5251438913704857e-05,0.0,0.06435246875732739
596,1.562296334272416e-05,0.0,0.06426569685317293
597,1.6002578352196453e-05,0.0,0.06417913439321647
598,1.639043809355392e-05,0.0,0.06409278053334772
599,1.678669920329105e-05,0.0,0.06400663443434125
