t,S,R,gain,norm
277,0.08225440033323339,0.9177455996667666,1.0,19.999999999999005
278,0.0824863197824185,0.9175136802175815,1.0,19.999999999999
279,0.08330107447228163,0.9166989255277184,1.0,19.999999999999005
280,0.0822456397325475,0.9177543602674525,1.0,19.999999999999
281,0.08307977977978942,0.9169202202202106,1.0,19.999999999999
282,0.08268447877829721,0.9173155212217028,1.0,19.999999999999
283,0.0829013901333363,0.9170986098666637,1.0,19.999999999999
284,0.08258228304286419,0.9174177169571358,1.0,19.999999999999005
285,0.08231496956956896,0.917685030430431,1.0,19.999999999999
286,0.08298194063538111,0.9170180593646189,1.0,19.999999999999
287,0.08365685996526695,0.916343140034733,1.0,19.999999999999
288,0.08379481249659415,0.9162051875034058,1.0,19.999999999999
289,0.08407470762866742,0.9159252923713326,1.0,19.999999999999
290,0.08417376188909675,0.9158262381109032,1.0,19.999999999999
291,0.08299782322774063,0.9170021767722594,1.0,19.999999999999
292,0.08380014745293296,0.916199852547067,1.0,19.999999999999
293,0.0819775971358121,0.9180224028641879,1.0,19.999999999999005
294,0.0814720393502204,0.9185279606497796,1.0,19.999999999998998
295,0.08152162740745805,0.918478372592542,1.0,19.999999999999
296,0.08209232869833061,0.9179076713016694,1.0,19.999999999999
297,0.08318580183384128,0.9168141981661587,1.0,19.999999999999
298,0.08181864959670815,0.9181813504032919,1.0,19.999999999998998
299,0.08232433923433147,0.9176756607656685,1.0,19.999999999998998
300,0.08283018222343275,0.9171698177765673,1.0,19.999999999999
301,0.08342918642612573,0.9165708135738743,1.0,19.999999999999
302,0.08347206011067154,0.9165279398893285,1.0,19.999999999999005
303,0.08297598618504942,0.9170240138149506,1.0,19.999999999999
304,0.08413577910003966,0.9158642208999603,1.0,19.999999999999005
305,0.08391258768049581,0.9160874123195042,1.0,19.999999999999
306,0.08424936634749103,0.915750633652509,1.0,19.999999999999
307,0.08483275332551732,0.9151672466744827,1.0,19.999999999998998
308,0.08374221628780454,0.9162577837121955,1.0,19.999999999999
309,0.08373928286481502,0.916260717135185,1.0,19.999999999999
310,0.08261002006021922,0.9173899799397808,1.0,19.999999999998998
311,0.08285900009194447,0.9171409999080555,1.0,19.999999999999005
312,0.08289467692335939,0.9171053230766406,1.0,19.999999999999
313,0.0835444692797983,0.9164555307202017,1.0,19.999999999999
314,0.08392479342429737,0.9160752065757026,1.0,19.999999999999
315,0.08342864312581,0.91657135687419,1.0,19.999999999999005
316,0.08313529429947442,0.9168647057005256,1.0,19.999999999999
317,0.08369185732420614,0.9163081426757939,1.0,19.999999999999
318,0.08340485910805062,0.9165951408919494,1.0,19.999999999998998
319,0.08262234758522313,0.9173776524147769,1.0,19.999999999999
320,0.08260981710379023,0.9173901828962098,1.0,19.999999999999005
321,0.08196001611934212,0.9180399838806579,1.0,19.999999999999
322,0.08132652240115201,0.918673477598848,1.0,19.999999999998998
323,0.08053081408114393,0.9194691859188561,1.0,19.999999999999005
324,0.08036394782536593,0.9196360521746341,1.0,19.999999999999
325,0.08081087423235678,0.9191891257676432,1.0,19.999999999999
326,0.0808425410248601,0.9191574589751399,1.0,19.999999999999005
327,0.08011374831831308,0.9198862516816869,1.0,19.999999999999
328,0.07968762238431837,0.9203123776156816,1.0,19.999999999999
329,0.07966771767032266,0.9203322823296773,1.0,19.999999999998998
330,0.07968162269511858,0.9203183773048814,1.0,19.999999999999
331,0.08044189590089024,0.9195581040991098,1.0,19.999999999998998
332,0.08023489675723205,0.919765103242768,1.0,19.999999999999
333,0.07949543253920188,0.9205045674607981,1.0,19.999999999999
334,0.0795731807926563,0.9204268192073437,1.0,19.999999999999005
335,0.07958873199698113,0.9204112680030189,1.0,19.999999999999005
336,0.07985354993753135,0.9201464500624686,1.0,19.999999999999005
337,0.08084091760893686,0.9191590823910631,1.0,19.999999999999
338,0.08027020259448281,0.9197297974055172,1.0,19.999999999999
339,0.08137854005025902,0.918621459949741,1.0,19.999999999999
340,0.08151796300153724,0.9184820369984628,1.0,19.999999999999
341,0.08212192085546721,0.9178780791445328,1.0,19.999999999999
342,0.082883847109956,0.917116152890044,1.0,19.999999999999
343,0.08289634283253944,0.9171036571674606,1.0,19.999999999999
344,0.0818559527699877,0.9181440472300123,1.0,19.999999999999005
345,0.0823361543022405,0.9176638456977595,1.0,19.999999999999
346,0.08230927312445302,0.917690726875547,1.0,19.999999999999
347,0.08176044217259881,0.9182395578274012,1.0,19.999999999999005
348,0.08227354373945106,0.9177264562605489,1.0,19.999999999999
349,0.0817551445325646,0.9182448554674354,1.0,19.999999999998998
350,0.08147126008450123,0.9185287399154988,1.0,19.999999999999
351,0.08200704080985854,0.9179929591901415,1.0,19.999999999999005
352,0.08150359796871365,0.9184964020312864,1.0,19.999999999999
353,0.08169777162061687,0.9183022283793831,1.0,19.999999999999
354,0.08171044661102855,0.9182895533889714,1.0,19.999999999999
355,0.08209359852525377,0.9179064014747462,1.0,19.999999999999
356,0.08186644448385194,0.9181335555161481,1.0,19.999999999999
357,0.0811104947493898,0.9188895052506102,1.0,19.999999999999005
358,0.08081465438106472,0.9191853456189353,1.0,19.999999999998998
359,0.08002063711861451,0.9199793628813855,1.0,19.999999999999
360,0.0801531869493316,0.9198468130506684,1.0,19.999999999999
361,0.08084202992076628,0.9191579700792337,1.0,19.999999999999
362,0.08087884658719524,0.9191211534128048,1.0,19.999999999999005
363,0.08029157919945129,0.9197084208005487,1.0,19.999999999999
364,0.0809320957067664,0.9190679042932336,1.0,19.999999999999
365,0.08073130833282138,0.9192686916671786,1.0,19.999999999999
366,0.0809533588862974,0.9190466411137026,1.0,19.999999999999
367,0.08095574673612016,0.9190442532638798,1.0,19.999999999999
368,0.0807708999738006,0.9192291000261994,1.0,19.999999999998998
369,0.08034905253056157,0.9196509474694384,1.0,19.999999999999
370,0.0799777075185637,0.9200222924814363,1.0,19.999999999999
371,0.07980592720979496,0.920194072790205,1.0,19.999999999999
372,0.07917138708596227,0.9208286129140377,1.0,19.999999999999
373,0.07899063513867599,0.921009364861324,1.0,19.999999999999
374,0.07845607963211731,0.9215439203678827,1.0,19.999999999999
375,0.07822749038441024,0.9217725096155898,1.0,19.999999999999
376,0.07879992054911034,0.9212000794508897,1.0,19.999999999999
377,0.07814889161532546,0.9218511083846745,1.0,19.999999999998998
378,0.07761872309200324,0.9223812769079968,1.0,19.999999999999
379,0.0773426315676452,0.9226573684323548,1.0,19.999999999999005
380,0.0768684531520597,0.9231315468479403,1.0,19.999999999999
381,0.07710907904839626,0.9228909209516037,1.0,19.999999999999005
382,0.07781917852969555,0.9221808214703044,1.0,19.999999999999
383,0.07726737553431595,0.922732624465684,1.0,19.999999999999
384,0.07710895126728678,0.9228910487327132,1.0,19.999999999999
385,0.07769572584272855,0.9223042741572715,1.0,19.999999999999
386,0.07852821425977019,0.9214717857402298,1.0,19.999999999999
387,0.0785461229287091,0.9214538770712909,1.0,19.999999999999
388,0.07771290823450394,0.9222870917654961,1.0,19.999999999999
389,0.07811724685786903,0.921882753142131,1.0,19.999999999999
390,0.07743192046806369,0.9225680795319363,1.0,19.999999999999005
391,0.07825932779737332,0.9217406722026267,1.0,19.999999999999
392,0.08015214326191633,0.9198478567380837,1.0,19.999999999999005
393,0.08036299292418225,0.9196370070758177,1.0,19.999999999999
394,0.08055346072225833,0.9194465392777417,1.0,19.999999999999
395,0.08070097404632981,0.9192990259536702,1.0,19.999999999999
396,0.07997927498560176,0.9200207250143982,1.0,19.999999999999005
397,0.07984162305096443,0.9201583769490356,1.0,19.999999999998998
398,0.08058599074131423,0.9194140092586858,1.0,19.999999999999
399,0.08169221085423639,0.9183077891457636,1.0,19.999999999999
400,0.08270346307686416,0.9172965369231358,1.0,19.999999999999
401,0.08183916597377217,0.9181608340262278,1.0,19.999999999999
402,0.08207264314023066,0.9179273568597693,1.0,19.999999999999
403,0.08170340226460826,0.9182965977353917,1.0,19.999999999999
404,0.08127684231623855,0.9187231576837614,1.0,19.999999999999
405,0.08077772928716831,0.9192222707128317,1.0,19.999999999999005
406,0.08108893051743082,0.9189110694825692,1.0,19.999999999999
407,0.0811156170662497,0.9188843829337503,1.0,19.999999999998998
408,0.08243537162046988,0.9175646283795301,1.0,19.999999999999005
409,0.0831697477310116,0.9168302522689884,1.0,19.999999999999
410,0.0831408790437429,0.9168591209562571,1.0,19.999999999998998
411,0.08326195471414322,0.9167380452858568,1.0,19.999999999999
412,0.08468322430576336,0.9153167756942366,1.0,19.999999999999005
413,0.08346834662638192,0.9165316533736181,1.0,19.999999999999
414,0.08455858673633332,0.9154414132636667,1.0,19.999999999999
415,0.08367669324443405,0.916323306755566,1.0,19.999999999999
416,0.08425982153608969,0.9157401784639103,1.0,19.999999999999005
417,0.08503357916678989,0.9149664208332101,1.0,19.999999999999
418,0.08403034788882979,0.9159696521111702,1.0,19.999999999999
419,0.08440582452508327,0.9155941754749167,1.0,19.999999999998998
420,0.08426916944669238,0.9157308305533076,1.0,19.999999999999
421,0.08391852015321799,0.916081479846782,1.0,19.999999999998998
422,0.08307366044106457,0.9169263395589354,1.0,19.999999999999
