step,mse_R
0,0.0005618336904155484
1,0.000642398368975417
2,0.0007285649234083959
3,0.0008084925791444814
4,0.0008898136721589361
5,0.0009695750063735955
6,0.0010517256594002964
7,0.0011250833110448637
8,0.001203842645267611
9,0.0012844974134214168
10,0.0013608211984223256
11,0.0014401874115513116
12,0.0015140408950554591
13,0.0015914546946188214
14,0.0016843951272307468
15,0.0017680800548243764
16,0.0018433927493577244
17,0.0019270061134068106
18,0.001992961490450115
19,0.002071988243549802
20,0.002140741920517625
21,0.002216667323591031
22,0.0023028176176631662
23,0.002372359249781169
24,0.002469207511666342
25,0.0025498865741154803
26,0.002646064679891362
27,0.0027257691233786357
28,0.0027995159361090035
29,0.002888160390423117
30,0.0029635597078156253
31,0.0030650234980289606
32,0.0031645519454741966
33,0.0032337645206001434
34,0.003311471826091947
35,0.00340990295593498
36,0.003509951497700217
37,0.0035986597886601152
38,0.0036703440769400115
39,0.0037517511344410284
40,0.0038258155586001134
41,0.003898599134122365
42,0.003999899718440291
43,0.004085712015213171
44,0.004198531764735792
45,0.004268433798382713
46,0.004346711437328309
47,0.0044101243504486454
48,0.004482269292996898
49,0.004558051056945298
50,0.00464201187011962
51,0.004710436286073871
52,0.00479180202211511
53,0.004866926545112635
54,0.004936946622097996
55,0.005029959332686936
56,0.005125739131184056
57,0.005202333724418612
58,0.005281123531728015
59,0.005358576593969362
60,0.005426579401460253
61,0.005515843896667245
62,0.00560023303685708
63,0.005668423655099827
64,0.005731747030023571
65,0.005784241308486825
66,0.005874140662359957
67,0.005953527617276044
68,0.006048079799118942
69,0.006137309785620009
70,0.0061908692640571744
71,0.006253781969424909
72,0.006306564810628533
73,0.006388459139933562
74,0.006463233129374232
75,0.0065672494612308095
76,0.006659882600155301
77,0.006760890036197821
78,0.0068442251949728744
79,0.006914408599710104
80,0.006972329597697842
81,0.0070644048406778275
82,0.007150922647895564
83,0.007215396747550241
84,0.007304415627946395
85,0.007387850543771984
86,0.007488907770523134
87,0.0075545710451982075
88,0.007621042573472722
89,0.0076879999163478215
