symbol_index,p0,p1,decoded_bit
273,132.38548684163308,223002.0328839523,1
274,499388.1076843108,427.95904139944486,0
275,497156.85743435647,4.987830872430076,0
276,259.41994191103583,223655.22254448044,1
277,7.147562653129931,216353.36989653594,1
278,488897.5619164109,509.6575514732608,0
279,487484.62797224213,9.20027787085203,0
280,487031.94493799127,43.70380438854494,0
281,210.3601489802464,218687.16726683124,1
282,3.2806338769024688,214534.62624768732,1
283,3.4630595860506403,211925.55730593286,1
284,481913.60000209656,423.79415020703834,0
285,275.4047761528751,223437.5356108388,1
286,481554.89465340745,326.452108632335,0
287,478881.5764755627,6.335548390393942,0
288,137.3299897734306,223907.07450769134,1
289,13.886891387835824,215675.49717785738,1
290,1.8893179214961766,209885.4491387967,1
291,0.1089150367438333,212276.23151188178,1
292,2.4215453902290816,208869.5308379892,1
293,0.8511049101143666,204393.7666577401,1
294,470718.30056444946,327.912869595489,0
295,226.52073411443408,207939.2467640751,1
296,0.8548835455794209,205708.0641178524,1
297,0.8307130693838377,201091.63144675994,1
298,0.6180384862568414,204860.3759898057,1
299,0.8002279621759835,207274.07859180047,1
300,0.16330433156736263,206334.22399702613,1
301,1.1988863256794042,203359.27439868377,1
302,1.0154678585112185,205214.39576296622,1
303,0.31274200473333674,204849.3842722118,1
304,453553.00424242305,319.5217123489985,0
305,239.57759053706266,211603.49027527744,1
306,5.3548397434153685,209430.64331104455,1
307,1.1799406818658402,201073.14659749408,1
308,446997.9227016972,356.29283177894456,0
309,446585.8630377461,13.079179982353299,0
310,443670.12160620984,39.880274820864365,0
311,440906.313556006,2.116246156288024,0
312,127.08125438715423,214108.9919459479,1
313,440111.648257189,461.0004573140718,0
314,440217.4456881885,28.683319755276063,0
315,213.84577235712004,217999.15412961575,1
316,436401.4382454953,351.3597739651162,0
317,152.27107624911838,211728.37655799545,1
318,4.1236365144152645,212557.82835313483,1
319,437200.6807907453,403.01428914944256,0
320,235.49649343330594,214465.3012337225,1
321,438742.7255971846,274.778975415993,0
322,210.21883486975548,212109.9740867435,1
323,7.065431752685869,211745.2835156817,1
324,1.728934392749344,205207.7476681895,1
325,438010.243417541,368.89224508465634,0
326,271.02505365242314,214595.05162553204,1
327,437042.3615568395,266.58608371964516,0
328,437053.4599893112,13.47390506001898,0
329,165.14961416947543,219140.26061098915,1
330,430700.4994720493,372.76617034194237,0
331,430355.5448233586,27.240066190737,0
332,430122.7937660163,11.028888951164973,0
333,428505.1479400965,7.070992142896676,0
334,426779.5927444016,0.0581859291181668,0
335,428587.9478722344,0.3087365062621425,0
336,428087.0395187554,0.4348300969120117,0
337,142.99645591464827,219628.16950442607,1
338,425583.4511230132,341.35178561882816,0
339,425915.56735368713,20.826409734331563,0
340,425958.20295474096,8.069929652620342,0
341,425887.160339393,9.715471601091316,0
342,423827.872598635,1.3303343605104399,0
343,426322.681903969,0.17169424461656996,0
344,424363.7106590658,0.4025266747382057,0
345,426246.95850441593,0.02640709780383309,0
346,127.54929922377873,226671.83867785888,1
347,424462.67221480195,350.6952388926409,0
348,423914.04394653795,17.109629911196183,0
349,424071.06847405806,9.089789995284592,0
350,209.25401283838147,230915.5223425077,1
351,422587.47604004253,303.5174621778841,0
352,424179.30468495673,25.93796349537605,0
353,422941.7128884459,20.323025568816277,0
354,195.1644637687228,229981.55358314567,1
355,423017.0983519563,269.24922290800345,0
356,422936.53160581674,32.10522874067647,0
357,421219.4254827003,15.464841622957081,0
358,419826.4611955362,3.18671045918145,0
359,139.67696686410997,234966.69538965172,1
360,14.048440177270294,233053.49071962512,1
361,1.0377397817080338,227646.0787748198,1
362,1.6797936471483224,230687.97600303093,1
363,418138.0407425307,278.15343478240067,0
364,249.48102516333108,235894.34196030904,1
365,3.4244205845142486,234270.70751715297,1
366,0.43058081739449083,226300.04525429313,1
367,417879.92681840993,409.98389625431287,0
368,261.7094183706062,230838.7805627636,1
369,6.399654108263398,229343.96738485375,1
370,418456.2495905827,390.5143606688294,0
371,418185.35359346145,0.9850627782408465,0
372,415699.58328414167,20.413155836337804,0
373,414504.1940258492,6.527900807799963,0
374,413985.5164010644,0.9734777035776581,0
375,154.96952925693859,230859.28752447615,1
376,414687.53444370657,441.957819867881,0
377,411867.82148729195,19.355213376985148,0
378,202.90738420088906,232625.65157384498,1
379,413489.5764647566,332.14779142007825,0
380,410398.4809031219,23.410773387288337,0
381,125.24530721149273,234721.9978897814,1
382,11.936710496165803,227171.9451037426,1
383,410427.92297746224,511.0329942871992,0
384,408869.9466650849,0.7809643398945348,0
385,405956.6629432615,23.52530627330464,0
386,184.68114131819775,230555.8100864819,1
387,404542.80044097215,472.91450775200354,0
388,400016.1127766185,20.698606908238528,0
389,399943.07316550467,9.903563084702718,0
390,194.20290634106576,229798.86504532956,1
391,400803.2173871173,393.1471220958392,0
392,153.3340906159995,224780.9988468999,1
393,5.91195648880024,227458.09058880602,1
394,5.350896205216168,222846.40907614815,1
395,400976.09907068126,355.2094193434553,0
396,214.03653440556198,231660.57894569024,1
397,396289.7345015458,346.90629784868656,0
398,152.4821600271614,231804.1914427866,1
399,394742.33880474087,275.968718182564,0
400,227.87961519536128,231404.22289108564,1
401,8.446265594611088,233616.08687438554,1
402,3.632742274317581,227269.36575940083,1
403,0.4799894739021223,229686.8064984232,1
404,391870.4096989987,347.0997925435722,0
405,279.94952531406267,242002.31365127303,1
406,381718.0327106745,298.609660323379,0
407,203.51865524891056,243468.3307726248,1
408,359704.51641837764,284.90267110716115,0
409,189.57462656044248,244172.3193967399,1
410,320755.94996048295,298.1552561115097,0
411,329655.49835705495,6.702870117662357,0
412,109.15706403510372,292015.4576652142,1
413,22.505469456878245,305822.682892745,1
414,352.3680427588036,321145.3367484581,1
415,14.616923102136997,342717.96384268854,1
416,284707.50904568995,266.0301373799872,0
417,325.9198729823901,334152.01614555385,1
418,14.129898763332914,312368.61447446153,1
419,5.83245945851464,158.8771401623564,1
420,4.911809569118133,33.30176435242684,1
