t,v0,T,coherence
0.0,0.0,2.7951538651908934e-17,0.31664058287989166
0.006,0.12999826324790675,2.706404740148142e-17,0.27619161118320856
0.012,0.0,2.3726369243214955e-17,0.22847495825025185
0.018000000000000002,0.0,2.883721169293254e-17,0.1608525732296913
0.024,0.0,5.98111742082961e-17,0.12357175403954258
0.03,3.8269570158076216,1.8165700229841234e-16,0.030677548127019578
0.036000000000000004,0.028410288891224322,2.2807216105162197e-16,0.07980598582640054
0.042,1.3633912635274796,3.881483210406084e-16,0.06521501040429281
0.048,4.872295522952993,5.79896410393157e-16,0.0465235991502137
0.054,6.332902102048155,9.02542345494339e-16,0.07481165124615942
0.06,5.342436682838732,1.4924015455940512e-15,0.10938464570768511
0.066,8.636292999629894,2.4062657724774326e-15,0.1309069974678043
0.07200000000000001,11.236080154645068,3.6768885189177585e-15,0.14373879547377702
0.078,14.231137247481012,5.396374289100506e-15,0.15249487103602505
0.084,5.97323248043228,7.686136887049788e-15,0.1606777890957181
0.09,4.011028983802191,1.059567826916722e-14,0.16744764566173675
0.096,0.624444189699688,1.4167283093575851e-14,0.16978075293802253
0.10200000000000001,15.304498018191783,1.8457283082453586e-14,0.16709227872733626
0.108,11.981361887028417,2.3637654797484064e-14,0.15623327466661943
0.114,18.268679110264046,3.0930293715883545e-14,0.1427378209836773
0.12,9.863143035905967,2.8247572013577903e-13,0.07743162479915305
0.126,7.8652757342772,1.4732008311007437e-12,0.04434455758674554
0.132,0.7015919654114073,9.042055269201168e-12,0.021029183394889375
0.138,1.6663042120074443,2.915154983489718e-11,0.016766370290517568
0.14400000000000002,10.733091792923146,6.686187766404549e-11,0.010969087535865474
0.15,6.274519190214652,1.223896117877725e-10,0.010944197744654278
0.156,10.222263130754508,1.866367776085642e-10,0.01195008169454599
0.162,14.094397767849273,6.489732120774333e-10,0.016292399928096165
0.168,17.29582229444183,1.7764795138905296e-09,0.014632832190818911
0.17400000000000002,16.1643716518626,4.6939025105047794e-09,0.004575953004668178
0.18,15.388814025974977,1.5356624545549658e-08,0.015892098754410278
0.186,16.067649432596994,4.886823820262912e-08,0.012321214815068645
0.192,17.103269304047107,1.2495710055554378e-07,0.006217328260545907
0.198,17.886326530572468,2.608345867712842e-07,0.010232208092741148
0.20400000000000001,21.781334871959857,5.168199198091243e-07,0.0057896893595927815
0.21,21.149246660574857,9.895399810534595e-07,0.005095981119837258
0.216,23.88272070722421,1.7996866333144733e-06,0.01385681576900398
0.222,25.0,3.2533049625401866e-06,0.021587183435096843
0.228,19.391267141775025,5.903263331096553e-06,0.03086865449489491
0.234,14.812708485860332,1.0425626545454037e-05,0.040533800879652054
0.24,17.649508922251062,1.8000160603555642e-05,0.04709029610806617
0.246,20.071602507509734,2.8933335744120862e-05,0.0530951869103099
0.252,25.0,4.310856583309737e-05,0.059369955794154466
0.258,13.825139172987473,6.236667610935465e-05,0.067374706288847
0.264,16.89376803033368,8.840748823906454e-05,0.07533992344559227
0.27,4.831359200076735,0.00012666537142794765,0.08311037691413928
0.276,4.550396759479202,0.00018541258957581117,0.08995009923107265
0.28200000000000003,0.0,0.00026231846345719194,0.09253853804272284
0.28800000000000003,6.74140957621549,0.00036390507899136963,0.09728352183970938
0.294,2.4473624961121017,0.0005041589175861322,0.10064795797844947
0.3,13.32024291620106,0.0007116061716080439,0.10289071467275374
0.306,14.371246884902437,0.0009494517526257378,0.10563656580920051
0.312,18.587662686509827,0.00126492196286465,0.10658530732287375
0.318,21.45517974583169,0.0015812528238679949,0.11110699598921796
0.324,25.0,0.002070315932972502,0.11556590013410414
0.33,24.851808058648334,0.0026261867481871294,0.1167134236185855
0.336,19.143232644661623,0.0033744606353793075,0.11995235798144016
0.342,13.213821880994967,0.004205485373245305,0.11902491553100202
0.34800000000000003,8.6279506522025,0.005250253036538118,0.11866513620704906
0.354,8.891200960257107,0.006274486324060756,0.11568513105112938
0.36,10.644374739498177,0.007423686031664303,0.11635859817454114
0.366,9.347149594438772,0.008728329538881245,0.11917480426604242
0.372,10.12332249863655,0.01030472649502396,0.12537527031746998
0.378,17.88816923495109,0.012566493089574448,0.13453837988912817
0.384,9.044041697136295,0.015979551728770403,0.14297004629279456
0.39,6.286966765928182,0.020954814589940328,0.1474192254974259
0.396,11.418262900470523,0.02735828026298005,0.14864246680530205
0.402,6.08795863419046,0.034892882320085576,0.1467943282726856
0.40800000000000003,11.276767454806823,0.04328946917076035,0.14376427082878285
0.41400000000000003,9.152764322200783,0.052730583826818445,0.14029436741073378
