step,peak_series,chi_series,norm_series,symmetry_error_series
0,1.0001922163620076,0.012502920884373573,16.003075461792122,0.1993281511214608
1,1.001148411403615,0.011471580546834793,16.01837458245784,0.19878027747881233
2,1.0003595617585743,0.014561690601773128,16.00575298813719,0.19817377603309388
3,1.0023173963958403,0.012419600468612159,16.037078342333444,0.19782903238319446
4,1.0012387188560765,0.009857322507355557,16.019819501697224,0.1969698234109261
5,1.0003101333276267,0.013446380219637939,16.004962133242028,0.19631207671990084
6,0.9968591189269872,0.01721600018052055,15.949745902831795,0.19542475601346415
7,0.9950278933453867,0.01578832385251697,15.920446293526187,0.19444078518818195
8,0.9942076452482697,0.00918505905677203,15.907322323972314,0.1939078584915627
9,0.9948077616851455,0.006938314115815789,15.916924186962328,0.1939214246900381
10,0.9946141437726473,0.009506902149850591,15.913826300362357,0.19387343717834224
11,0.9936353152761729,0.012165303917388974,15.898165044418766,0.1933602449818911
12,0.9949445631219296,0.0026998769014446623,15.919113009950873,0.19335119627871009
13,0.9938396959896753,0.011124833344269818,15.901435135834804,0.19251676396515668
14,0.9931375540191274,0.007016356210987739,15.890200864306038,0.19227881168835864
15,0.9916246835157406,0.009070930581186194,15.86599493625185,0.19178507550597984
16,0.9913978098865607,0.00982296406857076,15.86236495818497,0.1914698700019479
17,0.9917390763531911,0.010734799374523383,15.867825221651058,0.19104267121331434
18,0.9907974494465457,0.013646522145496533,15.852759191144731,0.19032559693295756
19,0.992033805453504,0.016170053477770712,15.872540887256063,0.1899939901267174
20,0.9901677937990585,0.011485861348223863,15.842684700784936,0.18986794102781887
21,0.9922584073631469,0.017465853882198745,15.87613451781035,0.18927060712196458
22,0.9926614804577459,0.009339221306053545,15.882583687323935,0.18872886640088957
23,0.9948828520875596,0.013406040280372079,15.918125633400953,0.1886484210765536
24,0.9976282109217013,0.015613880726607235,15.96205137474722,0.1882856742007643
25,0.9981748159958237,0.012376049191043499,15.970797055933179,0.1872960614335997
26,0.9981527451249759,0.009026003002584767,15.970443921999614,0.18706479692856287
27,0.9961997531796029,0.008313098494966323,15.939196050873646,0.18679918405962856
28,0.9968439070325642,0.010169096697330644,15.949502512521027,0.18650914670092236
29,0.9950844868087769,0.012880780493880199,15.92135178894043,0.18566322855345668
30,0.9944169781279072,0.007961527265845057,15.910671650046515,0.18494986559609558
31,0.997038429659224,0.011163297700513148,15.952614874547583,0.1842408005796712
32,0.9975370716052533,0.011363099960342089,15.960593145684053,0.1835905892384799
33,0.9999359849399981,0.01416338233874323,15.99897575903997,0.18328772956458697
34,1.0008924073066616,0.012858636490025364,16.014278516906586,0.18198015941349396
35,1.0009777405579598,0.013421490836159686,16.015643848927358,0.1815161213391133
36,1.0024616261139307,0.009384685562326642,16.039386017822892,0.18088037565794923
37,1.0051827869200969,0.011481545465228922,16.08292459072155,0.1799042868571941
38,1.0041959701840755,0.015135901880245318,16.067135522945208,0.17944673859804242
39,1.0042987162201884,0.017973724580883043,16.068779459523014,0.17919531264498448
40,1.0045310481581058,0.006963737871583519,16.072496770529693,0.17870459541746295
41,1.0039933514460473,0.01805569509895625,16.063893623136757,0.17752181263919914
42,1.0021024143489003,0.017383501695129217,16.033638629582406,0.1768825193182854
43,1.0029897268685084,0.01512524560280171,16.047835629896134,0.1765332520908851
44,1.0018555684051058,0.013057822521317215,16.029689094481693,0.17638545986126125
45,1.0014093224905973,0.010744308741854289,16.022549159849557,0.17632338406466802
46,1.0007974839512903,0.017832082734147835,16.012759743220645,0.17525628935105259
47,1.0012259857511028,0.019841033265799862,16.019615772017644,0.17463851573922828
48,1.0015153414474491,0.0192065394794645,16.024245463159186,0.1735611542049168
49,0.9995363862379819,0.01726041505893748,15.99258217980771,0.1723172294550723
50,1.0003022329940359,0.013429521642635825,16.004835727904574,0.17194467659502408
51,1.000019994159608,0.007166725470871314,16.000319906553727,0.1713090635034557
52,1.00132936312878,0.011982183467519667,16.02126981006048,0.1703140463817486
53,1.0002742805659963,0.014625899740305344,16.00438848905594,0.16978279056825035
54,0.9968610588696106,0.006846554145001783,15.94977694191377,0.16960518440135913
55,0.9960103356360599,0.013580488240728033,15.936165370176958,0.16896243268332523
56,0.9959223293135406,0.01371945477928892,15.93475726901665,0.168341944919711
