t,C,sigma,norm
207,0.9971733209086597,0.5622489015619219,0.09780796514177575
208,0.9968432554202433,0.6075330836533459,0.0975058170026922
209,0.9964861614250556,0.5569392987878568,0.09720566588910624
210,0.9961936869980561,0.5511622293774036,0.09690911184041881
211,0.9959237554206072,0.49529339529298483,0.09661517027052732
212,0.9957220418788993,0.3247930284150522,0.09632442553048554
213,0.9956868751053968,0.5625184894743498,0.09603818970120628
214,0.9954421713952155,0.6877587172619127,0.095750923495922
215,0.9951020431714003,0.6828197185280165,0.09546444210223481
216,0.9947929342655193,0.6061631097296822,0.09518042759584561
217,0.9945775018412271,0.6252350499634765,0.09489947968666426
218,0.9943641185878073,0.6600200271787117,0.09462047651286681
219,0.994139964388019,0.5183329390692585,0.0943432624223889
220,0.9940571385716237,0.46789250623665196,0.0940692890675877
221,0.9940248010748264,0.47069873611210755,0.0937976392225515
222,0.9939942056165587,0.42747832715161826,0.09352783888040603
223,0.9940029783119257,0.40129451126676036,0.09326021738672607
224,0.9940336533731152,0.4560767455543286,0.09299460760007343
225,0.9940188871690772,0.5319501460933652,0.09273037689817837
226,0.9939456270397125,0.46963343146210623,0.09246737313030161
227,0.993930086174073,0.4836792667464646,0.09220659007349914
228,0.9939062862675947,0.1744706591834666,0.0919474487172595
229,0.9941267132176159,0.0,0.0916921388821627
230,0.9944655820021885,0.0,0.09143983224327228
231,0.9947818395792681,0.06704420436291414,0.09118936128876054
232,0.9950256347167418,0.1348809458792528,0.09094013114810043
233,0.9952009885038872,0.0,0.09069202045023793
234,0.9954688701678553,0.0,0.09044673973556909
235,0.9957194828754594,0.0,0.09020315947602184
236,0.9959540950172981,0.0798164485663795,0.08996124784054445
237,0.9961132991191544,0.11061048788383794,0.08972015466926468
238,0.9962394811250419,0.03885724925977749,0.08948029257475353
239,0.9964123635933945,0.13437551872901388,0.08924271642201607
240,0.9965031693969219,0.17721487486332968,0.0890056215167438
241,0.996556792837732,0.1703788323441611,0.08876952255631143
242,0.9966129461923016,0.05495559636161437,0.08853494643441874
243,0.9967519089038525,0.0,0.08830308940204568
244,0.9969227234182448,0.0,0.08807331460562239
245,0.9970831811076833,0.037114665057671276,0.08784500379935878
246,0.9972075984915905,0.0,0.08761767916283018
247,0.9973510398198421,0.15012642204810725,0.08739221796114227
248,0.9973806331266518,0.15881273294705117,0.08716623344725283
249,0.9974029343088999,0.31504058014968495,0.08694147643097776
250,0.9973127877146739,0.07797651533279915,0.08671608924312837
251,0.997396511986568,0.247950712923664,0.08649496334724112
252,0.9973559832506712,0.37506151995722803,0.08627305115423556
253,0.9972261593838393,0.37093598650856174,0.08605094226506757
254,0.9971058306327916,0.4922591353859163,0.08583027298109153
255,0.9969020754394531,0.4940503883905594,0.08560966509751858
256,0.9967076535793803,0.3429454885133183,0.08539050882479624
257,0.9966368098405812,0.4034575907597,0.08517420998069421
258,0.9965259966538731,0.1777109662693572,0.08495862396987629
259,0.9965874378514453,0.026560684499579573,0.08474634585396856
260,0.9967531915264634,0.0,0.08453666081250087
261,0.9969272351950221,0.06596382684703353,0.0843284791423546
262,0.9970446078909518,0.07093828092832877,0.08412089422462297
263,0.9971516636251978,0.0,0.08391445256262231
264,0.9973010980872712,0.0,0.08370991654065821
265,0.9974414231052585,0.19718333274806354,0.0835065780951253
266,0.9974401412337626,0.15163283856979246,0.0833022804257645
267,0.997470391447802,0.040901688181654655,0.08309959450200652
268,0.9975736998305157,0.05016676768695697,0.08289920711058187
269,0.9976650187483794,0.0,0.08269983956479805
270,0.9977839192994647,0.020143231693955627,0.08250213884560956
271,0.9978828890616666,0.0,0.08230532112186757
272,0.9979889783252349,0.0,0.08210983021291313
273,0.9980888964737349,0.07765909089495623,0.08191542635303208
274,0.9981351030569388,0.0,0.08172114658719852
275,0.99822673313409,0.0,0.08152885803736265
276,0.9983131379989281,0.0,0.08133761931619138
277,0.9983946578420689,0.1317058530802567,0.0811474181104319
278,0.9983941016112511,0.04457799054392031,0.08095653621948021
279,0.9984453309865828,0.04754003775172591,0.08076777115379033
280,0.9984923267976017,0.11212569028236273,0.08057995887072726
281,0.9984996739936405,0.1288215931921928,0.08039228666047557
282,0.9984971402686684,0.10637971898536287,0.08020536993854427
283,0.9985080046903944,0.0,0.08001970505047123
284,0.9985796198787329,0.029771861995413266,0.07983635461081061
285,0.9986305771757581,0.0,0.079653575403978
286,0.9986953985219233,0.0,0.0794721285617481
287,0.9987566392068797,0.0,0.07929162158880343
288,0.9988145256833683,0.0,0.07911204457678835
289,0.9988692680989866,0.0,0.07893338787263877
290,0.9989210616214241,0.0,0.07875564206329597
291,0.9989700876442448,0.01491742535436887,0.0785787979617546
292,0.9990091240760741,0.0,0.07840263455635967
293,0.9990535257741624,0.0,0.07822756501807764
294,0.9990956051304818,0.0,0.07805337107077576
295,0.9991355004774584,0.0,0.07788004429719145
296,0.999173340813751,0.0917690666827163,0.07770757645371044
297,0.9991670060148523,0.0,0.07753460246840062
298,0.9992034223877143,0.4185791914651694,0.0773638176336595
299,0.9990358239161748,0.41577223208683173,0.07718779195652875
300,0.998863308495724,0.26378185770574103,0.07701301194112681
301,0.9987749997850728,0.2800070269119132,0.07684125882542386
302,0.9986790773613851,0.40481388854814276,0.07667021398858741
303,0.9985106080627586,0.37211777190651757,0.07649864043370594
304,0.9983648329106408,0.2973786543201499,0.07632844004565136
305,0.9982698642322333,0.025582760154444883,0.0761599525540686
306,0.9983460450756231,0.3076994913726593,0.07599504826852788
307,0.9982457204906579,0.3639316371044371,0.07582807340952151
308,0.998113274895356,0.6802178439769633,0.07566141004716283
309,0.9977744019504576,0.5612410722858984,0.07549278227461757
310,0.997527265551939,0.6078935180117716,0.0753263797795524
311,0.9972583386929317,0.39024825484008163,0.07516064677418087
312,0.9971539902975289,0.4159058449606,0.07499742784329938
313,0.9970382394515707,0.4254337983809939,0.07483484512716705
314,0.9969229966724603,0.3800794416951325,0.0746730101781327
315,0.9968460850612221,0.46349248932144743,0.07451225459028714
316,0.9967170565846258,0.4978709957898647,0.07435177438057711
317,0.996572927511678,0.3907232637445965,0.07419189741491529
318,0.9965118559089924,0.19876298350556348,0.07403339833531405
319,0.996583823434412,0.29573241639372644,0.07387666752815543
320,0.9965865415373807,0.4286278250416665,0.0737201388367264
321,0.996500118479913,0.41340134371304704,0.07356362348900894
322,0.9964300920892788,0.2148910503133449,0.07340792564913265
323,0.9964967628596956,0.19820485639881139,0.07325394691118478
324,0.9965699800623468,0.02152514267703534,0.07310075686163686
325,0.9967524603306772,0.07265673798859221,0.0729491873452001
326,0.9968901311101038,0.14749201044114785,0.07279808069798874
327,0.9969710036201562,0.2862076548822655,0.0726472637719188
328,0.9969574581014221,0.32056655885166874,0.07249634503583699
329,0.9969227190059496,0.260669672431075,0.07234590998416006
330,0.996929215808848,0.4472430814492691,0.072196474681294
331,0.9968142670647171,0.22326588539682096,0.072046699322195
332,0.9968520102561704,0.22036403304121774,0.07189877942479588
333,0.996889430176495,0.20404365032399446,0.07175152562654685
334,0.9969350826427328,0.16189367112946304,0.07160500312359404
335,0.9970046840529665,0.2339105888138575,0.07145934454104262
336,0.9970247228453609,0.046190343216312046,0.0713139412677144
337,0.9971609151364751,0.0,0.07117017412713553
338,0.9973167072040711,0.0,0.07102732267969092
339,0.9974625124968657,0.030634445000734204,0.07088513779744922
340,0.9975807025876778,0.0,0.0707434243873505
341,0.9977098338788587,0.17937196491251164,0.07060253807047084
342,0.9977244055037655,0.009522221873332376,0.0704611440884263
343,0.9978391114125331,0.0006723992991105061,0.07032143187262738
344,0.9979519246404709,0.0,0.07018240155908252
345,0.9980582306121096,0.10830948962104144,0.07004399496219683
346,0.9980965948367081,0.15966354885014786,0.06990544473989603
347,0.9981036619174273,0.5080518589265137,0.06976711816475353
348,0.9979042901909396,0.3685881630167025,0.06962700434458408
349,0.9977971683967053,0.1329660924922692,0.06948850516178703
350,0.9978363852315312,0.10641984483348883,0.06935206548485305
351,0.9978891060704196,0.1251504659890938,0.06921635687145353
352,0.9979280902025514,0.3760095505773884,0.06908109499631736
353,0.9978167996233722,0.33551867203649416,0.06894482907775036
354,0.9977352266491961,0.28805059667850386,0.06880941159230652
355,0.9976865542080852,0.4746798761593555,0.068674848038163
356,0.9975266769263937,0.26160531986005164,0.0685398081378651
357,0.9975056138379995,0.31709877689365473,0.06840652065028636
358,0.9974523067164992,0.4954780664333247,0.06827348839052562
359,0.9972923364586609,0.42590617292453103,0.06814011010475882
360,0.9971847034464039,0.5605534466398859,0.06800767481964891
361,0.9969996734180858,0.5592314277826526,0.06787520226747998
362,0.9968271165972465,0.5395977563252013,0.06774335668280981
363,0.9966784147321357,0.40389261987807534,0.06761219119920991
364,0.996624054965792,0.1855925828176087,0.06748211498212146
365,0.9967058845011426,0.26708526347777983,0.06735338396815746
366,0.9967334805018702,0.16182763232051262,0.06722486349692545
367,0.9968223894845589,0.1260705881099609,0.06709725799455107
368,0.9969267501293743,0.316058962591969,0.06697030987216793
369,0.9969113728645133,0.3643139166347082,0.06684311833262968
370,0.996868266104631,0.21411036188388963,0.06671624142962461
371,0.9969179040162881,0.34347281623272763,0.06659044721557014
372,0.9968876287977368,0.26521102485777936,0.06646464673069272
373,0.9969061815499181,0.30798970238087336,0.06633963932021004
374,0.9968984603439461,0.44733391773959025,0.0662149565804055
375,0.9968084160362389,0.3506468284709413,0.06609024079496827
376,0.9967823357813466,0.57146723764457,0.06596637607927798
377,0.9966262233918795,0.5099706423197865,0.06584222193841888
378,0.9965183478594689,0.5445884691720552,0.06571880140302674
379,0.9963979886605033,0.5148655836910592,0.06559577477775105
380,0.9963045961458347,0.39526534447753997,0.06547334107405664
381,0.9962886411628038,0.5797997241685598,0.0653517423191456
382,0.9961663915676534,0.5106345286531864,0.06523008708320645
383,0.9960945594251843,0.47472122132127964,0.06510911198575356
384,0.9960495483391328,0.49588152496337345,0.06498870375358277
385,0.9959964030080382,0.48874905571365485,0.06486870530467727
386,0.9959520473327526,0.5553575173924958,0.06474918709005617
387,0.9958738897996376,0.44059458861130085,0.06462996617311101
388,0.9958673772119461,0.41191061139880986,0.06451147574898952
389,0.9958778927304328,0.5747556509754124,0.06439349911737449
390,0.9957970283032423,0.4232668330709332,0.06427559283386192
391,0.9958076519850242,0.4918285526317344,0.06415847538132648
392,0.9957801325378594,0.33702374063040097,0.06404164500701652
393,0.9958401551972411,0.2957667849434043,0.06392558846913299
394,0.9959184357712143,0.15867349262385472,0.06381005715479639
395,0.9960653186089687,0.2732265227460711,0.06369527082613484
396,0.9961400864516038,0.19003226718346672,0.06358066041718298
397,0.9962549608260421,0.2259806255097786,0.06346667717281358
398,0.9963426416318861,0.2396525504540029,0.06335303681775865
399,0.9964171267712958,0.3217648121412972,0.06323978490246274
400,0.9964420167736224,0.3745790104244664,0.0631267397491051
401,0.9964366664207184,0.10540660984925415,0.0630139705657041
402,0.9965778402831494,0.21635887078698884,0.06290229863155108
403,0.99665017259164,0.39227890281197253,0.0627907580956818
404,0.9966221812134032,0.3031892611943475,0.06267915139330095
405,0.9966451697039717,0.3860951044390431,0.06256818297345607
406,0.9966218923845982,0.2507968236266459,0.062457394265901044
407,0.996673921952959,0.14962933187198213,0.0623473547735603
408,0.9967769164977163,0.09077901711153001,0.06223797796420365
409,0.9969046416592129,0.1394467089784128,0.06212916493120649
410,0.9969985530277204,0.2671471816575537,0.06202062120703358
411,0.9970185649919228,0.24819748060350272,0.0619121016615584
412,0.9970478053884818,0.45860164304724205,0.06180401903989822
413,0.9969618913047339,0.5566861041113139,0.06169571378231463
414,0.9968283693487217,0.6297484657612106,0.06158754013600176
415,0.9966643722308863,0.6080869059349031,0.061479596384251135
416,0.9965246611385125,0.6796384394629668,0.061372131763488214
417,0.9963571828418109,0.6973148294097732,0.06126491841230022
418,0.9961941995740332,0.6275769992344056,0.061158089090494513
419,0.9960826002493227,0.58811530339911,0.06105180909817777
420,0.9960016922235903,0.6159873774125334,0.060945992223566295
421,0.995913705271212,0.3107795696806101,0.0608405041475737
422,0.9959897628323311,0.3834003310636203,0.06073592406224995
423,0.9960235795673678,0.3697611061316002,0.060631579682503295
424,0.996062146107239,0.1364409938848196,0.06052761946847271
425,0.9962155778173117,0.10654476880214045,0.06042444297707458
426,0.996373549742983,0.0,0.06032170359338953
427,0.9965743099174372,0.0,0.06021956290001608
428,0.9967621076160477,0.0,0.06011782142083427
429,0.9969379018240881,0.05155827542984911,0.060016472510262264
430,0.9970766682910029,0.09756533692127375,0.05991538174655227
431,0.9971835952355924,0.25296154110126956,0.059814539877451924
432,0.9972049947876876,0.03336917685821708,0.059713641485727754
433,0.9973365129616404,0.0,0.05961366354759774
434,0.9974765786581336,0.07115578024458255,0.05951414005949318
435,0.9975727663145686,0.022871342207591634,0.059414772615162294
436,0.9976871965929248,0.0,0.05931589526269918
437,0.9978059980098049,0.0,0.059217440263647975
438,0.9979176905518028,0.08181161591831779,0.059119337221678496
439,0.9979832499877794,0.0,0.05902130616572105
440,0.9980845477754687,0.11112434545238511,0.05892388547941861
441,0.9981269671373968,0.0,0.0588264115590868
442,0.998220000878458,0.00014976964794940226,0.05872965687949645
443,0.998307578182765,0.03303870624825278,0.05863323663518815
444,0.9983749709636012,0.0,0.05853702230263953
445,0.9984537959965288,0.0002690078634611144,0.05844125916839597
446,0.9985280416963227,0.032447564734735625,0.05834582053350437
447,0.998583810571262,0.010162448001969911,0.058250572166768745
448,0.998646490377031,0.0,0.058155731162683
449,0.9987101801353857,0.015259455373920643,0.05806124892956368
450,0.9987638440257887,0.06712319188236282,0.057967014556374374
451,0.9987926135359264,0.13237850924326233,0.05787285958096384
452,0.9987921237398142,0.13475340648640333,0.057778716399905436
453,0.9987907212929803,0.2267365763650518,0.05768486207087098
454,0.9987491541830089,0.3410343567168713,0.0575909053028258
455,0.9986571889438285,0.245488497134175,0.057496775426586766
456,0.9986118455124805,0.05596460885848692,0.05740336467021193
457,0.9986545349552017,0.0,0.0573110114223391
458,0.9987196831774164,0.0,0.057219181021847886
459,0.9987810976219413,0.0,0.05712765136556511
460,0.9988390258344595,0.0,0.05703641985909566
461,0.9988936965596362,0.05239129419198972,0.05694548400460527
462,0.9989235944126361,0.14517775008180306,0.05685460860817506
463,0.9989132422141549,0.0,0.056763604818198476
464,0.998964065004708,0.18871513777712215,0.05667352567512014
465,0.9989339584303075,0.06775918704501152,0.056582886453440985
466,0.9989559460717837,0.08826212684743184,0.056493064457861945
467,0.9989684654772897,0.0,0.05640342879057753
468,0.9990166852208815,0.0,0.05631446219015723
469,0.9990622216671061,0.21922955893190896,0.05622577687348477
470,0.9990166958444889,0.2367759375224058,0.056136364161652116
471,0.9989648985963532,0.32679106139358444,0.05604715974875342
472,0.9988751444150045,0.3126891763800433,0.05595785759912427
473,0.9987935071127091,0.2463553887786593,0.05586892293470276
474,0.9987443534377659,0.39837056749258876,0.05578054780254148
475,0.9986262987386849,0.30712597450383217,0.05569187150213781
476,0.9985550908296041,0.7071603961407174,0.05560384226846366
477,0.9982881761978711,0.7730564431244257,0.05551472674441558
478,0.9979928757148381,0.7430970925286946,0.055425877103695016
479,0.997724955622311,0.7711328353453633,0.05533757026446303
480,0.9974559432615592,0.7623219751073774,0.05524960217375235
481,0.9972084100324614,0.6384136365942461,0.055162041468796864
482,0.9970440036445852,0.6757000101256919,0.055075080535582646
483,0.996872251994596,0.6584392798281518,0.05498835396105747
484,0.9967229865167362,0.5280201453347403,0.05490195930867791
485,0.9966526977690148,0.8276141863466495,0.054816064783740015
486,0.9964345828632776,0.9408864934702127,0.05472997395749318
487,0.9961785631897847,0.8024831105050054,0.0546440420013049
488,0.9960176522690024,0.7439179900879468,0.054558610065143204
489,0.9959014690784094,0.618098671224991,0.05447353094757978
490,0.9958572552541403,0.6844082210807826,0.054388862063291486
491,0.9957859436580538,0.7007304177755372,0.05430437753377248
492,0.9957142041426518,0.7879645624989483,0.05422013468112179
493,0.9956091831334432,0.7482754194964548,0.05413606230789297
494,0.9955338818116816,0.7682507858737764,0.054052289352328635
495,0.9954577721203274,0.7649449692919931,0.053968753803912015
496,0.995391719574008,0.5861391418349631,0.05388547548397958
497,0.995412308919695,0.5498338782125343,0.053802599639917625
498,0.9954472555430949,0.4535832375761587,0.05371999993175556
499,0.9955213784330478,0.36769027360064693,0.05363772731772849
500,0.9956267127148246,0.3249578622894604,0.05355577634259125
