step,peak_series,chi_series,norm_series,symmetry_error_series
148,0.9688935343338626,0.012,15.502296549341802,0.11272707951748107
149,0.9671047452504626,0.012,15.473675924007402,0.11236494785228932
150,0.9690181880223109,0.012,15.504291008356974,0.11194406982297717
151,0.96995793794438,0.012,15.51932700711008,0.11020038727614034
152,0.970448021372764,0.012,15.527168341964224,0.10958075368113258
153,0.9703249746419643,0.012,15.52519959427143,0.10877958028414128
154,0.9705059496880162,0.012,15.528095195008259,0.10829121550567979
155,0.9702075978132347,0.012,15.523321565011756,0.10754021826376682
156,0.97215054345686,0.012,15.55440869530976,0.10659660813158608
157,0.9737876794601882,0.012,15.580602871363011,0.10603765187070524
158,0.9726677216500459,0.012,15.562683546400734,0.10533865730188445
159,0.9713779277643824,0.012,15.542046844230118,0.10492917665740728
160,0.9719942332457155,0.012,15.551907731931449,0.10415013780486132
161,0.9704333248274233,0.012,15.526933197238773,0.10362865263291164
162,0.9719669732657558,0.012,15.551471572252092,0.10298250172809707
163,0.9726870110053126,0.012,15.562992176085002,0.10225769358293214
164,0.9728784976780092,0.012,15.566055962848147,0.10155830870951403
165,0.9734090618501342,0.012,15.574544989602147,0.10049337695560331
166,0.9744630977308133,0.012,15.591409563693013,0.09981239721112233
167,0.9750852816097756,0.012,15.60136450575641,0.09909830417288246
168,0.9756480419645245,0.012,15.610368671432392,0.09816453533164378
169,0.9775121350447742,0.012,15.640194160716387,0.09704147195535259
170,0.9760274867769577,0.012,15.616439788431324,0.09650017177621448
171,0.9783008594983706,0.012,15.65281375197393,0.09597160966675689
172,0.9780006039791074,0.012,15.648009663665718,0.0949320826237839
173,0.9777862869893311,0.012,15.644580591829298,0.09431411952047127
174,0.9803954452102754,0.012,15.686327123364407,0.093888757086953
175,0.9781665009286888,0.012,15.650664014859021,0.09388479081552596
176,0.977646036662376,0.012,15.642336586598017,0.09300895290111466
177,0.9799320387195206,0.012,15.67891261951233,0.09238202617302557
178,0.9794471590926791,0.012,15.671154545482866,0.09183566196970613
179,0.9807823166382369,0.012,15.69251706621179,0.09152166283104103
180,0.9787829313932516,0.012,15.660526902292025,0.09150920727212254
181,0.9802732401016473,0.012,15.684371841626357,0.0907834469535186
182,0.9791103486320297,0.012,15.665765578112476,0.08988074322429114
183,0.9793643521379083,0.012,15.669829634206533,0.08907433833603425
184,0.9782851388279235,0.012,15.652562221246775,0.08870571465751674
185,0.9789036488855308,0.012,15.662458382168493,0.08797534327998963
186,0.9800746382384866,0.012,15.681194211815786,0.08777355686788132
187,0.9784986474633551,0.012,15.655978359413682,0.08698056930263864
188,0.9799835346870559,0.012,15.679736554992894,0.08658425147238316
189,0.9803896373072456,0.012,15.68623419691593,0.0863209778286507
190,0.9788220339104531,0.012,15.66115254256725,0.08526523647851936
191,0.9775921601626333,0.012,15.641474562602133,0.08468999970718016
192,0.976471975871454,0.012,15.623551613943263,0.08393183426025276
193,0.9750871181724277,0.012,15.601393890758843,0.08313370551687428
194,0.9736621498539693,0.012,15.578594397663508,0.08263194537859797
195,0.9749414013614259,0.012,15.599062421782815,0.08187581159674251
196,0.9747131960437272,0.012,15.595411136699635,0.08108950182498893
197,0.9755935193202372,0.012,15.609496309123795,0.0805042186366107
198,0.9780652960569878,0.012,15.649044736911804,0.07956357702561943
199,0.9786814343287863,0.012,15.65890294926058,0.07908477444551343
200,0.9782111253390149,0.012,15.651378005424238,0.07864783468372825
201,0.9761252446519105,0.012,15.618003914430568,0.07867147559294704
202,0.9741909646646296,0.012,15.587055434634074,0.07833541777111654
203,0.9725944504628274,0.012,15.561511207405239,0.07806868268048606
204,0.9721077277363867,0.012,15.553723643782186,0.07750420955263472
205,0.9722797878684166,0.012,15.556476605894666,0.07722242978114216
206,0.9718889433932364,0.012,15.550223094291782,0.07572027466814697
207,0.970841621694942,0.012,15.533465947119073,0.07516338836507365
208,0.9702771420360433,0.012,15.524434272576693,0.07478233462046989
209,0.9718982179612861,0.012,15.550371487380577,0.07412600307749995
210,0.96975648575044,0.012,15.51610377200704,0.07392925261050172
211,0.9714808695976238,0.012,15.543693913561981,0.07322749527022161
212,0.9747374153450408,0.012,15.595798645520652,0.07251083263219381
213,0.9731151022937745,0.012,15.569841636700392,0.07185207060206851
214,0.9748205730294637,0.012,15.597129168471419,0.07095883456930575
215,0.9778305027550817,0.012,15.645288044081306,0.07007787670493414
216,0.9793352955105618,0.012,15.669364728168988,0.06962921541719509
217,0.9791724034460026,0.012,15.666758455136042,0.06934137531081042
218,0.9769914363313285,0.012,15.631862981301255,0.06913664684689037
219,0.9769718385479798,0.012,15.631549416767676,0.06836191627193132
220,0.9781715925528316,0.012,15.650745480845305,0.06806788597601109
221,0.9793983194433427,0.012,15.670373111093483,0.06805573712232459
222,0.9810873941032547,0.012,15.697398305652076,0.0678287891120507
223,0.9803400097969492,0.012,15.685440156751188,0.06724874624516931
224,0.9812493616381076,0.012,15.699989786209722,0.06663142357415833
225,0.9817636915944616,0.012,15.708219065511386,0.06614725500399869
226,0.9830902372887222,0.012,15.729443796619556,0.06550477233676769
227,0.9826213406825817,0.012,15.721941450921307,0.06464427764170272
228,0.9813410917691157,0.012,15.70145746830585,0.06438401300990662
229,0.9812758839342739,0.012,15.700414142948382,0.06400809632423378
230,0.9793916277477767,0.012,15.670266043964427,0.06281464589188203
231,0.977885998529709,0.012,15.646175976475345,0.06254663398213488
232,0.9795610908943096,0.012,15.672977454308954,0.062034245564490505
233,0.9784252840691186,0.012,15.654804545105897,0.061383004772020744
234,0.9780498399119921,0.012,15.648797438591874,0.06066751276819215
235,0.9743631706843091,0.012,15.589810730948946,0.05979813485240349
236,0.9741626089075276,0.012,15.586601742520442,0.059641063189347115
237,0.9744889868868303,0.012,15.591823790189284,0.059449329675225954
238,0.9739826128669645,0.012,15.583721805871432,0.05876152310085161
239,0.968219337649422,0.012,15.491509402390752,0.05828852220261371
240,0.969144857327188,0.012,15.506317717235008,0.058205649923481526
241,0.9685165374818191,0.012,15.496264599709106,0.057621896170340636
242,0.9675621409760474,0.012,15.480994255616759,0.05665701905086455
243,0.9665995239607211,0.012,15.465592383371538,0.05594151949363881
244,0.9687429025746556,0.012,15.499886441194489,0.05533018297441082
245,0.9676602337816573,0.012,15.482563740506517,0.05476074632288334
246,0.9680933120435179,0.012,15.489492992696286,0.05394587670609085
247,0.9699134545537187,0.012,15.518615272859499,0.052767372038797854
248,0.9696924232115669,0.012,15.51507877138507,0.05235489185848662
249,0.9677847894357534,0.012,15.484556630972055,0.05185126798307963
250,0.9698304392059061,0.012,15.517287027294497,0.05137536936235672
251,0.9673947588420612,0.012,15.478316141472979,0.05054491085412614
252,0.9693508112416388,0.012,15.50961297986622,0.05002241142764573
253,0.9694371651568064,0.012,15.510994642508903,0.049542771606060375
254,0.9706195959367978,0.012,15.529913534988765,0.04871823203508097
255,0.9702809511500969,0.012,15.524495218401551,0.048149106129981016
256,0.9695630874286206,0.012,15.51300939885793,0.04749707066241984
257,0.9716103368818791,0.012,15.545765390110066,0.04659472470301222
258,0.9745940168338717,0.012,15.593504269341947,0.046546528016226815
259,0.9721076974213735,0.012,15.553723158741976,0.045892221216692904
260,0.9727137793743514,0.012,15.563420469989623,0.045051959890440973
261,0.971692203146889,0.012,15.547075250350224,0.04436873518142061
262,0.9728943860071716,0.012,15.566310176114746,0.04360333502973648
263,0.9757238752507781,0.012,15.61158200401245,0.043078327230438036
264,0.9756501235363255,0.012,15.610401976581208,0.042901105135977474
265,0.9766698999212462,0.012,15.62671839873994,0.04239989116868374
266,0.9762501786773519,0.012,15.62000285883763,0.042332086852851565
267,0.9775462854723266,0.012,15.640740567557225,0.04165906345206815
268,0.9752545840042438,0.012,15.604073344067901,0.041158948914596725
269,0.9736206337388774,0.012,15.577930139822039,0.04003216512906923
270,0.9732889583893374,0.012,15.572623334229398,0.039504606459846416
271,0.9753008266771772,0.012,15.604813226834835,0.03897734200743199
272,0.9765913632398987,0.012,15.62546181183838,0.037997577195865044
273,0.9766348134750057,0.012,15.626157015600091,0.037422840591656396
274,0.9780052878674681,0.012,15.64808460587949,0.0368456587936857
275,0.9792839888546853,0.012,15.668543821674964,0.036082399019352555
276,0.9798892840507846,0.012,15.678228544812553,0.03559485893972888
277,0.978080985826537,0.012,15.649295773224592,0.03503552052829917
278,0.9776727747828824,0.012,15.642764396526118,0.03385229414371436
279,0.979184064646311,0.012,15.666945034340976,0.03313173653962306
280,0.9779741721457894,0.012,15.64758675433263,0.03240654151651492
281,0.9782541578324309,0.012,15.652066525318894,0.032246914361819055
282,0.9780770193070746,0.012,15.649232308913193,0.03177663661090661
283,0.9802097342087079,0.012,15.683355747339327,0.031324701770288746
284,0.9818778883219473,0.012,15.710046213151157,0.030569748812603457
285,0.9830942652801958,0.012,15.729508244483133,0.029940356012582547
286,0.984761671061005,0.012,15.75618673697608,0.029027288140984903
287,0.9836426209166396,0.012,15.738281934666233,0.028795907612796517
288,0.9834024743087606,0.012,15.73443958894017,0.028076219418785176
289,0.9835736047725671,0.012,15.737177676361073,0.027257370181579317
290,0.9856257239296135,0.012,15.770011582873815,0.026270621386076543
291,0.9854472620431051,0.012,15.767156192689681,0.02576270722178725
292,0.985338615474763,0.012,15.765417847596208,0.024910020958176887
293,0.9840844142485674,0.012,15.745350627977079,0.02442563928592313
294,0.9825912150062971,0.012,15.721459440100753,0.024007512097637643
295,0.9803624414513084,0.012,15.685799063220934,0.023229017168622634
296,0.9804817044280737,0.012,15.68770727084918,0.022241371585589247
297,0.981524131098751,0.012,15.704386097580016,0.021623809941596395
298,0.9800309909437408,0.012,15.680495855099853,0.020556143472671276
299,0.9777485046165675,0.012,15.64397607386508,0.019959453656210373
300,0.9760866893907331,0.012,15.617387030251729,0.018937989775990635
301,0.9758187644125054,0.012,15.613100230600086,0.019009239933446543
302,0.9763148730317943,0.012,15.621037968508709,0.018626115583496722
303,0.9767121114701923,0.012,15.627393783523077,0.018249010233329296
304,0.9747743285266433,0.012,15.596389256426292,0.01750785664227152
305,0.9752495995109204,0.012,15.603993592174726,0.016890481597455025
306,0.9750432860023662,0.012,15.60069257603786,0.016078718773532143
307,0.9747380685045022,0.012,15.595809096072035,0.015234459426364744
308,0.9711886833561477,0.012,15.539018933698364,0.014264106893853068
309,0.9719972401093842,0.012,15.551955841750146,0.014119230280554557
310,0.9748100194740088,0.012,15.59696031158414,0.01353625580366117
311,0.9762332218449108,0.012,15.619731549518573,0.013196649176874386
312,0.9752732634370205,0.012,15.604372214992328,0.012075267227736206
313,0.9754011926467104,0.012,15.606419082347367,0.010934606928564045
314,0.9750024742915441,0.012,15.600039588664705,0.010505042054600856
315,0.972954861894232,0.012,15.567277790307712,0.009902730669780348
316,0.9749041380229446,0.012,15.598466208367114,0.009399184411986637
317,0.9757704369185933,0.012,15.612326990697493,0.00905920653613166
318,0.9784498390849588,0.012,15.65519742535934,0.008492633460648616
319,0.9803652059081281,0.012,15.68584329453005,0.007861382695747389
320,0.979610747505481,0.012,15.673771960087697,0.0073438289866326585
321,0.9787693127667254,0.012,15.660309004267607,0.0065598902219026894
322,0.9779277630889318,0.012,15.646844209422909,0.00525926296324274
323,0.9781588506872292,0.012,15.650541610995667,0.0042681123556641
324,0.9780700227989589,0.012,15.649120364783343,0.004091102989809548
325,0.9773608912390614,0.012,15.637774259824983,0.0033165002422753044
326,0.9794814643747252,0.012,15.671703429995603,0.002868391971914594
327,0.9810139661883176,0.012,15.696223459013082,0.0021498046017184957
328,0.9821987449192026,0.012,15.715179918707241,0.0013319540249714548
329,0.9812434864725363,0.012,15.699895783560581,0.0008988273084329747
330,0.9804078232102679,0.012,15.686525171364286,0.0005169628714061609
331,0.9840600041968179,0.012,15.744960067149087,0.0
332,0.9829842996187866,0.012,15.727748793900586,0.0
333,0.9828228341758047,0.012,15.725165346812876,0.0
334,0.9813644224133252,0.012,15.701830758613204,0.0
335,0.9812000853426269,0.012,15.69920136548203,0.0
336,0.9817587990895793,0.012,15.708140785433269,0.0
337,0.9802077888245448,0.012,15.683324621192718,0.0
338,0.9807129236887953,0.012,15.691406779020724,0.0
339,0.9807104589567018,0.012,15.69136734330723,0.0
340,0.9790402093330365,0.012,15.664643349328584,0.0
341,0.9810661390130472,0.012,15.697058224208755,0.0
342,0.9824040720647851,0.012,15.718465153036561,0.0
343,0.9845272266975102,0.012,15.752435627160164,0.0
344,0.9853001555782837,0.012,15.764802489252538,0.0
345,0.984153151205817,0.012,15.746450419293073,0.0
346,0.9825932418062102,0.012,15.721491868899363,0.0
347,0.9846017100637304,0.012,15.753627361019687,0.0
348,0.9842000099299659,0.012,15.747200158879455,0.0
349,0.9839995350880666,0.012,15.743992561409065,0.0
350,0.9859506512611702,0.012,15.775210420178723,0.0
351,0.982222504539503,0.012,15.715560072632048,0.0
352,0.9824966755794492,0.012,15.719946809271187,0.0
353,0.9827826633340045,0.012,15.724522613344073,0.0
354,0.9826658419789573,0.012,15.722653471663318,0.0
355,0.9823210385720058,0.012,15.717136617152093,0.0
356,0.9842575050527154,0.012,15.748120080843446,0.0
357,0.9837852600793765,0.012,15.740564161270024,0.0
358,0.9846502236662916,0.012,15.754403578660666,0.0
359,0.9855236081770877,0.012,15.768377730833404,0.0
360,0.9862324403872488,0.012,15.77971904619598,0.0
361,0.9869887939344529,0.012,15.791820702951247,0.0
362,0.9888142227083638,0.012,15.821027563333821,0.0
363,0.9866576078856935,0.012,15.786521726171095,0.0
364,0.9894776919495979,0.012,15.831643071193566,0.0
365,0.9893599688717749,0.012,15.829759501948399,0.0
366,0.9888242060993068,0.012,15.821187297588908,0.0
367,0.9869983735400073,0.012,15.791973976640117,0.0
368,0.9848423278277517,0.012,15.757477245244027,0.0
369,0.9831132436649404,0.012,15.729811898639046,0.0
370,0.9805891039398588,0.012,15.68942566303774,0.0
371,0.9814167485239665,0.012,15.702667976383465,0.0
372,0.9805828318627656,0.012,15.68932530980425,0.0
373,0.9796104923253656,0.012,15.673767877205849,0.0
374,0.9808093562827446,0.012,15.692949700523913,0.0
375,0.9815749087712459,0.012,15.705198540339934,0.0
376,0.9836988795398072,0.012,15.739182072636915,0.0
377,0.9863605764044633,0.012,15.781769222471413,0.0
378,0.9872651854908319,0.012,15.79624296785331,0.00010307766877023497
379,0.987614678275603,0.012,15.801834852409648,0.0
380,0.9865479288653916,0.012,15.784766861846265,0.0
381,0.9868440596547194,0.012,15.789504954475511,0.0
382,0.9900628830553326,0.012,15.841006128885322,0.0
383,0.9901089675326628,0.012,15.841743480522604,0.0
384,0.9890081015699502,0.012,15.824129625119204,0.0
385,0.9901519892403685,0.012,15.842431827845896,0.0
386,0.9866436202837079,0.012,15.786297924539326,0.0
387,0.9861623388120371,0.012,15.778597420992593,0.0
388,0.9871129245325339,0.012,15.793806792520542,0.0
389,0.9855908413281544,0.012,15.769453461250471,0.00012973070364976963
390,0.9838239517277081,0.012,15.74118322764333,0.0
391,0.9821460755475592,0.012,15.714337208760947,0.0
392,0.9819412084096969,0.012,15.71105933455515,0.0
393,0.9819075658402449,0.012,15.710521053443918,0.0
394,0.9809318757529815,0.012,15.694910012047703,0.0
395,0.9820567338481977,0.012,15.712907741571163,0.0
396,0.9805333077835244,0.012,15.688532924536391,0.0
397,0.9817798587297124,0.012,15.708477739675399,0.0
398,0.9810861353078785,0.012,15.697378164926056,0.0
399,0.9792120082468366,0.012,15.667392131949386,0.0
400,0.9781764100626269,0.012,15.65082256100203,0.0
401,0.9782042950254973,0.012,15.651268720407957,0.0
402,0.9778377964829834,0.012,15.645404743727735,0.0
403,0.9777749220519294,0.012,15.64439875283087,0.0
404,0.9767894815673831,0.012,15.62863170507813,0.0
405,0.9779859685621755,0.012,15.647775496994807,0.0
406,0.9806288511986726,0.012,15.690061619178762,0.0
407,0.9814736706170186,0.012,15.703578729872298,0.0
408,0.9818867517594954,0.012,15.710188028151926,0.0
409,0.9836192105447361,0.012,15.737907368715778,0.0
410,0.9854616338992983,0.012,15.767386142388773,0.0
411,0.9847693376936294,0.012,15.75630940309807,0.0
412,0.9840216860813031,0.012,15.74434697730085,0.0
413,0.983893603115804,0.012,15.742297649852864,0.0
414,0.9838852769284769,0.012,15.742164430855631,0.0
415,0.984219593281446,0.012,15.747513492503137,0.0
416,0.9829182552746338,0.012,15.726692084394141,0.0
417,0.9828635186984637,0.012,15.725816299175419,0.0
418,0.9828242812095981,0.012,15.72518849935357,0.0
419,0.9813943174082642,0.012,15.702309078532227,0.0
420,0.9800728894268683,0.012,15.681166230829893,0.0
421,0.9799838204903298,0.012,15.679741127845277,0.0
422,0.9787130883320763,0.012,15.65940941331322,0.0
423,0.9798218060039786,0.012,15.677148896063658,0.0
424,0.9832294731655352,0.012,15.731671570648563,0.0
425,0.9850899201578007,0.012,15.761438722524812,0.0
426,0.9857302543650404,0.012,15.771684069840646,0.0
427,0.9861742321706735,0.012,15.778787714730775,0.0
428,0.9857639526340014,0.012,15.772223242144022,0.0
429,0.9866138960613219,0.012,15.78582233698115,0.0
430,0.9853945352008459,0.012,15.766312563213534,0.0
431,0.9847166049979614,0.012,15.755465679967383,0.0
432,0.9850295058412738,0.012,15.76047209346038,0.0
433,0.9868530936560158,0.012,15.789649498496253,0.0
434,0.986822576589524,0.012,15.789161225432384,0.0
435,0.9863470487647048,0.012,15.781552780235277,0.0
436,0.9860537042930391,0.012,15.776859268688625,0.0
437,0.9854081659534081,0.012,15.76653065525453,0.0
438,0.9851729984272148,0.012,15.762767974835437,0.0
439,0.9862299382448463,0.012,15.77967901191754,0.0
440,0.985617512896492,0.012,15.769880206343872,0.0
441,0.9853120028338173,0.012,15.764992045341076,0.0
442,0.9863644767719998,0.012,15.781831628351997,0.0
443,0.9867847176706287,0.012,15.78855548273006,0.0
444,0.9878511692569554,0.012,15.805618708111286,0.0
445,0.9871339812718148,0.012,15.794143700349037,0.0
446,0.9853492450676341,0.012,15.765587921082146,0.0
447,0.9825732305037431,0.012,15.72117168805989,0.0
448,0.9846340569755271,0.012,15.754144911608433,0.0
449,0.9858660758131619,0.012,15.77385721301059,0.0
450,0.984861894528341,0.012,15.757790312453457,0.0
451,0.9857851590492572,0.012,15.772562544788116,0.0
452,0.9873941713216747,0.012,15.798306741146796,0.0
453,0.9871688996364392,0.012,15.794702394183027,0.0
454,0.9867614625267401,0.012,15.788183400427842,0.0
455,0.9879470453411716,0.012,15.807152725458746,0.0
