t,peak,symmetry_error,chi,norm
463,1.1291272648,0.0052128438,0.0120000000,4.7748843589
464,1.1295460585,0.0052633385,0.0120000000,4.7753093029
465,1.1301960795,0.0051541353,0.0120000000,4.7761372224
466,1.1304244794,0.0051462826,0.0120000000,4.7769176969
467,1.1312292191,0.0052064375,0.0120000000,4.7781463636
468,1.1318612203,0.0052188850,0.0120000000,4.7783402618
469,1.1322854776,0.0052163013,0.0120000000,4.7794929257
470,1.1326000177,0.0050115979,0.0120000000,4.7802061373
471,1.1329832030,0.0047716634,0.0120000000,4.7809253196
472,1.1331478842,0.0044518189,0.0120000000,4.7817661307
473,1.1339298423,0.0045255612,0.0120000000,4.7822309457
474,1.1337283921,0.0044754873,0.0120000000,4.7829319965
475,1.1337374722,0.0045391783,0.0120000000,4.7834298417
476,1.1337112718,0.0044480158,0.0120000000,4.7843574868
477,1.1343909619,0.0043227911,0.0120000000,4.7849456008
478,1.1345109993,0.0043891846,0.0120000000,4.7861366018
479,1.1351382062,0.0046350560,0.0120000000,4.7873899614
480,1.1353212225,0.0045205637,0.0120000000,4.7882104802
481,1.1359323547,0.0047054824,0.0120000000,4.7890042106
482,1.1362327906,0.0049020067,0.0120000000,4.7893602072
483,1.1370405141,0.0050658518,0.0120000000,4.7902544305
484,1.1372436485,0.0047199697,0.0120000000,4.7912347418
485,1.1377945989,0.0047230331,0.0120000000,4.7919760456
486,1.1384095464,0.0048178843,0.0120000000,4.7925323412
487,1.1394631004,0.0048537290,0.0120000000,4.7936669974
488,1.1398767439,0.0047831168,0.0120000000,4.7949259312
489,1.1403882726,0.0049014670,0.0120000000,4.7964279831
490,1.1404467091,0.0047586220,0.0120000000,4.7970963929
491,1.1414276705,0.0047727751,0.0120000000,4.7982107560
492,1.1424535886,0.0046594126,0.0120000000,4.7993925756
493,1.1425370350,0.0044820221,0.0120000000,4.8002659809
494,1.1427112631,0.0044259076,0.0120000000,4.8011377633
495,1.1427379716,0.0045276354,0.0120000000,4.8017720260
496,1.1424728446,0.0047440362,0.0120000000,4.8018164937
497,1.1428276704,0.0049204014,0.0120000000,4.8029602036
498,1.1432962873,0.0049719370,0.0120000000,4.8040908135
499,1.1431998080,0.0053224432,0.0120000000,4.8052202540
500,1.1436576623,0.0052733086,0.0120000000,4.8061679379
501,1.1436931972,0.0049922551,0.0120000000,4.8069831251
502,1.1445229449,0.0050863422,0.0120000000,4.8079247384
503,1.1451022688,0.0050423553,0.0120000000,4.8086225507
504,1.1455186420,0.0052179689,0.0120000000,4.8087423670
505,1.1462081375,0.0056081682,0.0120000000,4.8096603732
506,1.1467719442,0.0054420947,0.0120000000,4.8103983752
507,1.1468559126,0.0056038445,0.0120000000,4.8107283064
508,1.1478181903,0.0056966512,0.0120000000,4.8113893089
509,1.1489993665,0.0059331891,0.0120000000,4.8127782099
510,1.1488974914,0.0058769784,0.0120000000,4.8135231617
511,1.1489066439,0.0057732956,0.0120000000,4.8146380218
512,1.1494262762,0.0058229255,0.0120000000,4.8156490775
513,1.1496656369,0.0061146458,0.0120000000,4.8165969582
514,1.1499630051,0.0060029246,0.0120000000,4.8170908981
515,1.1508577644,0.0058788493,0.0120000000,4.8181169706
516,1.1514981284,0.0058250285,0.0120000000,4.8190512516
517,1.1523806335,0.0060351378,0.0120000000,4.8198186837
518,1.1528708333,0.0062935287,0.0120000000,4.8197704057
519,1.1528838257,0.0059766244,0.0120000000,4.8205666280
520,1.1536190203,0.0060692310,0.0120000000,4.8218159590
521,1.1534490363,0.0059256909,0.0120000000,4.8227790982
522,1.1537834293,0.0059353733,0.0120000000,4.8240474391
523,1.1539846434,0.0059214538,0.0120000000,4.8247977556
524,1.1544988524,0.0057823814,0.0120000000,4.8258277122
525,1.1551060194,0.0059879876,0.0120000000,4.8266547480
526,1.1565679190,0.0063117677,0.0120000000,4.8278815755
527,1.1573361990,0.0064974722,0.0120000000,4.8293927753
528,1.1578792477,0.0065076979,0.0120000000,4.8304828430
529,1.1581814642,0.0064070710,0.0120000000,4.8316861080
530,1.1590765365,0.0064007883,0.0120000000,4.8330731293
531,1.1599779840,0.0065423714,0.0120000000,4.8345082766
532,1.1614424735,0.0066877387,0.0120000000,4.8357879340
533,1.1621964412,0.0068445696,0.0120000000,4.8367651348
534,1.1630368963,0.0069105388,0.0120000000,4.8374578866
535,1.1637866842,0.0069025001,0.0120000000,4.8385583832
536,1.1637083652,0.0071006134,0.0120000000,4.8395673586
537,1.1644214617,0.0070996582,0.0120000000,4.8401667654
538,1.1645391415,0.0068964812,0.0120000000,4.8407213995
539,1.1645511900,0.0067013492,0.0120000000,4.8413136675
540,1.1649259155,0.0068000868,0.0120000000,4.8419871144
541,1.1654720009,0.0064962980,0.0120000000,4.8427303076
542,1.1657649921,0.0063110248,0.0120000000,4.8431624323
543,1.1658392317,0.0064704741,0.0120000000,4.8442681689
544,1.1659573505,0.0063912820,0.0120000000,4.8448838965
545,1.1664529319,0.0065031041,0.0120000000,4.8461643709
546,1.1667381986,0.0065890624,0.0120000000,4.8474987993
547,1.1668078940,0.0067453949,0.0120000000,4.8488447065
548,1.1676142355,0.0069375461,0.0120000000,4.8501400536
549,1.1686168403,0.0068255261,0.0120000000,4.8514057424
550,1.1690533633,0.0065443890,0.0120000000,4.8518446124
551,1.1700178472,0.0063202878,0.0120000000,4.8531204489
552,1.1710665353,0.0063384304,0.0120000000,4.8535770508
553,1.1715286026,0.0061616489,0.0120000000,4.8544327273
554,1.1719497766,0.0061747935,0.0120000000,4.8553221246
555,1.1733133992,0.0063590633,0.0120000000,4.8566113686
556,1.1738008687,0.0064692048,0.0120000000,4.8580363377
557,1.1735603897,0.0062853954,0.0120000000,4.8584915300
558,1.1738848212,0.0064392195,0.0120000000,4.8596618436
559,1.1743550473,0.0065086550,0.0120000000,4.8601487341
560,1.1752044484,0.0066316847,0.0120000000,4.8615025517
561,1.1746921842,0.0061588105,0.0120000000,4.8621726722
562,1.1749072893,0.0062440258,0.0120000000,4.8633566045
563,1.1755688783,0.0060305828,0.0120000000,4.8652425340
564,1.1766262655,0.0063349159,0.0120000000,4.8666881735
565,1.1764684968,0.0062138896,0.0120000000,4.8674312749
566,1.1764155992,0.0063336339,0.0120000000,4.8678036517
567,1.1768916660,0.0064402848,0.0120000000,4.8688190023
568,1.1769093772,0.0063375535,0.0120000000,4.8698014613
569,1.1775787404,0.0063387102,0.0120000000,4.8707581425
570,1.1781943176,0.0062035458,0.0120000000,4.8718162519
571,1.1790181105,0.0060977075,0.0120000000,4.8725190231
572,1.1794939178,0.0062835466,0.0120000000,4.8736027310
573,1.1797068955,0.0064508123,0.0120000000,4.8742920519
574,1.1800421945,0.0061627672,0.0120000000,4.8753811108
575,1.1806522658,0.0063864803,0.0120000000,4.8766492457
576,1.1812727146,0.0063521777,0.0120000000,4.8771950292
577,1.1820680410,0.0064866446,0.0120000000,4.8780490948
578,1.1821412033,0.0065270248,0.0120000000,4.8791500954
579,1.1824104014,0.0064203903,0.0120000000,4.8801168687
580,1.1819037745,0.0062525905,0.0120000000,4.8811438746
581,1.1823581914,0.0062466340,0.0120000000,4.8823327872
582,1.1829427628,0.0059663997,0.0120000000,4.8842994806
583,1.1836165684,0.0058393528,0.0120000000,4.8854060578
584,1.1834227335,0.0058130184,0.0120000000,4.8859332186
585,1.1840809593,0.0058043171,0.0120000000,4.8869576931
586,1.1843254223,0.0058940747,0.0120000000,4.8879541899
587,1.1846933458,0.0060242586,0.0120000000,4.8893088604
588,1.1857091775,0.0061761455,0.0120000000,4.8906796823
589,1.1863685394,0.0061235092,0.0120000000,4.8919581190
590,1.1871304192,0.0062970868,0.0120000000,4.8931020060
591,1.1876288288,0.0064576366,0.0120000000,4.8943618194
592,1.1880512819,0.0066178512,0.0120000000,4.8956671192
593,1.1885544123,0.0064407998,0.0120000000,4.8970268891
594,1.1891262816,0.0063783958,0.0120000000,4.8978079661
595,1.1895852312,0.0062739132,0.0120000000,4.8987824461
596,1.1899884924,0.0060721828,0.0120000000,4.8999077623
597,1.1906517661,0.0059275993,0.0120000000,4.9012135247
598,1.1910896789,0.0060318359,0.0120000000,4.9021215623
599,1.1914386012,0.0062125834,0.0120000000,4.9033861615
600,1.1923034189,0.0061363027,0.0120000000,4.9049066495
601,1.1923790697,0.0061672337,0.0120000000,4.9049547864
602,1.1928843708,0.0062418745,0.0120000000,4.9060733316
603,1.1936634265,0.0060828510,0.0120000000,4.9069778053
604,1.1937898861,0.0062366317,0.0120000000,4.9082719540
605,1.1945848276,0.0063392854,0.0120000000,4.9098851930
606,1.1952893936,0.0063931806,0.0120000000,4.9109063557
607,1.1956601321,0.0063503420,0.0120000000,4.9121043034
608,1.1960565066,0.0063350073,0.0120000000,4.9132875297
609,1.1964990264,0.0063522102,0.0120000000,4.9143195539
610,1.1972338841,0.0063003019,0.0120000000,4.9160817973
611,1.1981673390,0.0062163521,0.0120000000,4.9175632509
612,1.1983040079,0.0062020017,0.0120000000,4.9184255526
613,1.1989251854,0.0061747446,0.0120000000,4.9194155928
614,1.1999311641,0.0061147055,0.0120000000,4.9204036142
615,1.2010173325,0.0060083410,0.0120000000,4.9216051452
616,1.2013179479,0.0060349472,0.0120000000,4.9228762299
617,1.2024818298,0.0056918079,0.0120000000,4.9251531034
618,1.2036137148,0.0055598197,0.0120000000,4.9267341549
619,1.2046628812,0.0054576481,0.0120000000,4.9274332644
620,1.2052510163,0.0057233754,0.0120000000,4.9283628278
621,1.2059641263,0.0057718088,0.0120000000,4.9293646046
622,1.2074005457,0.0057314689,0.0120000000,4.9309628432
623,1.2075393645,0.0054501071,0.0120000000,4.9319038271
624,1.2082631893,0.0058024059,0.0120000000,4.9333083991
625,1.2091178024,0.0057078658,0.0120000000,4.9345036422
626,1.2099787942,0.0060204731,0.0120000000,4.9358835844
627,1.2107888757,0.0058877154,0.0120000000,4.9365390614
628,1.2116173999,0.0057517563,0.0120000000,4.9375413589
629,1.2120551054,0.0060382853,0.0120000000,4.9385822969
630,1.2123091288,0.0060708229,0.0120000000,4.9394007290
631,1.2129121145,0.0059942958,0.0120000000,4.9405544892
632,1.2137152828,0.0061339408,0.0120000000,4.9416403777
633,1.2141110624,0.0062404178,0.0120000000,4.9433055192
634,1.2142305525,0.0061152167,0.0120000000,4.9445346347
635,1.2146392972,0.0062379666,0.0120000000,4.9456314015
636,1.2151915406,0.0063506596,0.0120000000,4.9464441991
637,1.2158367422,0.0061677191,0.0120000000,4.9473853074
638,1.2161484654,0.0060676415,0.0120000000,4.9489968449
639,1.2165671438,0.0058138983,0.0120000000,4.9506953744
640,1.2174258769,0.0060086630,0.0120000000,4.9524311480
641,1.2175083782,0.0058565199,0.0120000000,4.9536389981
642,1.2180472813,0.0057861000,0.0120000000,4.9546895159
643,1.2178914843,0.0059671564,0.0120000000,4.9553055707
644,1.2182958485,0.0058821619,0.0120000000,4.9565583129
645,1.2192343235,0.0058067172,0.0120000000,4.9580699503
646,1.2205072584,0.0057330088,0.0120000000,4.9597661995
647,1.2217125475,0.0058100798,0.0120000000,4.9617622329
648,1.2224425293,0.0058873883,0.0120000000,4.9633045594
649,1.2232772883,0.0061236570,0.0120000000,4.9640389478
650,1.2239235369,0.0062628229,0.0120000000,4.9650463798
651,1.2247668317,0.0062551440,0.0120000000,4.9659841220
652,1.2258441566,0.0064191138,0.0120000000,4.9672436119
653,1.2263354838,0.0062479354,0.0120000000,4.9690861734
654,1.2277820797,0.0063876425,0.0120000000,4.9709554097
655,1.2288006449,0.0063978555,0.0120000000,4.9727017033
656,1.2294979150,0.0063961226,0.0120000000,4.9734565648
657,1.2297962851,0.0064955079,0.0120000000,4.9744034776
658,1.2305096108,0.0064824701,0.0120000000,4.9762445794
659,1.2313572688,0.0066335841,0.0120000000,4.9775935970
660,1.2319045914,0.0065665193,0.0120000000,4.9794328166
661,1.2327328922,0.0064740960,0.0120000000,4.9809300485
662,1.2337652977,0.0065852160,0.0120000000,4.9826169643
663,1.2347842195,0.0064156394,0.0120000000,4.9841212077
664,1.2354371920,0.0062272254,0.0120000000,4.9856852655
665,1.2364474122,0.0063408933,0.0120000000,4.9873317120
666,1.2369639200,0.0065005502,0.0120000000,4.9885947881
667,1.2377109613,0.0063108855,0.0120000000,4.9903710387
668,1.2385726065,0.0063611803,0.0120000000,4.9917038932
669,1.2393885952,0.0066640231,0.0120000000,4.9931794448
670,1.2395794093,0.0063723095,0.0120000000,4.9948155081
671,1.2397969594,0.0062630798,0.0120000000,4.9958574902
672,1.2407256398,0.0062143960,0.0120000000,4.9973319089
673,1.2416347805,0.0065388038,0.0120000000,4.9995569183
674,1.2426957184,0.0067870025,0.0120000000,5.0007921676
675,1.2432565316,0.0069764518,0.0120000000,5.0017474241
676,1.2440748614,0.0071800664,0.0120000000,5.0028256626
677,1.2441411201,0.0072066266,0.0120000000,5.0034630764
678,1.2447299770,0.0072009604,0.0120000000,5.0051827782
679,1.2455434870,0.0070738510,0.0120000000,5.0070461733
680,1.2461279639,0.0074351767,0.0120000000,5.0086599696
681,1.2463301319,0.0075509225,0.0120000000,5.0102985084
682,1.2468198644,0.0076968164,0.0120000000,5.0121412682
683,1.2472240936,0.0075869053,0.0120000000,5.0131488683
684,1.2479983165,0.0077756964,0.0120000000,5.0151907688
685,1.2480934755,0.0080003105,0.0120000000,5.0163169744
686,1.2487964896,0.0078716659,0.0120000000,5.0177913413
687,1.2495597404,0.0079889036,0.0120000000,5.0193875097
688,1.2502685540,0.0079508379,0.0120000000,5.0208275195
689,1.2504606359,0.0079099796,0.0120000000,5.0227721105
690,1.2510985613,0.0078275359,0.0120000000,5.0240415588
691,1.2519372269,0.0077811276,0.0120000000,5.0259348694
692,1.2524858217,0.0077817430,0.0120000000,5.0271887467
693,1.2526627937,0.0076659323,0.0120000000,5.0284321182
694,1.2538966528,0.0078333582,0.0120000000,5.0303464932
695,1.2548316116,0.0078067461,0.0120000000,5.0320297394
696,1.2563235144,0.0080529480,0.0120000000,5.0337449883
697,1.2572642981,0.0079964254,0.0120000000,5.0349132695
698,1.2585520146,0.0081541461,0.0120000000,5.0367117377
699,1.2599609196,0.0082785952,0.0120000000,5.0384021961
700,1.2608003312,0.0082129418,0.0120000000,5.0392616544
701,1.2612248644,0.0082291960,0.0120000000,5.0406340698
702,1.2622346160,0.0081892459,0.0120000000,5.0418727362
703,1.2640967873,0.0083703301,0.0120000000,5.0437095489
704,1.2649221250,0.0085579310,0.0120000000,5.0449140317
705,1.2657385586,0.0086515067,0.0120000000,5.0469408981
706,1.2658428011,0.0087442046,0.0120000000,5.0478569365
707,1.2672627046,0.0086912024,0.0120000000,5.0496599491
708,1.2681713132,0.0085074670,0.0120000000,5.0517268337
709,1.2680713939,0.0084867464,0.0120000000,5.0529522439
710,1.2686446918,0.0082396796,0.0120000000,5.0548556787
711,1.2688988432,0.0080652210,0.0120000000,5.0564210460
712,1.2696266186,0.0082589211,0.0120000000,5.0582260740
713,1.2709459364,0.0081902535,0.0120000000,5.0602446720
714,1.2718683602,0.0082015686,0.0120000000,5.0618963431
715,1.2722783772,0.0080367399,0.0120000000,5.0636239777
716,1.2731018660,0.0079331322,0.0120000000,5.0650782374
717,1.2739313197,0.0081024728,0.0120000000,5.0668851079
718,1.2742270726,0.0080078873,0.0120000000,5.0689661928
719,1.2751242043,0.0080543133,0.0120000000,5.0710518926
720,1.2755134756,0.0080892708,0.0120000000,5.0721840217
721,1.2765805869,0.0080736102,0.0120000000,5.0736007171
722,1.2774351422,0.0078970516,0.0120000000,5.0758223319
723,1.2788318365,0.0079896627,0.0120000000,5.0780780675
724,1.2795658392,0.0081591088,0.0120000000,5.0793935736
725,1.2807192913,0.0081490213,0.0120000000,5.0811858399
726,1.2822488927,0.0082369320,0.0120000000,5.0832049477
727,1.2830552967,0.0081194531,0.0120000000,5.0846971260
728,1.2835963536,0.0081815527,0.0120000000,5.0865514730
729,1.2846158758,0.0082673859,0.0120000000,5.0890313690
730,1.2855525297,0.0083855445,0.0120000000,5.0911685045
731,1.2863649042,0.0085279445,0.0120000000,5.0922149571
732,1.2878627675,0.0086401984,0.0120000000,5.0934822468
733,1.2889658789,0.0084652575,0.0120000000,5.0954300384
734,1.2903215873,0.0084668184,0.0120000000,5.0977687854
735,1.2905175842,0.0083625091,0.0120000000,5.0991139290
736,1.2916532862,0.0083866965,0.0120000000,5.1010319619
737,1.2924397699,0.0085497721,0.0120000000,5.1029972491
738,1.2929504960,0.0084523296,0.0120000000,5.1041011685
739,1.2937558603,0.0083934561,0.0120000000,5.1060484752
740,1.2943241799,0.0084369156,0.0120000000,5.1069632624
741,1.2958622826,0.0083360709,0.0120000000,5.1092779577
742,1.2962934730,0.0080577858,0.0120000000,5.1113031646
743,1.2967132844,0.0079932199,0.0120000000,5.1130590796
744,1.2973879766,0.0079124961,0.0120000000,5.1149562117
745,1.2990252254,0.0080406922,0.0120000000,5.1167092973
746,1.2999193990,0.0080362711,0.0120000000,5.1186460979
747,1.3002800810,0.0079311937,0.0120000000,5.1204695993
748,1.3011375924,0.0079060912,0.0120000000,5.1224979032
749,1.3017532117,0.0077528342,0.0120000000,5.1240208230
750,1.3030205149,0.0078387689,0.0120000000,5.1252894542
751,1.3042451168,0.0079106735,0.0120000000,5.1268034055
752,1.3051002509,0.0080496806,0.0120000000,5.1283663041
753,1.3064589736,0.0079050813,0.0120000000,5.1307496515
754,1.3076331120,0.0079020949,0.0120000000,5.1327269508
755,1.3083279424,0.0078573622,0.0120000000,5.1340929819
756,1.3094720534,0.0078228484,0.0120000000,5.1358730674
757,1.3103877942,0.0077895849,0.0120000000,5.1378752401
758,1.3114433638,0.0078978386,0.0120000000,5.1397825370
759,1.3125631482,0.0078605689,0.0120000000,5.1420106405
760,1.3139114961,0.0080653858,0.0120000000,5.1441392381
761,1.3147007764,0.0079639121,0.0120000000,5.1462809547
762,1.3149795338,0.0080536309,0.0120000000,5.1477628996
763,1.3160957825,0.0081755411,0.0120000000,5.1499771598
764,1.3173209811,0.0083418937,0.0120000000,5.1518985625
765,1.3181632076,0.0084881967,0.0120000000,5.1540124320
766,1.3188186167,0.0083134466,0.0120000000,5.1560202905
767,1.3195990545,0.0084543872,0.0120000000,5.1578532656
768,1.3205075907,0.0085234742,0.0120000000,5.1595521044
769,1.3207196266,0.0083893175,0.0120000000,5.1613708766
770,1.3216299726,0.0082702230,0.0120000000,5.1634489739
771,1.3229364968,0.0084039898,0.0120000000,5.1656817720
772,1.3234091637,0.0084739136,0.0120000000,5.1677377681
773,1.3246677655,0.0084383395,0.0120000000,5.1700146234
774,1.3254676308,0.0084699995,0.0120000000,5.1717896576
775,1.3265639227,0.0085291241,0.0120000000,5.1729666585
776,1.3276734999,0.0085405959,0.0120000000,5.1755518644
777,1.3282047192,0.0084347785,0.0120000000,5.1773490477
778,1.3292988709,0.0085751024,0.0120000000,5.1790095826
779,1.3301994913,0.0085671694,0.0120000000,5.1812704306
780,1.3309637339,0.0085011264,0.0120000000,5.1832924502
781,1.3318027762,0.0087209302,0.0120000000,5.1848430383
782,1.3331646489,0.0088370361,0.0120000000,5.1863477858
783,1.3341434299,0.0088888900,0.0120000000,5.1880537381
784,1.3348904061,0.0086389783,0.0120000000,5.1890984815
785,1.3357693205,0.0085391624,0.0120000000,5.1911607520
786,1.3363208784,0.0086660635,0.0120000000,5.1934296685
787,1.3374542083,0.0086643999,0.0120000000,5.1960800193
788,1.3386698991,0.0086603667,0.0120000000,5.1985173511
789,1.3396558662,0.0087636959,0.0120000000,5.2003245165
790,1.3403990320,0.0088020392,0.0120000000,5.2021788546
791,1.3410152705,0.0086900171,0.0120000000,5.2037436859
792,1.3419586007,0.0088505900,0.0120000000,5.2058398529
793,1.3434195933,0.0088795435,0.0120000000,5.2081891525
794,1.3447090300,0.0090498346,0.0120000000,5.2106820563
795,1.3459268333,0.0091935095,0.0120000000,5.2130879643
796,1.3474212357,0.0093063120,0.0120000000,5.2156990930
797,1.3484601630,0.0093243714,0.0120000000,5.2179188794
798,1.3489940518,0.0092383724,0.0120000000,5.2197222567
799,1.3503037032,0.0092326361,0.0120000000,5.2216092635
800,1.3513859232,0.0093325080,0.0120000000,5.2236477073
801,1.3521279384,0.0091703494,0.0120000000,5.2258653726
802,1.3526895209,0.0088614604,0.0120000000,5.2272781423
803,1.3539393344,0.0088985804,0.0120000000,5.2298989972
804,1.3556126075,0.0091344106,0.0120000000,5.2320716259
805,1.3571006618,0.0093445885,0.0120000000,5.2344744473
806,1.3579949822,0.0092992510,0.0120000000,5.2366495648
807,1.3590234552,0.0096085661,0.0120000000,5.2384815289
808,1.3596740900,0.0096032860,0.0120000000,5.2400918031
809,1.3610451430,0.0097328627,0.0120000000,5.2417832073
810,1.3623280749,0.0097890032,0.0120000000,5.2438795561
811,1.3635526087,0.0096124522,0.0120000000,5.2457110219
812,1.3642442154,0.0097693559,0.0120000000,5.2475360674
813,1.3654137476,0.0097261688,0.0120000000,5.2499303648
814,1.3660839025,0.0096429002,0.0120000000,5.2523947575
815,1.3672110063,0.0097163276,0.0120000000,5.2549623544
816,1.3680427970,0.0097486190,0.0120000000,5.2573041345
817,1.3686555890,0.0098243279,0.0120000000,5.2594637394
818,1.3690632983,0.0098774598,0.0120000000,5.2611800460
819,1.3700834237,0.0097820700,0.0120000000,5.2636520867
820,1.3710588349,0.0099654297,0.0120000000,5.2659638493
821,1.3718019078,0.0098636050,0.0120000000,5.2682628529
822,1.3726072663,0.0100456534,0.0120000000,5.2703812220
823,1.3736180966,0.0101537551,0.0120000000,5.2726936021
824,1.3746216107,0.0103330824,0.0120000000,5.2747024640
825,1.3760062766,0.0100887446,0.0120000000,5.2762781649
826,1.3772802452,0.0101908778,0.0120000000,5.2792144468
827,1.3783417563,0.0102114475,0.0120000000,5.2813107703
828,1.3788599598,0.0103357752,0.0120000000,5.2834921243
829,1.3800972151,0.0104270891,0.0120000000,5.2861807650
830,1.3817052699,0.0106352773,0.0120000000,5.2889135882
831,1.3825227396,0.0107819411,0.0120000000,5.2913400362
832,1.3836885963,0.0109117525,0.0120000000,5.2933853100
833,1.3853524951,0.0110608777,0.0120000000,5.2956944622
834,1.3857689055,0.0109136501,0.0120000000,5.2975716376
835,1.3860390551,0.0108842259,0.0120000000,5.2999713683
836,1.3869788358,0.0110369609,0.0120000000,5.3022118299
837,1.3882932344,0.0112915086,0.0120000000,5.3043356503
838,1.3890752138,0.0112229769,0.0120000000,5.3065476088
839,1.3904082245,0.0112984277,0.0120000000,5.3086506615
840,1.3913713564,0.0110453599,0.0120000000,5.3101916400
841,1.3923722776,0.0112893397,0.0120000000,5.3123019257
842,1.3934872920,0.0115173760,0.0120000000,5.3146562269
843,1.3942088374,0.0116306863,0.0120000000,5.3169227752
844,1.3963158384,0.0117251020,0.0120000000,5.3197013090
845,1.3978235246,0.0116338132,0.0120000000,5.3230658236
846,1.3986971790,0.0117655468,0.0120000000,5.3257650803
847,1.3994876603,0.0120763501,0.0120000000,5.3282228426
848,1.4011860879,0.0122059205,0.0120000000,5.3309049214
849,1.4020946243,0.0121271570,0.0120000000,5.3329624516
850,1.4039755998,0.0122818494,0.0120000000,5.3350918295
851,1.4050501136,0.0123564675,0.0120000000,5.3376658041
852,1.4057145029,0.0123858552,0.0120000000,5.3394587428
853,1.4071147249,0.0123432471,0.0120000000,5.3422231161
854,1.4079954775,0.0122753538,0.0120000000,5.3448059624
855,1.4094082781,0.0123672354,0.0120000000,5.3474541005
856,1.4110030693,0.0123281351,0.0120000000,5.3503977477
857,1.4117025517,0.0122045131,0.0120000000,5.3534387330
858,1.4131167786,0.0124554526,0.0120000000,5.3560821871
859,1.4143891278,0.0124096936,0.0120000000,5.3588437705
860,1.4153863517,0.0122755329,0.0120000000,5.3609509548
861,1.4172351064,0.0120936416,0.0120000000,5.3640980585
862,1.4186206673,0.0120978712,0.0120000000,5.3675197700
863,1.4197834015,0.0121812809,0.0120000000,5.3701932444
864,1.4212469425,0.0121873301,0.0120000000,5.3730179560
865,1.4223330470,0.0121764511,0.0120000000,5.3755495294
866,1.4240614774,0.0122854354,0.0120000000,5.3781633758
867,1.4251301944,0.0123863379,0.0120000000,5.3808892208
868,1.4261122595,0.0124534914,0.0120000000,5.3832516224
869,1.4266674935,0.0123319564,0.0120000000,5.3857129158
870,1.4273035447,0.0122906003,0.0120000000,5.3891059338
871,1.4282166768,0.0124013182,0.0120000000,5.3918869414
872,1.4296206627,0.0125195267,0.0120000000,5.3949883560
873,1.4308161272,0.0123495881,0.0120000000,5.3977197130
874,1.4322981225,0.0123923894,0.0120000000,5.4005850376
875,1.4338217003,0.0122323155,0.0120000000,5.4037164088
876,1.4353363575,0.0120636110,0.0120000000,5.4071431930
877,1.4369122391,0.0120652062,0.0120000000,5.4096443977
878,1.4376558268,0.0120049080,0.0120000000,5.4129333566
879,1.4389425332,0.0120456460,0.0120000000,5.4155360229
880,1.4403514535,0.0121472183,0.0120000000,5.4181071353
881,1.4406825313,0.0120648391,0.0120000000,5.4208325314
882,1.4419177993,0.0120780702,0.0120000000,5.4235126098
883,1.4430963848,0.0123415925,0.0120000000,5.4258088560
884,1.4437435525,0.0122544507,0.0120000000,5.4289978285
885,1.4452880850,0.0122648005,0.0120000000,5.4312009708
886,1.4468681036,0.0121219640,0.0120000000,5.4343778755
887,1.4481755179,0.0120953118,0.0120000000,5.4377597563
888,1.4495682129,0.0123323917,0.0120000000,5.4397351310
889,1.4503573503,0.0125743266,0.0120000000,5.4423960113
890,1.4511970049,0.0123073863,0.0120000000,5.4454365018
891,1.4525308169,0.0122802468,0.0120000000,5.4489892323
892,1.4531931894,0.0122665938,0.0120000000,5.4516330062
893,1.4553546081,0.0124831958,0.0120000000,5.4549642631
894,1.4564638283,0.0123267168,0.0120000000,5.4583229793
895,1.4580379552,0.0123906935,0.0120000000,5.4616992911
896,1.4591104155,0.0124611603,0.0120000000,5.4644472834
897,1.4603001116,0.0124448167,0.0120000000,5.4669426969
898,1.4617551941,0.0124738497,0.0120000000,5.4700715153
899,1.4631135567,0.0123643621,0.0120000000,5.4727716807
900,1.4645475196,0.0127940355,0.0120000000,5.4753253153
901,1.4664369130,0.0126451900,0.0120000000,5.4777726923
902,1.4680488901,0.0126469587,0.0120000000,5.4812916389
903,1.4694474771,0.0126217111,0.0120000000,5.4843164236
904,1.4708598840,0.0127086407,0.0120000000,5.4873722363
905,1.4727082431,0.0127101035,0.0120000000,5.4908911533
906,1.4736911053,0.0127659752,0.0120000000,5.4943273663
907,1.4747659307,0.0126869788,0.0120000000,5.4971321716
908,1.4760322000,0.0126889901,0.0120000000,5.5007403267
909,1.4776136677,0.0126543923,0.0120000000,5.5038166197
910,1.4788546647,0.0125665839,0.0120000000,5.5069855142
911,1.4798802036,0.0127113897,0.0120000000,5.5110272080
912,1.4811517107,0.0125616224,0.0120000000,5.5141140710
913,1.4823437132,0.0127547576,0.0120000000,5.5170291215
914,1.4838743512,0.0126832667,0.0120000000,5.5206046005
915,1.4854462573,0.0126756916,0.0120000000,5.5246787567
916,1.4869632296,0.0125735439,0.0120000000,5.5285139701
917,1.4888452148,0.0127295555,0.0120000000,5.5315641907
918,1.4906260035,0.0128898832,0.0120000000,5.5349680368
919,1.4926405709,0.0128648165,0.0120000000,5.5385140760
920,1.4949545578,0.0130608666,0.0120000000,5.5421013502
921,1.4966424846,0.0132396089,0.0120000000,5.5460314325
922,1.4980455713,0.0134142751,0.0120000000,5.5490979821
923,1.4997726662,0.0134649808,0.0120000000,5.5531417059
924,1.5007895097,0.0134230672,0.0120000000,5.5561950690
925,1.5016891128,0.0135795601,0.0120000000,5.5591376032
926,1.5034489077,0.0136780484,0.0120000000,5.5628989406
927,1.5050477462,0.0137137105,0.0120000000,5.5664547646
928,1.5062819571,0.0137430116,0.0120000000,5.5699022882
