t,gamma,leak,mass_total,mass_out
9.99,0.0,0.0019687314313748924,35.5365914445415,0.06996200454079891
10.0,0.0,0.001973146626156633,35.53303753680618,0.07011189313284807
10.01,0.0,0.001977568471554979,35.5294839857751,0.07026198734088834
10.02,0.0,0.001981996993020033,35.52593079217938,0.07041228800433932
10.03,0.0,0.0019864321418790443,35.52237795411166,0.07056279332402496
10.040000000000001,0.0,0.0019908739177826986,35.518825471385355,0.07071350322125887
10.05,0.0,0.001995322326611157,35.51527334403576,0.07086441783905464
10.06,0.0,0.001999777368758791,35.51172157190308,0.07101553712515715
10.07,0.0,0.00200423904807366,35.508170154950676,0.07116686115019791
10.08,0.0,0.002008707370114396,35.50461909320288,0.07131839004562293
10.09,0.0,0.0020131823744178037,35.50106838789287,0.07147012515150902
10.1,0.0,0.0020176640499086204,35.497518038453336,0.07162206600717208
10.11,0.0,0.002022152378048561,35.49396804405181,0.07177421188666103
10.120000000000001,0.0,0.0020266473720367815,35.490418404985036,0.07192656319295078
10.13,0.0,0.0020311490435079324,35.486869121494124,0.072079120273216
10.14,0.0,0.0020356573865131784,35.48332019319507,0.0722318828492918
10.15,0.0,0.002040172398918531,35.47977161983981,0.07238485077873223
10.16,0.0,0.0020446941200281217,35.476223402653574,0.07253802539221185
10.17,0.0,0.0020492225815002337,35.47267554258953,0.07269140774810756
10.18,0.0,0.0020537577226938625,35.46912803732012,0.07284499562386565
10.19,0.0,0.0020582995626558264,35.465580887350825,0.0729987896297711
10.200000000000001,0.0,0.0020628480984613744,35.46203409240634,0.07315278959509491
10.21,0.0,0.0020674033594514055,35.45848765335805,0.07330699649562068
10.22,0.0,0.002071965328825537,35.45494156943785,0.07346140966741257
10.23,0.0,0.0020765340414460117,35.45139584171341,0.07361603028209757
10.24,0.0,0.002081109475072102,35.44785046922374,0.07377085748244266
10.25,0.0,0.002085691620134325,35.44430545145843,0.07392589086159032
10.26,0.0,0.002090280477884065,35.440760788291726,0.07408113039712735
10.27,0.0,0.0020948760550360272,35.4372164797921,0.07423657626064667
10.28,0.0,0.0020994783535654466,35.43367252585984,0.07439222845537152
10.290000000000001,0.0,0.0021040873772954047,35.43012892646106,0.0745480870501176
10.3,0.0,0.002108703139253,35.426585681888774,0.07470415244041635
10.31,0.0,0.0021133256302269007,35.42304279164664,0.07486042423221322
10.32,0.0,0.0021179548539520545,35.41950025569817,0.07501690249111409
10.33,0.0,0.002122590814158703,35.41595807400688,0.07517358728251888
10.34,0.0,0.0021272335277140626,35.41241624700267,0.0753304791379924
10.35,0.0,0.002131883002909065,35.408874774811096,0.07548757828455746
10.36,0.0,0.0021365392322749113,35.40533365699865,0.07564488438996311
10.370000000000001,0.0,0.002141202213711679,35.401792893322614,0.07580239731254691
10.38,0.0,0.0021458719699360227,35.398252484420894,0.07596011779103912
10.39,0.0,0.002150548508156271,35.394712430381176,0.07611804601377861
10.4,0.0,0.0021552318104006386,35.39117273039824,0.07627618127594007
10.41,0.0,0.002159921879001856,35.387633384387364,0.07643452359303693
10.42,0.0,0.002164618726658908,35.384094392631624,0.07659307334815904
10.43,0.0,0.002169322393250089,35.38055575637789,0.07675183188794607
