t,norm,width_fwhm,peak_a2,chi
2188,5.591608045045412,1.0,10.380737648610818,0.2
2189,5.591608045045411,1.0,10.396175411438612,0.2
2190,5.591608045045411,1.0,10.412716660593437,0.2
2191,5.59160804504541,1.0,10.43036361088057,0.2
2192,5.59160804504541,1.0,10.449117479879526,0.2
2193,5.591608045045411,1.0,10.468978471168395,0.2
2194,5.591608045045411,1.0,10.489945756359399,0.2
2195,5.591608045045411,1.0,10.512017455963099,0.2
2196,5.591608045045411,1.0,10.535190619108247,0.2
2197,5.591608045045412,1.0,10.559461202154424,0.2
2198,5.59160804504541,1.0,10.58482404624513,0.2
2199,5.591608045045411,1.0,10.611272853859878,0.2
2200,5.591608045045412,1.0,10.63880016443531,0.2
2201,5.591608045045412,1.0,10.667397329137343,0.2
2202,5.591608045045411,1.0,10.697054484878748,0.2
2203,5.591608045045412,1.0,10.727760527689377,0.2
2204,5.591608045045412,1.0,10.759503085559658,0.2
2205,5.59160804504541,1.0,10.792268490891896,0.2
2206,5.59160804504541,1.0,10.826041752708047,0.2
2207,5.59160804504541,1.0,10.860806528777191,0.2
2208,5.59160804504541,1.0,10.896545097841207,0.2
2209,5.591608045045412,1.0,10.933238332132067,0.2
2210,5.591608045045411,1.0,10.970865670389854,0.2
2211,5.591608045045411,1.0,11.009405091606258,0.2
2212,5.591608045045411,1.0,11.048833089733685,0.2
2213,5.591608045045411,1.0,11.089124649615984,0.2
2214,5.591608045045411,1.0,11.130253224411977,0.2
2215,5.591608045045411,1.0,11.17219071479793,0.2
2216,5.591608045045411,1.0,11.214907450249765,0.2
2217,5.59160804504541,1.0,11.258372172719351,0.2
2218,5.591608045045411,1.0,11.302552023032291,0.2
2219,5.591608045045411,1.0,11.34741253034628,0.2
2220,5.591608045045411,1.0,11.392917605019623,0.2
2221,5.59160804504541,1.0,11.439029535248373,0.2
2222,5.591608045045412,1.0,11.485708987837524,0.2
2223,5.59160804504541,1.0,11.532915013476735,0.2
2224,5.591608045045412,1.0,11.580605056893775,0.2
2225,5.591608045045411,1.0,11.628734972258345,0.2
2226,5.59160804504541,1.0,11.677259044206723,0.2
2227,5.591608045045411,1.0,11.726130014850728,0.2
2228,5.59160804504541,1.0,11.775299117125297,0.2
2229,5.591608045045411,1.0,11.824716114815503,0.2
2230,5.591608045045411,1.0,11.87432934958614,0.2
2231,5.591608045045411,1.0,11.924085795315891,0.2
2232,5.591608045045412,1.0,11.97393112001136,0.2
2233,5.591608045045411,1.0,12.023809755546342,0.2
2234,5.591608045045411,1.0,12.07366497543587,0.2
2235,5.591608045045411,1.0,12.123438980814582,0.2
2236,5.59160804504541,1.0,12.173072994744224,0.2
2237,5.591608045045411,1.0,12.222507364925276,0.2
2238,5.591608045045411,1.0,12.271681674833443,0.2
2239,5.591608045045411,1.0,12.320534863243186,0.2
2240,5.591608045045411,1.0,12.36900535203726,0.2
2241,5.591608045045411,1.0,12.41703118213486,0.2
2242,5.591608045045411,1.0,12.4645501573006,0.2
2243,5.591608045045411,1.0,12.511499995523634,0.2
2244,5.59160804504541,1.0,12.557818487581,0.2
2245,5.591608045045411,1.0,12.603443662322466,0.2
2246,5.591608045045412,1.0,12.648313958136477,0.2
2247,5.591608045045412,1.0,12.6923683999794,0.2
2248,5.591608045045411,1.0,12.735546781273591,0.2
2249,5.591608045045411,1.0,12.777789849905272,0.2
2250,5.591608045045411,1.0,12.819039497481608,0.2
2251,5.591608045045411,1.0,12.859238950938856,0.2
2252,5.591608045045411,1.0,12.898332965530875,0.2
2253,5.591608045045411,1.0,12.936268018170987,0.2
2254,5.591608045045411,1.0,12.97299250005134,0.2
2255,5.591608045045411,1.0,13.008456907422547,0.2
2256,5.591608045045411,1.0,13.042614029385028,0.2
2257,5.591608045045411,1.0,13.075419131521436,0.2
2258,5.591608045045411,1.0,13.106830134188494,0.2
2259,5.591608045045411,1.0,13.136807784286857,0.2
2260,5.591608045045411,1.0,13.165315819339531,0.2
2261,5.591608045045411,1.0,13.192321122733638,0.2
2262,5.59160804504541,1.0,13.217793869016567,0.2
2263,5.591608045045411,1.0,13.24170765818625,0.2
2264,5.59160804504541,1.0,13.264039637975726,0.2
2265,5.59160804504541,1.0,13.284770613204422,0.2
2266,5.59160804504541,1.0,13.303885141351374,0.2
2267,5.591608045045411,1.0,13.321371613599032,0.2
2268,5.591608045045412,1.0,13.33722232069834,0.2
2269,5.591608045045411,1.0,13.351433503116192,0.2
2270,5.591608045045412,1.0,13.364005385043537,0.2
2271,5.591608045045412,1.0,13.374942191964347,0.2
2272,5.591608045045411,1.0,13.384252151612396,0.2
2273,5.591608045045411,1.0,13.391947478270541,0.2
2274,5.591608045045412,1.0,13.39804434049681,0.2
2275,5.591608045045411,1.0,13.402562812489089,0.2
2276,5.591608045045411,1.0,13.405526809425913,0.2
2277,5.591608045045411,1.0,13.406964007241706,0.2
2278,5.59160804504541,1.0,13.406905747410516,0.2
2279,5.591608045045411,1.0,13.405386927420446,0.2
2280,5.59160804504541,1.0,13.402445877721053,0.2
2281,5.591608045045411,1.0,13.398124226016503,0.2
2282,5.591608045045412,1.0,13.392466749857219,0.2
2283,5.591608045045411,1.0,13.385521218551917,0.2
2284,5.591608045045411,1.0,13.377338225478626,0.2
2285,5.591608045045411,1.0,13.367971011918423,0.2
2286,5.59160804504541,1.0,13.35747528356814,0.2
2287,5.591608045045411,1.0,13.345909020908271,0.2
2288,5.591608045045412,1.0,13.333332284610194,0.2
2289,5.591608045045411,1.0,13.31980701716318,0.2
2290,5.591608045045411,1.0,13.30539684188585,0.2
2291,5.59160804504541,1.0,13.290166860461149,0.2
2292,5.591608045045411,1.0,13.274183450097732,0.2
2293,5.59160804504541,1.0,13.257514061375792,0.2
2294,5.591608045045411,1.0,13.240227017782278,0.2
2295,5.59160804504541,1.0,13.222391317880403,0.2
