symbol_index,p0,p1,decoded_bit
0,0.4058189821301731,0.41406874078492995,1
1,2.277861539708397,0.7027618976857999,0
2,5.752794454846147,6.052743199081247,1
3,0.9241200907342095,426665.8559672039,1
4,222767.6746071454,327.5749325946425,0
5,273.86226217414026,408767.43039524136,1
6,208882.79205673066,244.4531712821163,0
7,223.03839898442808,393441.14237028337,1
8,213310.43016086082,245.88986548725865,0
9,236.0072737604475,388838.49673345435,1
10,218880.00060270814,296.7925050583382,0
11,221.18612981876763,392957.9044832765,1
12,228455.61079839864,249.5273915325174,0
13,277.2606276637763,390055.0808559454,1
14,228841.6684671367,249.73104452092667,0
15,327.5879768899929,389940.002593573,1
16,227115.6848205964,242.0908758050557,0
17,296.4154891660809,384076.01321227854,1
18,227909.1238744783,296.23021479279276,0
19,681.1624273412718,369037.3961770256,1
20,81.00972889229784,371797.3140449784,1
21,222177.19801662612,423.8312502855179,0
22,236966.3229750443,52.595237108349785,0
23,540.5077069660562,355179.21439230547,1
24,350.20464668080626,359250.66116751323,1
25,220388.73861931748,351.7969008013172,0
26,164.52643810156812,357257.07689864864,1
27,221714.14760781094,412.74577714500003,0
28,336.68999363917345,346562.8741601818,1
29,206873.0665598513,361.9153360596517,0
30,280.95390469834103,332441.6390527048,1
31,3.2407055430801046,328119.5556450656,1
32,9.54526844305467,335244.25798015797,1
33,195547.61290391017,659.5178644196197,0
34,440.0791076694905,308048.62951057125,1
35,70.19977725698553,318236.12940562353,1
36,189152.21905267262,293.0876519659806,0
37,233.73228564072133,307227.4169235387,1
38,194457.8143689745,253.78366813292095,0
39,160.5086758092577,303729.17145252286,1
40,9.39809889033469,307442.13535571843,1
41,1.950111309712327,307919.9947494485,1
42,187390.25551041996,325.1655429225687,0
43,193.90665501706664,299999.1149579272,1
44,186681.7926490597,259.00112531893154,0
45,118.290437811516,293063.0345560046,1
46,8.896258977779276,294284.2358538978,1
47,3.6724995851935054,298560.1293598729,1
48,1.8451287039709503,296043.1128529285,1
49,0.2981669518841642,294272.312769714,1
50,1.3132993495580112,290415.27558066725,1
51,1.1186290885790728,289364.30369182455,1
52,179347.14192647045,312.3769498362634,0
53,207.43740437854862,278254.49185407965,1
54,181640.125336937,232.48622262768788,0
55,164.70973470586898,276536.06808957417,1
56,178719.5734079445,225.440108597569,0
57,194.7681188798138,275505.11788643093,1
58,178171.03213367672,175.32948587351464,0
59,183000.66664348906,18.959878476779842,0
60,186031.47341108852,3.4380481785653267,0
61,184176.4723496487,8.954917702612388,0
62,180.46748016429314,263605.00278844096,1
63,176107.53012945887,239.58935549000256,0
64,183381.36989185945,10.855309465730217,0
65,183441.95584866276,6.106319889195428,0
66,182876.3725414001,1.1613791583465178,0
67,187425.69213487432,0.1611366326333097,0
68,183954.8966509205,0.3857851959915769,0
69,174.47126313436803,260431.71230242672,1
70,178300.58443906598,216.16325507687867,0
71,180248.1572793578,15.679069736773377,0
72,185891.7539086632,0.40921307842674587,0
73,216.97864171095068,258947.9121682643,1
74,46.30092063406995,262476.2103230455,1
75,1.1573948684935829,267785.1481209562,1
76,173165.29777234196,349.82553374764956,0
77,931.1515081671583,261454.92804248497,1
78,183401.29213005022,180.91680116174408,0
79,185195.0873024524,83.4718792208816,0
80,164598.75725517003,54.70832417829622,0
81,65.37894606527998,237400.72548237548,1
82,189175.3555769711,325.7253018657698,0
83,203348.12721885403,32.828184116931865,0
84,226.48691171756178,302298.9965247118,1
85,3.7650247236750056,319063.75216215575,1
86,4.577231523617088,322392.8522999248,1
87,203582.91331783117,584.9605521543847,0
88,196858.22768111,49.419274823706886,0
89,148.8196029440735,207935.2578723805,1
90,29.21149069821747,222834.56839874017,1
91,147293.73747864616,531.4908467932217,0
92,139793.76902117263,31.171383354695955,0
93,51.90813174745525,241665.7849482277,1
94,137432.83434569868,377.06497236001405,0
95,152913.38023634587,21.03507602733053,0
96,160534.41726131155,3.2192265923820975,0
97,172741.3592540062,2.82034493839886,0
98,185362.05570246733,396.4941896512619,0
