step,eta,mse,coherence,S,r_norm
0,0.0014928735319083269,5.925753233829509e-06,0.021669118442337425,3.289792041033139,0.007683485392919856
1,8.525094409635762e-07,2.153523474918769e-06,0.021669118442337425,3.2898930863298346,0.007684149786098472
2,1.567043217713941e-06,2.1711698299376182e-06,0.021669118442337425,3.289942639244825,0.007683645181461525
3,5.357845889781724e-08,4.631898434050859e-06,0.021669118442337425,3.290010741182714,0.007683787194942159
4,2.5282318169347515e-08,5.131916540556576e-06,0.021669118442337425,3.2899985344917284,0.007683495089249271
5,5.692614993030133e-07,3.02646526735381e-06,0.021669118442337425,3.289941324819515,0.007683698375769811
6,4.719918816712939e-07,1.962059347205035e-06,0.021669118442337425,3.289888784574276,0.007683665027874566
7,2.7771885737564065e-07,3.4270364504950004e-06,0.021669118442337425,3.2898979028253743,0.007683490803385916
8,5.766677213900362e-09,6.314966327659143e-06,0.021669118442337425,3.2898927830009166,0.00768348709869519
9,0.9839897915525236,6.688592483857962e-06,0.021669118442337425,3.289744979091987,0.007684906881589896
10,1.7515936218958566e-10,1.5172168172814777e-05,0.021669118442337425,3.2897473413807807,0.007683485756062825
11,5.0446896169661305e-09,6.628437370339264e-06,0.021669118442337425,3.2898924888637846,0.007684856249471099
12,1.645458749976507e-05,8.440834337582369e-06,0.021669118442337425,3.289860142971028,0.007683553477395144
13,4.28244589425386e-08,9.20163883443256e-06,0.021669118442337425,3.2897473321890427,0.0076843135058211305
14,3.2755468581365577e-07,6.392249469843197e-06,0.021669118442337425,3.289831823080269,0.007683949927863473
15,2.1690658477921157e-09,1.389756557074763e-05,0.021669118442337425,3.2898932242066112,0.0076837307267712774
16,1.2950015710848956e-11,1.5157907085942899e-05,0.02166911844233743,3.2899258458529115,0.00768355464319862
17,0.0002355489823097893,5.658503161388393e-06,0.02166911844233742,3.289893150672332,0.007683554955751013
18,8.605678113670258e-08,1.0076459842973739e-05,0.021669118442337425,3.2898932333984,0.007683485393365208
19,1.2473988053506173e-05,3.6201176283327428e-06,0.021669118442337425,3.2898932242066152,0.007683485392925361
20,6.302546186071268e-08,1.2652640470842204e-05,0.021669118442337425,3.289893196631259,0.007683485392969345
21,5.295774446140906e-06,4.257207066745049e-06,0.021669118442337425,3.2898932333984,0.007683485393007827
22,9.862104601804919e-08,3.372370712968239e-06,0.021669118442337425,3.2897755417783783,0.007684386709467203
23,6.654720663674884e-09,9.578870701848233e-06,0.021669118442337425,3.2897778948754373,0.007684980949674233
24,1.628926966165582e-09,7.283366596089488e-06,0.021504069705493248,3.2897685192543458,0.0076305466376865964
25,1.223757171917951e-08,1.277637240699625e-05,0.021669118442337425,3.289895439426891,0.007684533591143435
26,4.372668508291749e-07,2.784104478393291e-06,0.021669118442337425,3.2898436712916252,0.007683659787044306
27,1.082064191494362e-06,2.9651118591979225e-06,0.021996744504003518,3.2898697024278247,0.01029803441380387
28,1.2472596955883176e-07,3.2586530031183925e-06,0.021669118442337425,3.2898931506723317,0.007683521172182929
29,2.591036975219983e-07,2.6808461894840827e-06,0.021504069705493248,3.289890880301343,0.0076305412155510816
30,7.562086510416769e-08,1.0208128414444508e-05,0.021669118442337425,3.2898921211923686,0.007683485493122464
31,2.2380617118331046e-10,1.30694245502024e-05,0.021669118442337425,3.2898931506723286,0.007683485461887847
32,2.428840832526823e-09,1.382719723128534e-05,0.021669118442337425,3.289893196631255,0.007683485393057307
33,0.0003008397716622185,6.52548302035706e-06,0.021669118442337425,3.289817851566488,0.007683854804848777
34,1.1854283772821971e-09,6.969241910613101e-06,0.021669118442337425,3.2897826378366952,0.007683566085482623
35,1.722869469853123e-07,2.891908471120219e-06,0.021669118442337425,3.289893196631259,0.0076842807750802725
36,2.724683918609139e-08,1.0061531490475e-05,0.021669118442337425,3.290017864816383,0.00768449672650038
37,1.0542942911453792e-09,1.0365268892036333e-05,0.02183288580884304,3.2898155811954997,0.007741386902490205
38,1.0674821562616934e-07,9.937595694825642e-06,0.021669118442337425,3.2898931506723383,0.0076838769385610154
39,7.357476935056794e-10,1.3489805531417598e-05,0.021669118442337425,3.289892488863785,0.007683485421421936
40,4.180171020684026e-09,7.750265158571217e-06,0.021669118442337425,3.289892783000916,0.007684980595050761
41,1.0060415013440495e-07,4.4500865147553475e-06,0.021669118442337425,3.289803806518426,0.007684000559451388
42,2.3679753029986214e-06,2.814947232692119e-06,0.021669118442337425,3.2898927830009166,0.007684000559451391
43,9.569729378143618e-08,7.806830064012983e-06,0.021669118442337425,3.289893086329834,0.007683485398907277
44,8.018896175363423e-08,3.773131980022747e-06,0.021669118442337425,3.2898929024941266,0.007683485395119096
45,8.924183764181213e-08,1.818845916006925e-06,0.021669118442337425,3.2897636659916665,0.007684572197382297
46,4.6435851916682986e-08,4.643383640398712e-06,0.021669118442337425,3.2898932333984003,0.007684577769539496
47,1.0176385245813627e-07,6.316658519883788e-06,0.021504069705493248,3.2898531480223525,0.007630646166938437
48,1.532737606164589e-10,1.4382865336890162e-05,0.021504069705493248,3.2898932333983977,0.007630646166938422
49,3.316317675016218e-09,8.479308762940252e-06,0.02183288580884304,3.2898131913313007,0.007739157528004855
50,3.6000726977802826e-11,1.499229334019433e-05,0.021669118442337425,3.2898932242066126,0.007683902201638408
51,2.1691521123318242e-08,1.1852276804513917e-05,0.021669118442337425,3.2898930036037655,0.007683485396086754
52,9.92529522413344e-09,9.859833484924472e-06,0.021669118442337425,3.2899614364459286,0.00768379013489433
53,3.1124607801203713e-07,5.455304319657294e-06,0.021669118442337425,3.2898743258958714,0.007683981214314167
54,9.899265481600173e-08,2.8132957598557627e-06,0.021669118442337425,3.289759106866117,0.007684349237770913
55,2.1486885635036565e-10,6.893883266407641e-06,0.021669118442337425,3.289784981741961,0.007683528960862501
56,2.6429918935128618e-08,8.042383215179636e-06,0.021669118442337425,3.2898295527092793,0.007683614667221446
57,3.606099965766142e-07,2.992361925674897e-06,0.021669118442337425,3.2900380132099407,0.007686312741721408
