t,kappa,ang_err,bmag,leakage,spread
0.0,0.6979238665553018,0.7855210070160936,0.0009941163848078826,0.0004625121418934574,2.8309401799263716
0.01,0.8707303855171472,0.7855215248916867,0.000989974942619301,0.00046868984439968965,2.833220170324995
0.02,0.20600814229063213,0.7855221009783886,0.0009858646283070413,0.00047835049561787405,2.836752055897176
0.03,0.7794713108590621,0.7855229164953821,0.000981748903163646,0.00048499016949231106,2.839145685052059
0.04,1.3921255008551403,0.7855237368777233,0.0009776748897322345,0.000489975871695933,2.840926059802186
0.05,0.6897262537043253,0.7855244209786427,0.0009736701216955623,0.0004970791332922314,2.8434442676149763
0.06,1.596503223928003,0.7855254830791281,0.0009696324421607749,0.0005017477937658927,2.8450830929089896
0.07,1.541801255294628,0.7855262715192461,0.0009656902785144642,0.0005065462900142451,2.846756539096094
0.08,0.3123046555205702,0.7855272001583518,0.0009617617260612328,0.0005158916890087506,2.849993232675588
0.09,0.9954936274525943,0.7855286603719813,0.0009577711146990945,0.0005221155411314561,2.8521218523227216
0.1,1.1335579350579512,0.7855300651765678,0.0009538327231760175,0.0005279832573857396,2.854111975289456
0.11,1.7972856453195654,0.7855315255882078,0.0009499247063951156,0.0005324928696386403,2.855629703922743
0.12,2.626020006896411,0.7855327338092284,0.0009461053406183764,0.0005359919659052698,2.8568004323281384
0.13,2.617819426610521,0.7855333671991458,0.0009424343901821088,0.0005395141660907658,2.8579735094102436
0.14,1.7715874824459548,0.785534115830508,0.0009387798541001661,0.0005441308620412813,2.859503992501306
0.15,2.4192360136823634,0.7855356678077237,0.0009350130710093835,0.0005478947311306565,2.860744404452297
0.16,2.0079631867691847,0.7855368206112479,0.0009313597221227195,0.0005521923684523547,2.862153870889885
0.17,1.7064482581831046,0.7855384244439203,0.0009276610155964361,0.0005569931096308393,2.863719711027929
0.18,0.9792427825234656,0.7855403494804345,0.0009239418501295172,0.0005635934685603457,2.8658593077532695
0.19,1.676095806365176,0.7855427545075595,0.0009201738640571415,0.0005685145972522193,2.867441602474724
0.2,1.338584315838639,0.7855449223738424,0.0009164883582996111,0.0005741777508052482,2.869251355353123
0.21,2.427686176988839,0.7855473949044534,0.0009127863884011551,0.0005780680067022042,2.870486068310164
0.22,2.8991665972550393,0.7855492016401118,0.0009092426151041178,0.0005815034011929268,2.871571296836855
0.23,3.0,0.7855506411003224,0.0009058013317151515,0.0005848653737992174,2.8726289367653863
0.24,2.948335862417765,0.7855520758365748,0.0009023967064157778,0.0005882843112936548,2.873700158361931
0.25,3.0,0.7855536775203724,0.000898998052721071,0.0005916721351495624,2.8747573063493683
0.26,3.0,0.7855553292169022,0.0008956260118489905,0.0005950728391836522,2.875814210356201
0.27,2.7423595350720245,0.7855570896510562,0.0008922701105524325,0.0005987213259407292,2.8769435610008256
0.28,2.4651417960856827,0.7855592429725098,0.0008888810032342982,0.0006026774760247769,2.8781628880583834
0.29,2.089390411703045,0.7855617842382108,0.000885460341125774,0.0006071338376654348,2.879530019135676
0.3,3.0,0.7855647669970587,0.0008819997295784497,0.0006105930398544648,2.880585824318838
0.31,2.0357036203874683,0.7855669679217847,0.0008787086107959793,0.0006151674647949061,2.8819763776111316
0.32,2.420568920095487,0.7855702182563524,0.0008752739459944535,0.0006192476095177313,2.883210228470693
0.33,2.2672453551901484,0.7855732497382673,0.0008719121298644321,0.0006235378260617802,2.8845015849049136
0.34,1.7388670586392365,0.7855765335362137,0.0008685432187605828,0.0006286785100517161,2.8860413810087593
0.35000000000000003,1.273924619190367,0.7855803430031756,0.0008651220700253235,0.0006349030750780209,2.887895007450884
0.36,1.67978398587939,0.7855845412293756,0.0008616725152340606,0.0006402202281028672,2.889467560746865
0.37,1.371011951388923,0.7855886216695902,0.0008582786130128794,0.0006462624973870984,2.8912440581186187
0.38,1.3894928529216521,0.7855930027099571,0.0008548712251328094,0.0006522955023777232,2.893006155430423
0.39,2.314205880036572,0.7855974907038181,0.0008514823044110003,0.0006566731302093396,2.8942765331721123
0.4,1.8500446960573216,0.7856014220076819,0.0008482189572879955,0.0006617857869586521,2.8957531979988054
0.41000000000000003,1.6426657441874886,0.7856058489871609,0.0008449102090258079,0.0006673277438414611,2.8973451123782152
0.42,0.8086721008888035,0.7856105355074128,0.0008415947945504919,0.000675467086005709,2.899669142058316
0.43,0.8373962837684105,0.7856157441610323,0.0008382314251815578,0.0006835440223194463,2.9019557535852027
0.44,1.6521267310245455,0.7856210625983646,0.0008348862213371831,0.0006891859844157322,2.9035398816885367
0.45,2.8986091543623758,0.7856260970262468,0.0008316207991573939,0.0006930460104457785,2.9046175202791797
0.46,2.9331291475619707,0.7856301195121573,0.0008285473922669702,0.0006968863689028294,2.9056854603952975
0.47000000000000003,2.8587688205217,0.7856342151435687,0.0008254947679799139,0.0007008150603918285,2.9067737160587317
0.48,2.2841058005652,0.7856385102097203,0.000822443311677878,0.0007054480122550392,2.9080519384959493
0.49,1.4343122719031007,0.7856435115160796,0.0008193156024553435,0.0007117242801204188,2.909775393859884
0.5,1.8283975383810946,0.7856492644393773,0.0008161063224459275,0.0007171585503456873,2.911258406874868
0.51,2.2923387178925845,0.7856548779145553,0.0008129519243705467,0.0007218511518071729,2.9125322131725166
0.52,2.1271633321952605,0.7856602242076516,0.0008098708511637343,0.0007268128759886903,2.9138728768218836
0.53,2.093550823076551,0.7856658352935568,0.0008067825104969415,0.0007318513269295882,2.915227706518698
0.54,2.8307665714958348,0.7856715931351217,0.0008037047801898854,0.0007359393691411393,2.916321677354162
