t,kappa,b0,b1,bmag,ang_err
0.54,2.2441508402281007,0.0005812357668696191,0.0005591866567860752,0.0008065511352766805,0.7660664115382847
0.55,2.7351148027536607,0.0005790323262898946,0.0005570571598540238,0.0008034868475795471,0.7660577622315721
0.56,2.2952654328771036,0.0005768940601054248,0.0005549887121051351,0.0008005118532220731,0.7660475607133641
0.5700000000000001,2.713830699234324,0.0005747166182824754,0.0005528845139099608,0.0007974838412478953,0.7660390333834264
0.58,2.575555905510528,0.0005725960709216388,0.0005508336799906837,0.0007945338277549781,0.7660292002652267
0.59,2.726574948738847,0.0005704693538757701,0.0005487777037209244,0.0007915758029479232,0.7660200155819861
0.6,2.35735843540166,0.0005683703194554843,0.000546747987022805,0.0007886559334408247,0.7660104239324323
0.61,2.66370925390789,0.0005662399864951295,0.00054468980195112,0.0007856937715519671,0.7660022643039976
0.62,2.8749917882088254,0.0005641533874189486,0.0005426727612318004,0.0007827916519222856,0.7659931918505309
0.63,3.0,0.0005621020802497646,0.0005406890316827672,0.0007799380601068018,0.7659834638619336
0.64,3.0,0.0005600762795367809,0.0005387295317912258,0.0007771196480103664,0.7659733818836028
0.65,2.4177696456002318,0.0005580598897024462,0.0005367793221341497,0.0007743144588379477,0.7659634482452171
0.66,1.9412306626736742,0.0005559849331243102,0.0005347753089522588,0.0007714297614988856,0.7659558049061022
0.67,0.6864812254572554,0.0005538752151197282,0.000532739573040171,0.0007684980199108837,0.7659497098660242
0.68,1.169391420950106,0.0005517051091885284,0.0005306483174843535,0.0007654842678681916,0.7659459814727918
0.6900000000000001,1.4350389574204627,0.0005495646708547296,0.0005285851202349464,0.0007625113486273237,0.765941772969315
0.7000000000000001,2.1746532539858294,0.0005474492805348115,0.0005265456920004147,0.0007595729593148234,0.7659372254259003
0.71,0.7013905551742852,0.0005454004876076233,0.000524568603446829,0.0007567257836262682,0.7659310098927827
0.72,0.7837720044111824,0.0005432722409182667,0.0005225182656344628,0.0007537705656723419,0.7659277773249604
0.73,0.5728856610116534,0.0005411569097199224,0.0005204804207864964,0.0007508333166287339,0.7659245874161593
0.74,0.9399169226774697,0.0005390458777223479,0.0005184470651445749,0.0007479022781396507,0.765921713881653
0.75,1.1296152705090066,0.0005369566559292396,0.0005164344538980753,0.0007450013392737728,0.7659185930531547
0.76,1.833685203543166,0.0005348856808884609,0.0005144392760621725,0.0007421256365164085,0.7659153353126569
0.77,0.9900593754282276,0.0005328677464717564,0.0005124938414263232,0.0007393226445401204,0.7659108145478126
0.78,0.880011523953983,0.0005308104566035377,0.0005105123423113725,0.0007364662874102928,0.765908007166249
0.79,0.7838350221190667,0.0005287588860493127,0.0005085366315728529,0.0007336180649544922,0.7659054606764419
0.8,1.3370933111307346,0.0005267139629240575,0.0005065675668514333,0.0007307792406226019,0.765903143718905
0.81,1.2917203231613248,0.0005247027565315602,0.0005046302885942076,0.0007279867518564407,0.7659001745712066
0.8200000000000001,2.0772383247768116,0.0005226987772730834,0.0005027001895449875,0.0007252044486428243,0.7658974097454898
0.8300000000000001,2.1412154457121275,0.0005207577385261689,0.0005008290243759287,0.0007225083625067839,0.7658930293110071
0.84,2.2803494934187527,0.0005188312639899067,0.0004989718534560023,0.0007198324742845953,0.765888603561534
0.85,2.768388946112546,0.0005169261494296132,0.0004971349883088473,0.0007171860571462363,0.765883907183869
0.86,2.542289896515927,0.0005150790466068949,0.0004953524840294239,0.0007146191347057455,0.7658777344200081
0.87,2.8212019977474094,0.0005132166119085071,0.0004935561909738341,0.0007120316035032763,0.765872484625544
0.88,2.553997785328982,0.0005113924034496903,0.0004917958734327214,0.0007094965619589035,0.7658663980788378
0.89,2.4173636763034776,0.0005095482591495949,0.0004900174793613899,0.0007069346210803888,0.7658613844750874
0.9,1.3145942832998228,0.0005076993077114571,0.00048823506138454285,0.000704366426099272,0.7658569472948877
0.91,1.416874986063946,0.0005057784023656596,0.00048638620272596996,0.0007017003138817506,0.7658553065972686
0.92,1.21973250241145,0.0005038720875061768,0.0004845513313931463,0.0006990544137066177,0.7658536083297625
0.93,1.7370285816596245,0.0005019647296584102,0.0004827159123012583,0.000696407382075949,0.7658523683304841
0.9400000000000001,2.733289266505891,0.0005000960411309364,0.0004809168589966127,0.0006938134299810022,0.765850266370347
0.9500000000000001,2.855254709853456,0.0004983219779156451,0.00047920619712059034,0.0006913489517114629,0.7658454331801403
0.96,3.0,0.0004965691254117088,0.00047751567956512246,0.0006889137250357915,0.7658403011768273
0.97,2.8504918905989363,0.0004948404742940542,0.0004758480862548146,0.0006865118325214315,0.7658347670765608
0.98,2.6829031926013136,0.0004931029790614705,0.0004741726878318098,0.0006840981551246429,0.7658299311132244
0.99,2.5246522160964364,0.0004913557737656169,0.00047248867284376635,0.0006816715062098986,0.7658258229169759
1.0,2.4997114825892583,0.0004896009581190302,0.00047079798771878194,0.0006792347483978766,0.765822372959784
1.01,2.830516466782957,0.00048785183791869886,0.0004691130018876167,0.0006768060462944045,0.7658191352530479
1.02,3.0,0.00048614388750768347,0.0004674667079109978,0.000674433838390564,0.7658149162764327
1.03,3.0,0.0004844621943413737,0.00046584523715116383,0.0006720977627715205,0.7658102116683718
1.04,3.0,0.00048278808324665,0.0004642312170797654,0.0006697723167139222,0.7658056464917413
1.05,3.0,0.0004811215140098608,0.0004626246072297379,0.0006674574431809191,0.7658012204786759
1.06,1.7212898839750075,0.00047946244664938604,0.000461025367372068,0.0006651530854679738,0.7657969333589509
1.07,2.704531198452674,0.00047769934557886825,0.0004593297168324696,0.0006627069137498685,0.7657965557794499
1.08,3.0,0.00047602454079695704,0.00045771659601133,0.0006603815909799069,0.7657935872299175
1.09,3.0,0.0004743882342697984,0.0004561396768419866,0.0006581091107127518,0.7657897042165267
1.1,3.0,0.00047275926987091246,0.00045456996714881404,0.0006558469198544368,0.7657859589787357
1.11,1.8545248057352508,0.00047113760876865354,0.0004530074278816089,0.0006535949633466861,0.7657823512349173
1.12,1.6283337118801995,0.00046942231925535565,0.0004513581127158211,0.0006512153712324863,0.7657823147882756
1.1300000000000001,1.1219376112389767,0.0004677007372876242,0.00044970329379398114,0.0006488274286037413,0.7657828852889734
1.1400000000000001,0.6239473039222343,0.00046596208309869795,0.0004480329306551657,0.0006464164059158264,0.7657844313651303
1.1500000000000001,0.34713617182006856,0.0004642159871965078,0.0004463559810241326,0.0006439954538386464,0.7657866258032202
1.16,0.29992189987620255,0.00046247332058769737,0.0004446825601532096,0.0006415794195263934,0.7657890967757783
1.17,0.9293955513213789,0.00046073833629001166,0.00044301662432246614,0.0006391741108284667,0.7657916971983965
1.18,1.4021348961770543,0.0004590252631403584,0.000441371420214937,0.0006367989657526351,0.7657939360773165
1.19,1.3443421289173219,0.00045733970047553177,0.00043975216244412305,0.0006344616347781255,0.7657956165765789
1.2,1.102770554644409,0.00045565918811650097,0.00043813793507774387,0.0006321314308505614,0.7657975082579154
1.21,0.8627395978687815,0.0004539761320108175,0.00043652166195473353,0.0006297979753787922,0.7657998719657222
1.22,1.315822604288079,0.0004522926926324943,0.0004349053506651023,0.0006274642171836475,0.7658026327828753
1.23,1.2025381050961872,0.0004506343102941583,0.00043331269514388043,0.0006251649169516354,0.7658049090247836
1.24,0.18521829302526682,0.00044897868762688197,0.0004317229244237029,0.0006228696054682003,0.7658074696250705
1.25,0.0,0.00044730638100250463,0.00043011791994138494,0.0006205517089979379,0.7658109889525444
1.26,0.28225250089443327,0.0004456413293833962,0.0004285199787698663,0.0006182439378267508,0.7658146361518487
1.27,0.5318149095312781,0.00044398545044641843,0.0004269308852446472,0.0006159489110176973,0.7658183426409919
1.28,0.057835194636458365,0.00044234079470183315,0.0004253525480837115,0.0006136694295944319,0.7658220348054248
