step,chi,peak,width,norm
0.0,0.02304717079754431,1.9854969435087464,2.8366612644332863,5.3252350565507856
1.0,0.009600158937595044,2.036052618662497,2.8206540674696954,5.429599065129077
2.0,0.027504511958064574,1.996654505928662,2.846518973918049,5.354211448017576
3.0,0.02940564716391214,2.077647042445748,2.8137748524639603,5.519641263554205
4.0,0.000489648113461636,2.1788589620563026,2.7758800956467184,5.728249345517791
5.0,0.006978204931376819,2.0494807484232678,2.851301198715394,5.487961041867491
6.0,0.021278404031672853,1.9901325116827935,2.8872832426980786,5.3722658113133175
7.0,0.01683757407656418,2.0313226757978637,2.874784159204341,5.455948540844405
8.0,0.019831988424957113,2.0412187284634484,2.8775916523774105,5.482073654527632
9.0,0.0114695607242642,2.0725807942218037,2.8648663836241095,5.549612938071071
10.0,0.02879397974862829,2.0445928602460413,2.891946019771568,5.496575334830764
11.0,0.02777791935428948,2.1404925647431403,2.8460248078880452,5.69307429770674
12.0,0.02066030697561216,2.2375680916126934,2.8009677730219265,5.8927636428597605
13.0,0.03127241206968033,2.282223737599754,2.7791895573835688,5.9881403154964135
14.0,0.024675093422520455,2.4277952312091426,2.7230786243854435,6.2818767347865085
15.0,0.011407075371167617,2.5218406047521698,2.6933800795509146,6.475048578887918
16.0,0.02368750784082499,2.464961157658496,2.7222265763272073,6.375671658831723
17.0,0.01041117399171001,2.5514591761412935,2.701547395947044,6.5544881297235085
18.0,0.028784503013072726,2.4794731590782284,2.7358194027752654,6.427478008376498
19.0,0.019500740890137473,2.6227631978342507,2.681475430006457,6.722871615112705
20.0,0.018151376364547393,2.6621511757626553,2.6720515962130813,6.8166852832677085
21.0,0.013190704555960586,2.684242498473453,2.670643245904015,6.874553178203332
22.0,0.0322254133867403,2.637293311699709,2.694283229912917,6.799228148473757
23.0,0.01845470517931198,2.8410211010648383,2.6273173020171456,7.220342286135394
24.0,0.015716721778368928,2.862829187658851,2.622606255495395,7.288320088753709
25.0,0.016478664495117704,2.8433876400275144,2.6338427311839436,7.270760038763118
26.0,0.02532309185553349,2.835054226610265,2.638639800976482,7.276787861851106
27.0,0.023654440643640782,2.9614344545412363,2.6066585304420973,7.555909683428208
28.0,0.02412732611595988,3.06614508434732,2.582716578483391,7.794728479942503
29.0,0.02430821003007883,3.1796741581369865,2.5536124234527833,8.058508572277896
30.0,0.04141647600870462,3.295128983132878,2.5227774191613075,8.335645364129014
31.0,0.015935849836153843,3.7081947118744285,2.425149809940446,9.271272794787855
32.0,0.014877572709284626,3.5886687739941854,2.4633194128781635,9.10373656628285
33.0,0.011862272717521223,3.4656674115053083,2.5059336425172716,8.909968218837305
34.0,0.026159794225754956,3.2937411723791725,2.5547520508960933,8.597846400654944
