t,C,sigma,norm
502,0.9982412062828783,1.0,0.05250257660978834
503,0.9982436357608248,1.0,0.05242318868915285
504,0.9982460553674652,1.0,0.05234402773376457
505,0.9982484651668994,1.0,0.052265092648176255
506,0.9982508652226584,1.0,0.05218638234450615
507,0.9982532555977127,1.0,0.05210789574237053
508,0.9982556363544782,1.0,0.05202963176881663
509,0.9982580075548199,1.0,0.05195158935825665
510,0.9982603692600613,1.0,0.051873767452402235
511,0.9982627215309895,1.0,0.05179616500019978
512,0.9982650644278592,1.0,0.05171878095776642
513,0.9982673980104014,1.0,0.051641614288326705
514,0.9982697223378277,1.0,0.05156466396214994
515,0.9982720374688349,1.0,0.05148792895648827
516,0.9982743434616136,1.0,0.051411408255515344
517,0.9982766403738509,1.0,0.05133510085026569
518,0.9982789282627375,1.0,0.05125900573857476
519,0.9982812071849719,1.0,0.051183121925019545
520,0.9982834771967678,1.0,0.05110744842085991
521,0.9982857383538576,1.0,0.05103198424398045
522,0.9982879907114961,1.0,0.05095672841883314
523,0.9982902343244711,1.0,0.05088167997638035
524,0.9982924692471017,1.0,0.05080683795403871
525,0.998294695533248,1.0,0.050732201395623365
526,0.9982969132363148,1.0,0.050657769351292965
527,0.9982991224092557,1.0,0.05058354087749519
528,0.9983013231045784,1.0,0.05050951503691278
529,0.9983035153743498,1.0,0.05043569089841023
530,0.9983056992701996,1.0,0.05036206753698105
531,0.9983078748433276,1.0,0.0502886440336954
532,0.9983100421445037,1.0,0.05021541947564852
533,0.998312201224077,1.0,0.05014239295590954
534,0.998314352131978,1.0,0.05006956357347087
535,0.998316494917722,1.0,0.04999693043319809
536,0.9983186296304168,1.0,0.049924492645780374
537,0.9983207563187639,1.0,0.049852249327681473
538,0.998322875031063,1.0,0.04978019960109111
539,0.9983249858152177,1.0,0.04970834259387696
540,0.9983270887187393,1.0,0.049636677439537064
541,0.9983291837887491,1.0,0.049565203277152775
542,0.9983312710719855,1.0,0.049493919251342174
543,0.9983333506148047,1.0,0.04942282451221392
544,0.9983354224631869,1.0,0.04935191821532165
545,0.9983374866627384,1.0,0.049281199521618815
546,0.9983395432586983,1.0,0.04921066759741388
547,0.998341592295939,1.0,0.04914032161432615
548,0.9983436338189705,1.0,0.04907016074924191
549,0.9983456678719467,1.0,0.049000184184271045
550,0.9983476944986678,1.0,0.04893039110670411
551,0.9983497137425801,1.0,0.048860780708969855
552,0.998351725646785,1.0,0.04879135218859315
553,0.9983537302540414,1.0,0.048722104748153264
554,0.9983557276067653,1.0,0.0486530375952427
555,0.9983577177470386,1.0,0.04858414994242633
556,0.9983597007166073,1.0,0.048515441007201045
557,0.9983616765568895,1.0,0.04844691001195563
558,0.9983636453089755,1.0,0.048378556183931255
559,0.9983656070136327,1.0,0.04831037875518217
560,0.9983675617113077,1.0,0.04824237696253695
561,0.9983695094421309,1.0,0.04817455004755996
562,0.9983714502459172,1.0,0.04810689725651337
563,0.9983733841621728,1.0,0.04803941784031937
564,0.9983753112300946,1.0,0.047972111054522926
565,0.9983772314885752,1.0,0.047904976159254785
566,0.9983791449762054,1.0,0.04783801241919487
567,0.9983810517312781,1.0,0.04777121910353605
568,0.9983829517917887,1.0,0.04770459548594826
569,0.9983848451954416,1.0,0.04763814084454298
570,0.99838673197965,1.0,0.04757185446183801
571,0.9983886121815385,1.0,0.047505735624722656
572,0.9983904858379505,1.0,0.04743978362442321
573,0.9983923529854453,1.0,0.04737399775646872
574,0.9983942136603033,1.0,0.04730837732065727
575,0.99839606789853,1.0,0.04724292162102235
576,0.9983979157358549,1.0,0.047177629965799696
577,0.9983997572077391,1.0,0.04711250166739442
