t,peak,symmetry_error,chi,norm
56,1.0157578684,0.0000585217,0.0140633457,4.6181660404
57,1.0166040166,0.0000626152,0.0153410051,4.6186806416
58,1.0163327140,0.0001645701,0.0063162338,4.6173195148
59,1.0164024823,0.0004907448,0.0088238277,4.6167112841
60,1.0169684249,0.0006188769,0.0099051108,4.6169088538
61,1.0169235170,0.0005309945,0.0063849508,4.6162196853
62,1.0181083953,0.0007256206,0.0203489658,4.6182911820
63,1.0177042463,0.0004734614,0.0096196285,4.6176472613
64,1.0182409408,0.0008230722,0.0135790542,4.6180338597
65,1.0183690381,0.0009496858,0.0107588518,4.6187242480
66,1.0189944731,0.0008992351,0.0196006698,4.6199375646
67,1.0199906655,0.0008661037,0.0183377327,4.6215990065
68,1.0204201626,0.0010794228,0.0150400926,4.6221205112
69,1.0199188878,0.0011966870,0.0014231526,4.6204511854
70,1.0204390084,0.0013887224,0.0122497391,4.6204655516
71,1.0204936767,0.0013520962,0.0152816937,4.6217658600
72,1.0208759854,0.0014407608,0.0168190156,4.6224318590
73,1.0211996845,0.0013526529,0.0090340462,4.6218105121
74,1.0220254574,0.0012980467,0.0207456545,4.6241190674
75,1.0215656357,0.0014381076,0.0056619313,4.6225364708
76,1.0211447558,0.0015091648,0.0088246655,4.6219669358
77,1.0215737868,0.0018196726,0.0164882399,4.6234179249
78,1.0220515026,0.0018018669,0.0122354621,4.6236274699
79,1.0226835622,0.0018673367,0.0216114844,4.6254522724
80,1.0229755767,0.0017458957,0.0129048921,4.6262292965
81,1.0230978176,0.0017347282,0.0089606684,4.6253847753
82,1.0230622491,0.0015073634,0.0101876952,4.6247411885
83,1.0230625528,0.0019633904,0.0067624986,4.6234758893
84,1.0230284418,0.0020102507,0.0058671352,4.6224789524
85,1.0228754785,0.0019008468,0.0150259752,4.6233086397
86,1.0233921686,0.0016977135,0.0147895959,4.6240858163
87,1.0236955417,0.0019451501,0.0182138823,4.6258762093
88,1.0235370878,0.0020252602,0.0083778922,4.6254305277
89,1.0240780694,0.0021447964,0.0201077158,4.6273878060
90,1.0237827077,0.0020322896,0.0106205390,4.6272333464
91,1.0243095812,0.0022771075,0.0195571597,4.6284275276
92,1.0242700962,0.0023528270,0.0099226279,4.6270745046
93,1.0244780066,0.0024079595,0.0084696802,4.6265697056
94,1.0246393663,0.0025616249,0.0131989698,4.6271631045
95,1.0244854415,0.0025421743,0.0169509748,4.6276476830
96,1.0243589955,0.0026318988,0.0127728460,4.6278444701
97,1.0247964015,0.0027711973,0.0091894616,4.6278308340
98,1.0238233605,0.0027974110,0.0055621454,4.6264120754
99,1.0237516531,0.0025545693,0.0052727030,4.6253682234
100,1.0236009426,0.0025335167,0.0144128777,4.6259750099
101,1.0243162021,0.0027464027,0.0167506226,4.6271933163
102,1.0242677920,0.0027212484,0.0112113860,4.6272486997
103,1.0240399190,0.0026663992,0.0068430487,4.6260313122
104,1.0243413030,0.0025152074,0.0161906023,4.6272757928
105,1.0243989413,0.0025603035,0.0058541091,4.6263349034
106,1.0239291560,0.0025744225,0.0085772731,4.6253801143
107,1.0238828131,0.0025581362,0.0149808857,4.6253920567
108,1.0232625621,0.0025362496,0.0011993224,4.6229091968
109,1.0236540627,0.0025467249,0.0138545741,4.6241959591
110,1.0233202642,0.0026181432,0.0092081240,4.6244207584
111,1.0239945263,0.0025667473,0.0125245425,4.6246471692
112,1.0246371699,0.0027584057,0.0116366327,4.6249662630
113,1.0250612218,0.0029062949,0.0129701491,4.6249688310
114,1.0257919231,0.0029294055,0.0153320253,4.6260553598
115,1.0256845946,0.0028756598,0.0083598252,4.6256380759
116,1.0263829790,0.0028322634,0.0188207137,4.6268120920
117,1.0263226361,0.0026400787,0.0154852502,4.6276827079
118,1.0267377792,0.0027527040,0.0160499168,4.6293005355
119,1.0272398712,0.0029447137,0.0175913471,4.6310012062
120,1.0275642120,0.0030460814,0.0157804235,4.6317301502
121,1.0276354999,0.0030402344,0.0160515777,4.6327488297
122,1.0279614551,0.0032622097,0.0123628493,4.6323102187
123,1.0274614999,0.0032166598,0.0051514855,4.6309229016
124,1.0282951205,0.0035088063,0.0113517835,4.6317419966
125,1.0284396052,0.0036269145,0.0083063297,4.6316966043
126,1.0283044866,0.0037523617,0.0051708395,4.6303364962
127,1.0279298414,0.0035804152,0.0132405734,4.6302360433
128,1.0277947073,0.0033497352,0.0092709626,4.6297445603
129,1.0272593933,0.0032537411,0.0070569387,4.6288864866
130,1.0273300812,0.0032535993,0.0069935948,4.6281902246
131,1.0281310857,0.0033276901,0.0132884020,4.6287543275
132,1.0285742197,0.0029895269,0.0137216254,4.6286060573
133,1.0292979783,0.0031891620,0.0183477959,4.6304165329
134,1.0297423468,0.0029001104,0.0119332096,4.6309455070
135,1.0300538345,0.0024447312,0.0170008308,4.6331336950
136,1.0309556602,0.0021467366,0.0187308712,4.6347827103
137,1.0317218083,0.0020468980,0.0175207951,4.6370589886
138,1.0316811565,0.0023131271,0.0006465412,4.6350541396
139,1.0321492499,0.0022528182,0.0178976819,4.6367430988
140,1.0325708041,0.0022916190,0.0136301760,4.6374950312
141,1.0325150339,0.0025212373,0.0140341025,4.6378055496
142,1.0328388288,0.0024415072,0.0137818916,4.6382542686
143,1.0334118962,0.0021949246,0.0138372344,4.6393984020
144,1.0335676889,0.0021254415,0.0135331883,4.6399498787
145,1.0333011516,0.0021967194,0.0102772161,4.6397593412
146,1.0332245464,0.0024150418,0.0028721506,4.6378858972
147,1.0331023847,0.0023842195,0.0114772093,4.6385243266
148,1.0330824850,0.0023975298,0.0081420871,4.6378085381
149,1.0332891995,0.0022181243,0.0171847844,4.6389745199
150,1.0331733961,0.0022041460,0.0106139208,4.6390659866
151,1.0332566151,0.0022299714,0.0124006817,4.6394262575
152,1.0333084517,0.0021440811,0.0079218914,4.6386439942
153,1.0339062135,0.0019640197,0.0095490122,4.6390318043
154,1.0340113675,0.0018393971,0.0119446413,4.6395597447
155,1.0341750487,0.0016385585,0.0048701991,4.6379743163
156,1.0346501018,0.0017665524,0.0134432885,4.6385704922
157,1.0343781999,0.0017409326,0.0114908532,4.6383428508
158,1.0343209450,0.0016075074,0.0063085449,4.6376083917
159,1.0339848680,0.0014883371,0.0004884822,4.6354201685
160,1.0346815152,0.0016812719,0.0144626502,4.6364619821
161,1.0346103822,0.0013697472,0.0105715966,4.6365510795
162,1.0352818914,0.0013410968,0.0094559596,4.6361214761
163,1.0347658071,0.0012862863,0.0108664578,4.6358090630
164,1.0351370868,0.0013453330,0.0207190845,4.6377522586
165,1.0348369951,0.0014905432,0.0117609553,4.6380834663
166,1.0352470588,0.0017455027,0.0124157725,4.6386129363
167,1.0353356350,0.0019312519,0.0048620502,4.6372452771
168,1.0361458456,0.0018958951,0.0199072275,4.6400219423
169,1.0366617255,0.0018366946,0.0164039423,4.6414993817
170,1.0373625692,0.0020971307,0.0171212874,4.6431322498
171,1.0370403812,0.0019774879,0.0122288291,4.6432914769
172,1.0380512034,0.0019056342,0.0163999430,4.6446142567
173,1.0385226989,0.0019472533,0.0137805448,4.6451225379
174,1.0383769487,0.0020231592,0.0149433076,4.6461351779
175,1.0382104135,0.0019613412,0.0112694738,4.6461225658
176,1.0374268847,0.0020156928,0.0049253378,4.6449798287
177,1.0376535011,0.0021024303,0.0169385009,4.6462241388
178,1.0379399270,0.0021282052,0.0027121937,4.6445839945
