t,peak,symmetry_error,chi,norm
583,1.1824731923,0.0058118803,0.0136653734,4.8821630020
584,1.1822270284,0.0057854170,0.0114986541,4.8825460802
585,1.1826135062,0.0057758614,0.0081490198,4.8825067302
586,1.1824409305,0.0058648034,0.0078317319,4.8823498449
587,1.1830071058,0.0059954644,0.0140418932,4.8842538219
588,1.1835277183,0.0061465339,0.0070536938,4.8842542947
589,1.1844906730,0.0060944252,0.0151019650,4.8863726966
590,1.1845187754,0.0062667816,0.0046840879,4.8854894666
591,1.1847456372,0.0064267077,0.0093360811,4.8859998211
592,1.1851789686,0.0065872271,0.0121742689,4.8873361813
593,1.1850752576,0.0064082992,0.0059896707,4.8870208596
594,1.1859518396,0.0063463106,0.0151296521,4.8886446338
595,1.1863947215,0.0062417083,0.0119110137,4.8895764567
596,1.1862925062,0.0060384482,0.0070268463,4.8893082628
597,1.1862171909,0.0058918967,0.0047093365,4.8885772822
598,1.1858925626,0.0059947527,0.0044851710,4.8873832960
599,1.1862543892,0.0061761031,0.0122449629,4.8886850203
600,1.1865514687,0.0060979639,0.0064472155,4.8886402203
601,1.1859576075,0.0061275271,0.0054485779,4.8868435153
602,1.1863375436,0.0062022884,0.0108901155,4.8876171283
603,1.1881971841,0.0060448814,0.0229320025,4.8915060011
604,1.1884454769,0.0061994298,0.0133321937,4.8931378493
605,1.1895972428,0.0063034905,0.0156620104,4.8957368305
606,1.1903937137,0.0063577869,0.0130210481,4.8970130973
607,1.1911337910,0.0063152386,0.0157583144,4.8992303102
608,1.1908662289,0.0062984561,0.0055531745,4.8985863097
609,1.1910876431,0.0063152082,0.0099335425,4.8990108245
610,1.1919374676,0.0062634804,0.0132544841,4.9010914943
611,1.1928502016,0.0061791431,0.0119139993,4.9025176136
612,1.1928809640,0.0061641622,0.0110784325,4.9030901541
613,1.1930629893,0.0061362017,0.0088037948,4.9031518194
614,1.1940309264,0.0060751519,0.0107597611,4.9037575102
615,1.1947241427,0.0059679459,0.0082838504,4.9038812652
616,1.1938210283,0.0059923684,0.0003752015,4.9018524142
617,1.1943826379,0.0056460709,0.0062663595,4.9024776706
618,1.1957296168,0.0055137709,0.0142831341,4.9046524796
619,1.1975275441,0.0054119453,0.0194739742,4.9074047774
620,1.1988915822,0.0056794405,0.0207051848,4.9107440946
621,1.1996377601,0.0057278452,0.0124644084,4.9118399874
622,1.2015034794,0.0056879352,0.0162882414,4.9146142776
623,1.2020818985,0.0054066655,0.0163582940,4.9167564211
624,1.2024464292,0.0057592346,0.0086771559,4.9171866859
625,1.2024370523,0.0056623380,0.0038498888,4.9160336778
626,1.2032977264,0.0059758957,0.0121482591,4.9174152945
627,1.2032077612,0.0058397967,0.0035414352,4.9156282415
628,1.2038579087,0.0057022783,0.0104643379,4.9161504496
629,1.2045828669,0.0059904129,0.0149189620,4.9179754113
630,1.2041043697,0.0060210547,0.0051836665,4.9168110215
631,1.2047042569,0.0059439379,0.0121550178,4.9179599411
632,1.2061124587,0.0060855839,0.0179520870,4.9206923472
633,1.2066728935,0.0061930255,0.0137352599,4.9228070707
634,1.2070390332,0.0060679837,0.0145071442,4.9247090494
635,1.2078899207,0.0061926753,0.0163523540,4.9270096942
636,1.2093056324,0.0063081886,0.0203182227,4.9301687432
637,1.2100138539,0.0061245934,0.0127268308,4.9312844493
638,1.2109389093,0.0060262908,0.0179016041,4.9345606743
639,1.2113122073,0.0057717265,0.0116919878,4.9361394491
640,1.2118787010,0.0059664489,0.0093783897,4.9370871107
641,1.2121091928,0.0058141359,0.0135111407,4.9386991342
642,1.2123243591,0.0057426921,0.0090920983,4.9388747041
643,1.2118606477,0.0059240519,0.0092489798,4.9386603022
644,1.2119389866,0.0058382530,0.0090828450,4.9390320721
645,1.2116853809,0.0057600132,0.0009819639,4.9373123351
646,1.2129942554,0.0056862030,0.0125063975,4.9391105111
647,1.2135318563,0.0057626218,0.0059335903,4.9393043042
648,1.2141869603,0.0058398986,0.0114851082,4.9406477776
649,1.2157493508,0.0060782985,0.0189598501,4.9433537683
650,1.2161077729,0.0062169048,0.0094991984,4.9435878824
651,1.2166514147,0.0062080719,0.0093983560,4.9437214029
652,1.2184165261,0.0063742756,0.0185467650,4.9468382418
653,1.2191743781,0.0062028492,0.0146222677,4.9494020478
654,1.2211131767,0.0063437790,0.0166873301,4.9525996763
655,1.2219290693,0.0063533975,0.0102946021,4.9538050659
656,1.2230025648,0.0063527995,0.0155907994,4.9555738181
657,1.2229234432,0.0064513274,0.0087063908,4.9555125376
658,1.2232638082,0.0064363873,0.0087551917,4.9563564351
659,1.2244079901,0.0065885970,0.0148619725,4.9585046031
660,1.2246218667,0.0065197810,0.0091278088,4.9594532902
661,1.2258380021,0.0064282196,0.0156821690,4.9619944212
662,1.2281221925,0.0065445199,0.0234800858,4.9670381976
663,1.2282275209,0.0063705956,0.0039064678,4.9661020122
664,1.2284628217,0.0061797249,0.0083894190,4.9665540496
665,1.2300538110,0.0062957352,0.0173767017,4.9697569335
666,1.2304766063,0.0064552165,0.0113036248,4.9707729878
667,1.2318304549,0.0062672406,0.0175732313,4.9741721920
668,1.2321336123,0.0063155170,0.0071516915,4.9740189122
669,1.2331119876,0.0066199043,0.0135904521,4.9759309209
670,1.2332057557,0.0063266034,0.0112773297,4.9773128614
671,1.2334831346,0.0062172351,0.0126737795,4.9785176024
672,1.2345749321,0.0061688468,0.0135893569,4.9804310697
673,1.2348074334,0.0064919276,0.0061439695,4.9808578166
674,1.2352687854,0.0067387277,0.0068441401,4.9805001518
675,1.2365705416,0.0069318023,0.0187163712,4.9834295532
676,1.2375316771,0.0071367335,0.0134074258,4.9848909647
677,1.2376394387,0.0071636744,0.0125104624,4.9856426868
678,1.2381877928,0.0071574894,0.0117884413,4.9872573281
679,1.2391796794,0.0070303938,0.0137114040,4.9895977127
680,1.2391145374,0.0073897840,0.0064515037,4.9894897997
681,1.2387515435,0.0075031363,0.0072046688,4.9896315643
682,1.2399362898,0.0076533316,0.0182616396,4.9933266185
683,1.2404061177,0.0075430097,0.0127261211,4.9945125382
684,1.2416303897,0.0077349442,0.0160814442,4.9977549907
685,1.2413754510,0.0079585630,0.0090928128,4.9979546336
686,1.2428198686,0.0078333457,0.0186082818,5.0014043759
687,1.2437587325,0.0079518935,0.0136573363,5.0034713211
688,1.2447193548,0.0079150638,0.0143099799,5.0055826530
689,1.2452019700,0.0078758522,0.0146339008,5.0083029182
690,1.2453832025,0.0077903228,0.0081743557,5.0083608215
691,1.2451693042,0.0077379218,0.0030445399,5.0074594767
692,1.2451029607,0.0077351860,0.0068409472,5.0070825257
693,1.2461674629,0.0076238125,0.0198265097,5.0106898712
694,1.2481095703,0.0077953070,0.0182432831,5.0144911176
695,1.2488353288,0.0077673589,0.0103347774,5.0156216481
696,1.2501425171,0.0080135865,0.0105519536,5.0168499653
697,1.2516505864,0.0079597273,0.0169757082,5.0195228589
698,1.2528285884,0.0081170872,0.0111916326,5.0210337201
699,1.2534867671,0.0082375881,0.0057635526,5.0207444744
700,1.2550271678,0.0081753918,0.0180746068,5.0234554097
701,1.2557082493,0.0081929533,0.0142904572,5.0255065446
702,1.2552779162,0.0081439801,0.0000000000,5.0229572847
703,1.2569435295,0.0083242065,0.0104966875,5.0242804403
704,1.2578323220,0.0085127337,0.0126896170,5.0256550230
705,1.2589059948,0.0086082331,0.0143099848,5.0283599215
706,1.2590797000,0.0087016812,0.0127303257,5.0294623588
707,1.2601163602,0.0086455512,0.0089484394,5.0302629519
708,1.2609394464,0.0084603424,0.0114443566,5.0321099850
709,1.2609906792,0.0084403830,0.0134150415,5.0337349803
710,1.2613905363,0.0081910968,0.0107135804,5.0351866360
711,1.2614105869,0.0080149503,0.0102148765,5.0361422870
712,1.2628423861,0.0082138253,0.0180100029,5.0397978341
713,1.2635946862,0.0081414529,0.0074562831,5.0403336476
714,1.2642945840,0.0081516188,0.0103225753,5.0414052718
715,1.2635022936,0.0079789428,0.0022499087,5.0399901949
716,1.2646168883,0.0078762117,0.0145966558,5.0422126707
717,1.2659063302,0.0080488369,0.0159756694,5.0452282032
718,1.2665012315,0.0079552294,0.0146327368,5.0480970293
719,1.2679147202,0.0080043737,0.0164048279,5.0515384106
720,1.2685434514,0.0080408877,0.0141153924,5.0533014635
721,1.2697932852,0.0080259549,0.0136440739,5.0551999575
722,1.2709090911,0.0078502237,0.0142749459,5.0581078272
723,1.2721301863,0.0079417763,0.0107169195,5.0599086423
724,1.2735506899,0.0081154628,0.0177039737,5.0630175456
725,1.2744804581,0.0081038383,0.0103268541,5.0642298877
726,1.2751212689,0.0081864002,0.0049807108,5.0639388603
727,1.2764157874,0.0080710509,0.0160789613,5.0667029478
728,1.2780472109,0.0081402906,0.0208833733,5.0713920800
729,1.2784742285,0.0082226030,0.0073912746,5.0723365506
730,1.2793329007,0.0083404383,0.0115121706,5.0742739346
731,1.2797148762,0.0084805978,0.0087098783,5.0742075464
732,1.2809648221,0.0085913885,0.0101732004,5.0748343108
733,1.2820769234,0.0084153767,0.0122212463,5.0768094095
734,1.2826600191,0.0084110594,0.0060393194,5.0771554231
735,1.2826662710,0.0083049196,0.0106672624,5.0780151307
736,1.2828895139,0.0083225047,0.0049633565,5.0775797302
737,1.2833065415,0.0084838550,0.0092725073,5.0785953150
738,1.2830704148,0.0083806453,0.0063068657,5.0777746384
739,1.2832046200,0.0083173121,0.0069165086,5.0779931559
740,1.2826976448,0.0083536223,0.0037444287,5.0761361588
741,1.2849453664,0.0082564635,0.0178529020,5.0802892532
742,1.2856578366,0.0079782697,0.0144434836,5.0830451217
743,1.2848750647,0.0079060691,0.0027961726,5.0817059101
744,1.2851529392,0.0078219986,0.0091352275,5.0825857500
745,1.2863470569,0.0079481475,0.0087818947,5.0831999163
746,1.2867831154,0.0079409814,0.0086834682,5.0839624266
747,1.2862201274,0.0078294312,0.0050549591,5.0834128932
748,1.2875017122,0.0078059874,0.0156210515,5.0865428921
749,1.2878368072,0.0076490890,0.0100998538,5.0873497975
750,1.2893541112,0.0077367037,0.0142471148,5.0892688435
751,1.2908664723,0.0078102899,0.0145284277,5.0915298356
752,1.2925369323,0.0079549862,0.0186021375,5.0951957224
753,1.2927323110,0.0078012072,0.0032886131,5.0946007538
754,1.2949503544,0.0078046586,0.0203452901,5.0992602279
755,1.2964035317,0.0077639126,0.0180903133,5.1025720250
756,1.2978740109,0.0077312899,0.0147507168,5.1051918367
757,1.3002581136,0.0077069462,0.0234412427,5.1109546414
758,1.3014148295,0.0078161548,0.0129838973,5.1131261222
759,1.3030276886,0.0077820494,0.0159430988,5.1166172503
760,1.3038783822,0.0079841638,0.0084556129,5.1174835732
761,1.3053633101,0.0078867671,0.0174449156,5.1214004750
762,1.3057228357,0.0079778043,0.0128055647,5.1230928348
763,1.3065232581,0.0080982026,0.0098342393,5.1245084865
764,1.3090807493,0.0082736579,0.0221613082,5.1298248038
765,1.3097021033,0.0084189796,0.0105369616,5.1313829611
766,1.3103386760,0.0082426931,0.0120425344,5.1333490481
767,1.3109666374,0.0083828330,0.0110530562,5.1347996248
768,1.3113597386,0.0084482277,0.0083727796,5.1351957887
769,1.3118902962,0.0083152816,0.0145501075,5.1378283589
770,1.3132551274,0.0081986119,0.0155443661,5.1410640138
771,1.3147683260,0.0083342884,0.0137009881,5.1438254762
772,1.3136719056,0.0083929612,0.0006692243,5.1419094257
773,1.3155603856,0.0083613316,0.0168383856,5.1457894225
774,1.3161039924,0.0083911606,0.0103188559,5.1469195319
775,1.3163743789,0.0084443334,0.0061616476,5.1460086649
776,1.3178506230,0.0084581226,0.0148957486,5.1495259663
777,1.3187241357,0.0083542245,0.0147016772,5.1521950919
778,1.3191015663,0.0084897092,0.0069932462,5.1520473432
779,1.3216067350,0.0084937360,0.0238676913,5.1583716107
780,1.3215413470,0.0084207636,0.0061937926,5.1583035645
781,1.3212006617,0.0086329141,0.0036815870,5.1568805020
782,1.3217648573,0.0087433124,0.0064599772,5.1563757098
783,1.3236551844,0.0088020449,0.0188198392,5.1603858798
784,1.3242538010,0.0085494814,0.0111558877,5.1610600423
785,1.3248525236,0.0084465709,0.0102141279,5.1624221060
786,1.3253302739,0.0085738769,0.0117016429,5.1645106756
787,1.3260311904,0.0085689703,0.0091362532,5.1660756432
788,1.3267496779,0.0085613427,0.0086867356,5.1672647634
789,1.3272692215,0.0086618572,0.0089221656,5.1679023943
790,1.3284526235,0.0087035603,0.0153981865,5.1708701070
791,1.3297225438,0.0085949128,0.0168981883,5.1740861413
792,1.3299178924,0.0087501793,0.0069355557,5.1743044487
793,1.3315052533,0.0087797883,0.0131482943,5.1769792786
794,1.3332951229,0.0089544731,0.0157833948,5.1807369478
795,1.3337404007,0.0090925897,0.0068075906,5.1812100302
796,1.3348550316,0.0092031420,0.0095876804,5.1828748650
797,1.3351453291,0.0092148429,0.0070172920,5.1832255376
798,1.3347545459,0.0091202928,0.0058030630,5.1827183937
799,1.3360915781,0.0091146089,0.0124889418,5.1846795746
800,1.3366257327,0.0092101456,0.0084665646,5.1853524936
801,1.3377577516,0.0090496998,0.0150294196,5.1885551786
802,1.3382560492,0.0087377612,0.0118587748,5.1898160524
803,1.3397474604,0.0087770761,0.0139806113,5.1930478486
804,1.3411756725,0.0090123330,0.0105970420,5.1946131086
805,1.3421790722,0.0092194514,0.0089520126,5.1958141568
806,1.3429652800,0.0091718802,0.0115647690,5.1977271904
807,1.3439449140,0.0094831455,0.0119760186,5.1994458828
808,1.3440565124,0.0094721367,0.0086118936,5.1997245737
809,1.3456786985,0.0096044010,0.0140476582,5.2020475623
810,1.3474390285,0.0096649175,0.0155836553,5.2053378098
811,1.3487296213,0.0094871610,0.0127587970,5.2073407227
812,1.3505867249,0.0096554924,0.0202247563,5.2120645794
813,1.3512656457,0.0096074384,0.0089647728,5.2132476376
814,1.3522622713,0.0095260685,0.0144988628,5.2165284591
815,1.3530557218,0.0095970234,0.0100380730,5.2182775825
816,1.3540112755,0.0096304810,0.0131262216,5.2209337069
817,1.3539873794,0.0097022795,0.0080162432,5.2215226248
818,1.3551470595,0.0097617524,0.0173525922,5.2251126472
819,1.3562502713,0.0096657912,0.0128449003,5.2277964472
820,1.3580393623,0.0098571356,0.0177227736,5.2321344567
821,1.3578285551,0.0097461237,0.0059227412,5.2320772394
822,1.3582346469,0.0099263814,0.0096311270,5.2332130609
823,1.3585566940,0.0100288259,0.0077156842,5.2338258733
824,1.3591293048,0.0102056992,0.0094466790,5.2347753915
825,1.3599650504,0.0099545341,0.0086754735,5.2349980143
826,1.3611018724,0.0100560446,0.0114214035,5.2376014646
827,1.3621004899,0.0100757700,0.0119172137,5.2395511395
828,1.3625382208,0.0101994861,0.0118032726,5.2415408491
829,1.3633198519,0.0102873413,0.0093334854,5.2431107267
830,1.3650123215,0.0104980088,0.0128996409,5.2460602335
831,1.3664188838,0.0106512043,0.0162029544,5.2499511534
832,1.3668711801,0.0107761194,0.0076690773,5.2502435596
833,1.3684829106,0.0109251231,0.0120042654,5.2524338720
834,1.3687914865,0.0107754066,0.0116444597,5.2540523175
835,1.3693540628,0.0107485487,0.0142481022,5.2571814082
836,1.3701939531,0.0109007803,0.0116934788,5.2591843912
837,1.3714436819,0.0111560663,0.0119248089,5.2611546977
838,1.3714359834,0.0110797606,0.0072427402,5.2614287303
839,1.3727293191,0.0111538777,0.0121041784,5.2634411643
840,1.3729496237,0.0108905572,0.0075749545,5.2631595965
841,1.3742765437,0.0111395410,0.0144753804,5.2660814067
842,1.3752568483,0.0113685638,0.0115045491,5.2681135848
843,1.3759502004,0.0114832386,0.0121913204,5.2703180530
844,1.3773303613,0.0115703154,0.0077222862,5.2713179429
845,1.3793822376,0.0114827603,0.0158580364,5.2760293457
846,1.3807200321,0.0116199076,0.0153231068,5.2798777007
847,1.3821057734,0.0119392107,0.0161353149,5.2838053923
848,1.3854416556,0.0120852978,0.0226914532,5.2905116680
849,1.3862586873,0.0120043803,0.0117479070,5.2923522520
850,1.3890112754,0.0121680735,0.0177763336,5.2966238374
851,1.3899410889,0.0122412786,0.0114056265,5.2988523843
852,1.3908605683,0.0122728970,0.0138916190,5.3012764786
853,1.3924949158,0.0122319783,0.0137536197,5.3046192848
854,1.3935330635,0.0121651251,0.0132700405,5.3075942817
855,1.3954109705,0.0122625880,0.0151596297,5.3113834493
856,1.3967212903,0.0122197156,0.0105411054,5.3136405989
857,1.3974052498,0.0120956917,0.0121964750,5.3166538714
858,1.3991924095,0.0123511800,0.0145694863,5.3202114808
859,1.4017969442,0.0123186464,0.0203896987,5.3262221033
860,1.4020832687,0.0121753256,0.0079566880,5.3266080918
861,1.4024533896,0.0119755245,0.0033305634,5.3261693704
862,1.4034046756,0.0119749798,0.0096763896,5.3285444708
863,1.4045878249,0.0120586528,0.0124316565,5.3312753893
864,1.4061397608,0.0120649340,0.0128398900,5.3343226632
865,1.4072486117,0.0120536949,0.0124426454,5.3369178585
866,1.4098752431,0.0121724557,0.0176773926,5.3417159000
867,1.4116833396,0.0122818634,0.0166850390,5.3462380300
868,1.4125793029,0.0123480590,0.0117635141,5.3483989493
869,1.4127068436,0.0122210339,0.0097461738,5.3498330396
870,1.4130140012,0.0121763133,0.0103391574,5.3524374269
871,1.4135886055,0.0122842767,0.0102897401,5.3544074815
872,1.4147588897,0.0124003596,0.0109171225,5.3569520066
873,1.4146207602,0.0122142856,0.0044512773,5.3564641279
874,1.4156714513,0.0122518954,0.0097870044,5.3582928504
875,1.4167909017,0.0120858795,0.0099605759,5.3604535633
876,1.4180924708,0.0119126085,0.0110933741,5.3633748507
877,1.4194002583,0.0119103890,0.0107793599,5.3652369559
878,1.4206370193,0.0118548251,0.0152256343,5.3697264496
879,1.4214257344,0.0118901778,0.0094466719,5.3711338688
880,1.4224114074,0.0119882716,0.0098948270,5.3726935363
881,1.4231296521,0.0119096441,0.0146013060,5.3763650401
882,1.4241087907,0.0119194069,0.0108704887,5.3784354906
883,1.4254056743,0.0121853725,0.0130389827,5.3810283430
884,1.4265496161,0.0121030034,0.0152128114,5.3854271418
885,1.4283870110,0.0121152880,0.0140254536,5.3883456096
886,1.4301178673,0.0119722101,0.0132007798,5.3918939284
887,1.4312009776,0.0119418213,0.0110570805,5.3947440569
888,1.4331097232,0.0121860456,0.0152730917,5.3979703650
889,1.4339895552,0.0124306366,0.0128426397,5.4008581802
890,1.4343425918,0.0121558589,0.0095767068,5.4027360250
891,1.4354886464,0.0121258787,0.0112761159,5.4058456121
892,1.4350529462,0.0121000342,0.0061529790,5.4058556204
893,1.4363318861,0.0123069677,0.0073845313,5.4070695410
894,1.4357669601,0.0121294871,0.0029620414,5.4064087360
895,1.4366885450,0.0121852701,0.0087363294,5.4082253255
896,1.4388262425,0.0122678304,0.0184106180,5.4135476743
897,1.4394666192,0.0122450099,0.0093288536,5.4147353883
898,1.4415242981,0.0122801757,0.0157801959,5.4193230175
899,1.4428076067,0.0121681489,0.0119834407,5.4218523251
900,1.4435631146,0.0125942194,0.0086373656,5.4227859887
901,1.4465369686,0.0124552404,0.0184237417,5.4278471392
902,1.4485849441,0.0124609224,0.0147945881,5.4324209088
903,1.4483796941,0.0124155406,0.0035913573,5.4316188935
904,1.4506275310,0.0125128007,0.0169987306,5.4366850827
905,1.4514578096,0.0125018243,0.0068410008,5.4377813936
906,1.4522070819,0.0125547408,0.0111460131,5.4406739946
907,1.4537933611,0.0124795070,0.0152069444,5.4447139366
908,1.4547180668,0.0124769456,0.0105607048,5.4475162266
909,1.4572140451,0.0124517031,0.0173709315,5.4527884768
910,1.4590588367,0.0123704039,0.0156540661,5.4574102711
911,1.4586011144,0.0124988903,0.0044309971,5.4579271280
912,1.4593724559,0.0123409112,0.0097323160,5.4598338929
913,1.4607371192,0.0125380919,0.0133539539,5.4631745894
914,1.4616722049,0.0124589952,0.0092400063,5.4653418813
915,1.4629679124,0.0124472949,0.0109618728,5.4687715405
916,1.4651232479,0.0123500594,0.0158389676,5.4741415523
917,1.4672113358,0.0125094073,0.0135205503,5.4776973742
918,1.4680743383,0.0126608991,0.0075810286,5.4789278863
919,1.4701641866,0.0126369211,0.0128381106,5.4826659198
920,1.4718339987,0.0128274932,0.0090611058,5.4847354280
921,1.4723196157,0.0129933168,0.0061670767,5.4858265321
922,1.4725930653,0.0131570087,0.0065757319,5.4862291833
923,1.4744889667,0.0132089974,0.0133773866,5.4906886153
924,1.4753850680,0.0131646948,0.0118650542,5.4934711941
925,1.4761943167,0.0133224038,0.0120260727,5.4962155830
926,1.4767963835,0.0134084074,0.0064981966,5.4972477580
927,1.4781244014,0.0134406095,0.0111171382,5.5001780940
928,1.4782925097,0.0134571271,0.0070215955,5.5011217788
929,1.4784370708,0.0133694441,0.0075533096,5.5024302742
930,1.4794981021,0.0133945158,0.0112073916,5.5056380132
931,1.4795671362,0.0135906050,0.0053597258,5.5060874202
932,1.4816998167,0.0135724068,0.0152124829,5.5105774217
933,1.4853840514,0.0137047948,0.0239370377,5.5193530126
934,1.4872603048,0.0136542742,0.0142023516,5.5238372538
935,1.4876369812,0.0135169720,0.0069940649,5.5253326752
936,1.4893556574,0.0135403108,0.0106983095,5.5284263070
937,1.4891561450,0.0135956442,0.0045338979,5.5287230109
938,1.4899200864,0.0137143582,0.0101874414,5.5309803628
939,1.4917063320,0.0136792753,0.0144351069,5.5347159538
940,1.4936271859,0.0135136687,0.0148290469,5.5400620397
941,1.4944299603,0.0135600822,0.0070476348,5.5407413297
942,1.4960978811,0.0134650186,0.0134358991,5.5447759095
943,1.4986368089,0.0134342355,0.0175507585,5.5506330359
944,1.5016863161,0.0132067796,0.0204244396,5.5587804110
945,1.5024904698,0.0127746010,0.0086361846,5.5603210401
946,1.5030966994,0.0127568593,0.0078518399,5.5613557315
947,1.5050107488,0.0126448654,0.0122611962,5.5653769430
948,1.5049331781,0.0127131818,0.0000000000,5.5632525257
949,1.5060720120,0.0127042962,0.0094510368,5.5659781133
950,1.5077692117,0.0126939323,0.0106993201,5.5690484791
951,1.5085648347,0.0126486254,0.0097951585,5.5716080710
952,1.5087820933,0.0127943549,0.0043974085,5.5716341884
953,1.5110669011,0.0127656583,0.0108213547,5.5745681157
954,1.5115918442,0.0127099225,0.0082722786,5.5761886889
955,1.5137890666,0.0129885042,0.0156359187,5.5816872766
956,1.5141775991,0.0128589869,0.0075913209,5.5827678384
957,1.5153211673,0.0128228861,0.0106447434,5.5860506322
958,1.5169015707,0.0129194777,0.0108818500,5.5887290799
959,1.5186589317,0.0132222123,0.0147243428,5.5936554527
960,1.5172983698,0.0133378086,0.0000000000,5.5908658560
961,1.5182707849,0.0133040930,0.0103650003,5.5929710604
962,1.5204375939,0.0132829228,0.0156461527,5.5978618927
963,1.5215317770,0.0131733065,0.0102638965,5.6002049346
964,1.5214856114,0.0131826173,0.0046707026,5.6002400040
965,1.5229537766,0.0131875733,0.0135676712,5.6044060874
966,1.5245038837,0.0134073991,0.0136160971,5.6087499134
967,1.5260473409,0.0131560240,0.0107016509,5.6123343857
968,1.5267099546,0.0132181847,0.0064329806,5.6137149615
969,1.5271210354,0.0130954272,0.0084447593,5.6152973804
970,1.5279881038,0.0130637621,0.0104939688,5.6180916700
971,1.5290754804,0.0129108283,0.0077974423,5.6204747552
972,1.5287888067,0.0126892445,0.0027831439,5.6193421815
973,1.5296395990,0.0127687502,0.0083074234,5.6216555847
974,1.5318030098,0.0127726956,0.0117036291,5.6255528237
975,1.5324737852,0.0127991182,0.0095661117,5.6279377241
976,1.5337859134,0.0128715871,0.0116372504,5.6308530143
977,1.5358728650,0.0129006453,0.0124015583,5.6352786729
978,1.5384093894,0.0130340030,0.0163035624,5.6415489004
979,1.5425673832,0.0128604046,0.0225783558,5.6500024826
980,1.5454025645,0.0128783933,0.0155125384,5.6549233222
981,1.5454607584,0.0130520444,0.0052592230,5.6554201026
982,1.5446000457,0.0132694678,0.0000000000,5.6535202175
983,1.5455333632,0.0134370580,0.0115465816,5.6564560976
984,1.5475532352,0.0135427802,0.0123426645,5.6605969355
985,1.5479026117,0.0137325171,0.0064230081,5.6618599630
986,1.5503051134,0.0138165407,0.0133057543,5.6667302972
987,1.5506784794,0.0137548985,0.0083186900,5.6682751187
988,1.5526935668,0.0137814292,0.0139328147,5.6728113690
989,1.5540773284,0.0138455176,0.0104375128,5.6757014065
990,1.5561376205,0.0140476896,0.0139078204,5.6801348219
991,1.5561257120,0.0141467992,0.0036326631,5.6793690708
992,1.5566805860,0.0140815011,0.0098953590,5.6824425141
993,1.5580982634,0.0143283776,0.0112867392,5.6858362786
994,1.5584687788,0.0143568756,0.0051606013,5.6857910792
995,1.5623238582,0.0145432618,0.0210352236,5.6947019691
996,1.5636973314,0.0146142685,0.0094042876,5.6975593202
997,1.5667336863,0.0147550937,0.0186718643,5.7047076357
998,1.5676401496,0.0146718486,0.0088111580,5.7068528554
999,1.5693298930,0.0148525169,0.0108961385,5.7105887408
1000,1.5720622355,0.0147799400,0.0176827292,5.7170075892
1001,1.5741243850,0.0149142154,0.0134583689,5.7220938905
1002,1.5760637049,0.0148526122,0.0129218609,5.7264454612
1003,1.5782585050,0.0148853532,0.0132765286,5.7313827646
1004,1.5786898794,0.0146838268,0.0054424422,5.7324054655
1005,1.5796309634,0.0146064116,0.0101301433,5.7346777384
1006,1.5809604658,0.0148164212,0.0074090609,5.7360337046
1007,1.5828700890,0.0145715692,0.0129475855,5.7408979160
1008,1.5839647410,0.0147190152,0.0093888090,5.7436752679
1009,1.5858649276,0.0147284602,0.0117885162,5.7476893676
1010,1.5875904277,0.0145705310,0.0116289957,5.7520336316
1011,1.5889204765,0.0145903085,0.0118254222,5.7552799186
1012,1.5907099799,0.0145518339,0.0118332138,5.7601896915
1013,1.5916015341,0.0147066247,0.0088685851,5.7629524622
1014,1.5924207188,0.0148638082,0.0069407866,5.7640559556
1015,1.5936981446,0.0149003037,0.0088110897,5.7666483417
1016,1.5965910601,0.0148392401,0.0171433840,5.7736660099
1017,1.5991787938,0.0149753758,0.0137959767,5.7789830189
1018,1.6023556073,0.0150882516,0.0148173857,5.7850570326
1019,1.6057482666,0.0151108403,0.0186238460,5.7933192951
1020,1.6063670930,0.0150123227,0.0063387315,5.7940506744
1021,1.6089153209,0.0150400203,0.0144477716,5.7999756557
1022,1.6095690720,0.0149761557,0.0068396443,5.8010728434
1023,1.6109638001,0.0148949985,0.0103952035,5.8046732338
1024,1.6135798947,0.0148556619,0.0143243512,5.8105922950
1025,1.6174575673,0.0149033552,0.0197488573,5.8195639542
1026,1.6181447296,0.0150294164,0.0082456083,5.8221471207
1027,1.6200119494,0.0150764028,0.0115449780,5.8262279523
1028,1.6233229706,0.0150650534,0.0175499367,5.8342679831
1029,1.6238916486,0.0149183870,0.0048489210,5.8352272915
1030,1.6263659722,0.0150010715,0.0137381420,5.8408197206
1031,1.6280013825,0.0151600712,0.0105202649,5.8448110395
1032,1.6290268229,0.0149137614,0.0077678641,5.8471667539
1033,1.6308092822,0.0147558233,0.0127038280,5.8521304276
1034,1.6337226784,0.0149827396,0.0148556441,5.8577794813
1035,1.6344066114,0.0150881837,0.0076219211,5.8592292324
1036,1.6368981146,0.0149636095,0.0138239510,5.8648034874
1037,1.6388928185,0.0149939375,0.0128321760,5.8699661530
1038,1.6392953731,0.0149031557,0.0060392961,5.8712346625
1039,1.6436026516,0.0148276014,0.0194563818,5.8807815780
1040,1.6475253096,0.0148208604,0.0172315328,5.8887371871
1041,1.6487616435,0.0148815811,0.0078723516,5.8912269187
1042,1.6494466464,0.0147845061,0.0091841718,5.8933975551
1043,1.6530951327,0.0149056519,0.0156997451,5.9005065192
1044,1.6549399949,0.0149202970,0.0096218446,5.9039147504
1045,1.6547875998,0.0149449856,0.0031693507,5.9035712474
1046,1.6577487650,0.0148115919,0.0170346341,5.9114344753
